Country or Area,Year,City,Value
Mexico,2005,Toluca (de Lerdo),1048378
Mexico,2005,Tonala,1
Mexico,2005,Torreón,548723
Mexico,2005,Torreón,859938
Mexico,2005,Tuxpan,78523
Mexico,2005,Tuxpan,100586
Mexico,2005,Tuxtla Gutiérrez,490455
Mexico,2005,Veracruz,444438
Mexico,2005,Veracruz,602384
Mexico,2005,Villa Nicolas Romero,1
Mexico,2005,Villahermosa,335778
Mexico,2005,Villahermosa,367899
Mexico,2005,Xico,1
Mexico,2005,Zacatecas,122889
Mexico,2005,Zacatecas,222461
Mexico,2005,Zapopan,1
Micronesia (Federated States of),2000,PALIKIR,6227
Monaco,1999,MONACO,33268
Mongolia,2013,Hovsgol,118162.5
Mongolia,2013,Ovorhangay,101884.5
Mongolia,2013,ULAANBAATAR,1345086
Mongolia,2010,Hovsgol,114331
Mongolia,2010,Ovorhangay,100444
Mongolia,2010,ULAANBAATAR,1131902.5
Mongolia,2010,ULAANBAATAR,1154290
Mongolia,2009,ULAANBAATAR,1087096
Mongolia,2008,ULAANBAATAR,1041307
Mongolia,2007,ULAANBAATAR,1012733
Mongolia,2006,ULAANBAATAR,979780
Mongolia,2005,ULAANBAATAR,946906.73
Mongolia,2004,ULAANBAATAR,910984.24
Mongolia,2003,ULAANBAATAR,893437
Mongolia,2000,Hovsgol,119063
Mongolia,2000,Ovorhangay,111420
Mongolia,2000,ULAANBAATAR,760077
Montenegro,2011,PODGORICA,185937
Montenegro,2009,PODGORICA,180810
Montenegro,2003,PODGORICA,140262
Montenegro,2003,PODGORICA,169132
Montserrat,1980,PLYMOUTH,1478
Mozambique,1997,Beira,397368
Mozambique,1997,Chimoio,171056
Mozambique,1997,MAPUTO,966837
Mozambique,1997,MAPUTO,1391499
Mozambique,1997,Matola,424662
Mozambique,1997,Mocuba,124650
Mozambique,1997,Nacala,158248
Mozambique,1997,Nampula,303346
Mozambique,1997,Quelimane,150116
Mozambique,1997,Tete,101984
Myanmar,2014,Pathein,286684
Myanmar,2014,Mandalay,1225133
Myanmar,2014,Monywa,371963
Myanmar,2014,Mawlamyine,288120
Myanmar,2014,NAY PYI TAW,1158367
Myanmar,2014,Bago,491130
Myanmar,2014,Dawei,125239
Myanmar,2014,Ha Ka,48266
Myanmar,2014,Hpa-an,421415
Myanmar,2014,Loikaw,128837
Myanmar,2014,Magway,288883
Myanmar,2014,Myitkyina,305347
Myanmar,2014,Sittway,149348
Myanmar,2014,Taunggyi,380665
Myanmar,2014,Yangon,5209541
Myanmar,1983,Pathein,144096
Myanmar,1983,Mandalay,532949
Myanmar,1983,Monywa,106843
Myanmar,1983,Mawlamyine,219961
Myanmar,1983,Bago,150528
Myanmar,1983,Sittway,107621
Myanmar,1983,Taunggyi,108231
Myanmar,1983,Yangon,2513023
Namibia,2001,WINDHOEK,233529
Nauru,1992,YAREN,672
Nepal,2011,Bharatpur,147777
Nepal,2011,Bhimdutta,106666
Nepal,2011,Biratnagar,204949
Nepal,2011,Birgunj,139068
Nepal,2011,Butwal,120982
Nepal,2011,Dhangadhi,104047
Nepal,2011,Dharan,119915
Nepal,2011,KATHMANDU,1003285
Nepal,2011,Lalitpur,226728
Nepal,2011,Pokhara,264991
Nepal,2001,Biratnagar,166674
Nepal,2001,Birgunj,112484
Nepal,2001,KATHMANDU,671846
Nepal,2001,Lalitpur,162991
Nepal,2001,Pokhara,156312
Netherlands,2011,Almere,190655
Netherlands,2011,Amersfoort,146592
Netherlands,2011,Amersfoort,175201
Netherlands,2011,AMSTERDAM,779808
Netherlands,2011,AMSTERDAM,1068724
Netherlands,2011,Apeldoorn,156199
Netherlands,2011,Arnhem,148070
Netherlands,2011,Arnhem,149582
Netherlands,2011,Breda,174599
Netherlands,2011,Dordrecht,118810
Netherlands,2011,Dordrecht,236734
Netherlands,2011,Ede,108285
Netherlands,2011,Eindhoven,216036
Netherlands,2011,Eindhoven,330152
Netherlands,2011,Emmen,109259
Netherlands,2011,Enschede,157838
Netherlands,2011,Geleen-Sittard,137071
Netherlands,2011,Groningen,189991
Netherlands,2011,Groningen,208506
Netherlands,2011,Haarlem,150670
Netherlands,2011,Haarlem,199006
Netherlands,2011,Haarlemmermeer,143374
Netherlands,2011,Heerlen-Kerkrade,204182
Netherlands,2011,Leiden,117915
Netherlands,2011,Leiden,253200
Netherlands,2011,Maastricht,119664
Netherlands,2011,Nijmegen,164223
Netherlands,2011,Rotterdam,610386
Netherlands,2011,Rotterdam,1003088
Netherlands,2011,s-Gravenhage,639652
Netherlands,2011,s-Hertogenbosch,140786
Netherlands,2011,s-Hertogenbosch,166440
Netherlands,2011,The Hague,495083
Netherlands,2011,Tilburg,206240
Netherlands,2011,Tilburg,229047
Netherlands,2011,Utrecht,311367
Netherlands,2011,Utrecht,469712
Netherlands,2011,Zaanstad,190655
Netherlands,2011,Zoetermeer,146592
Netherlands,2011,Zwolle,120355
Netherlands,2010,Almere,188160
Netherlands,2010,Amersfoort,144862
Netherlands,2010,Amersfoort,173674
Netherlands,2010,AMSTERDAM,767457
Netherlands,2010,AMSTERDAM,1053413
Netherlands,2010,Apeldoorn,155726
Netherlands,2010,Apeldoorn,155726
Netherlands,2010,Arnhem,147018
Netherlands,2010,Arnhem,148513
Netherlands,2010,Breda,173299
Netherlands,2010,Breda,173299
Netherlands,2010,Dordrecht,118480
Netherlands,2010,Dordrecht,236285
Netherlands,2010,Ede,107756
Netherlands,2010,Eindhoven,213809
Netherlands,2010,Eindhoven,327245
Netherlands,2010,Emmen,109491
Netherlands,2010,Enschede,157052
Netherlands,2010,Enschede,157052
Netherlands,2010,Geleen-Sittard,137495
Netherlands,2010,Groningen,187298
Netherlands,2010,Groningen,205814
Netherlands,2010,Haarlem,149579
Netherlands,2010,Haarlem,197660
Netherlands,2010,Haarlemmermeer,142788
Netherlands,2010,Heerlen-Kerkrade,204825
Netherlands,2010,Leiden,117123
Netherlands,2010,Leiden,251436
Netherlands,2010,Maastricht,118533
Netherlands,2010,Nijmegen,162963
Netherlands,2010,Nijmegen,162963
Netherlands,2010,Rotterdam,593049
Netherlands,2010,Rotterdam,996183
Netherlands,2010,s-Gravenhage,633201
Netherlands,2010,s-Hertogenbosch,139607
Netherlands,2010,s-Hertogenbosch,165007
Netherlands,2010,The Hague,488553
Netherlands,2010,Tilburg,204853
Netherlands,2010,Tilburg,227614
Netherlands,2010,Utrecht,307081
Netherlands,2010,Utrecht,441866
Netherlands,2010,Zaanstad,145332
Netherlands,2010,Zoetermeer,121532
Netherlands,2010,Zwolle,119030
Netherlands,2010,Zwolle,119030
Netherlands,2009,Almere,185746
Netherlands,2009,Amersfoort,143212
Netherlands,2009,Amersfoort,171795
Netherlands,2009,AMSTERDAM,755605
Netherlands,2009,AMSTERDAM,1039029
Netherlands,2009,Apeldoorn,155332
Netherlands,2009,Apeldoorn,155332
Netherlands,2009,Arnhem,145574
Netherlands,2009,Arnhem,147089
Netherlands,2009,Breda,171916
Netherlands,2009,Breda,171916
Netherlands,2009,Dordrecht,118408
Netherlands,2009,Dordrecht,235883
Netherlands,2009,Ede,107623
Netherlands,2009,Eindhoven,212269
Netherlands,2009,Eindhoven,325342
Netherlands,2009,Emmen,109441
Netherlands,2009,Enschede,156071
Netherlands,2009,Enschede,156071
Netherlands,2009,Geleen-Sittard,137799
Netherlands,2009,Groningen,184227
Netherlands,2009,Groningen,202859
Netherlands,2009,Haarlem,148191
Netherlands,2009,Haarlem,195940
Netherlands,2009,Haarlemmermeer,142042
Netherlands,2009,Heerlen-Kerkrade,205677
Netherlands,2009,Leiden,116787
Netherlands,2009,Leiden,250154
Netherlands,2009,Maastricht,118286
Netherlands,2009,Nijmegen,161817
Netherlands,2009,Nijmegen,161817
Netherlands,2009,Rotterdam,587134
Netherlands,2009,Rotterdam,989319
Netherlands,2009,s-Gravenhage,627228
Netherlands,2009,s-Hertogenbosch,137775
Netherlands,2009,s-Hertogenbosch,163063
Netherlands,2009,The Hague,481864
Netherlands,2009,Tilburg,203464
Netherlands,2009,Tilburg,225930
Netherlands,2009,Utrecht,299891
Netherlands,2009,Utrecht,434697
Netherlands,2009,Zaanstad,144055
Netherlands,2009,Zoetermeer,120881
Netherlands,2009,Zwolle,117703
Netherlands,2009,Zwolle,117703
Netherlands,2008,Almere,183270
Netherlands,2008,Amersfoort,141211
Netherlands,2008,Amersfoort,169751
Netherlands,2008,AMSTERDAM,747093
Netherlands,2008,AMSTERDAM,1028261
Netherlands,2008,Apeldoorn,155108
Netherlands,2008,Arnhem,143582
Netherlands,2008,Arnhem,145093
Netherlands,2008,Breda,170960
Netherlands,2008,Dordrecht,118182
Netherlands,2008,Dordrecht,235596
Netherlands,2008,Ede,107686
Netherlands,2008,Eindhoven,210333
Netherlands,2008,Eindhoven,323514
Netherlands,2008,Emmen,109151
Netherlands,2008,Enschede,154753
Netherlands,2008,Geleen-Sittard,138478
Netherlands,2008,Groningen,182484
Netherlands,2008,Groningen,201190
Netherlands,2008,Haarlem,147640
Netherlands,2008,Haarlem,190139
Netherlands,2008,Haarlemmermeer,140648
Netherlands,2008,Heerlen-Kerkrade,206495
Netherlands,2008,Leiden,116878
Netherlands,2008,Leiden,249662
Netherlands,2008,Maastricht,118004
Netherlands,2008,Nijmegen,161251
Netherlands,2008,Rotterdam,582951
Netherlands,2008,Rotterdam,984603
Netherlands,2008,s-Gravenhage,621139
Netherlands,2008,s-Hertogenbosch,136481
Netherlands,2008,s-Hertogenbosch,161818
Netherlands,2008,The Hague,475681
Netherlands,2008,Tilburg,202091
Netherlands,2008,Tilburg,224410
Netherlands,2008,Utrecht,294737
Netherlands,2008,Utrecht,429244
Netherlands,2008,Zaanstad,142863
Netherlands,2008,Zoetermeer,119504
Netherlands,2008,Zwolle,116365
Netherlands,2007,Almere,180924
Netherlands,2007,Amersfoort,139054
Netherlands,2007,Amersfoort,167664
Netherlands,2007,AMSTERDAM,742884
Netherlands,2007,AMSTERDAM,1022487
Netherlands,2007,Apeldoorn,155564
Netherlands,2007,Arnhem,142569
Netherlands,2007,Arnhem,144096
Netherlands,2007,Breda,170349
Netherlands,2007,Dordrecht,118541
Netherlands,2007,Dordrecht,235811
Netherlands,2007,Ede,107500
Netherlands,2007,Eindhoven,209699
Netherlands,2007,Eindhoven,322633
Netherlands,2007,Emmen,108832
Netherlands,2007,Enschede,154476
Netherlands,2007,Geleen-Sittard,139293
Netherlands,2007,Groningen,181613
Netherlands,2007,Groningen,200422
Netherlands,2007,Haarlem,146960
Netherlands,2007,Haarlem,189563
Netherlands,2007,Haarlemmermeer,138255
Netherlands,2007,Heerlen-Kerkrade,207762
Netherlands,2007,Leiden,117485
Netherlands,2007,Leiden,249480
Netherlands,2007,Maastricht,119038
Netherlands,2007,Nijmegen,160907
Netherlands,2007,Rotterdam,584058
Netherlands,2007,Rotterdam,985950
Netherlands,2007,s-Gravenhage,619414
Netherlands,2007,s-Hertogenbosch,135648
Netherlands,2007,s-Hertogenbosch,160887
Netherlands,2007,The Hague,473941
Netherlands,2007,Tilburg,201259
Netherlands,2007,Tilburg,223343
Netherlands,2007,Utrecht,288401
Netherlands,2007,Utrecht,423153
Netherlands,2007,Zaanstad,141402
Netherlands,2007,Zoetermeer,118024
Netherlands,2007,Zwolle,114635
Netherlands,2006,Almere,178466
Netherlands,2006,Amersfoort,136999
Netherlands,2006,Amersfoort,165888
Netherlands,2006,AMSTERDAM,743079
Netherlands,2006,AMSTERDAM,1021254
Netherlands,2006,Apeldoorn,156051
Netherlands,2006,Arnhem,142195
Netherlands,2006,Arnhem,143697
Netherlands,2006,Breda,169709
Netherlands,2006,Dordrecht,118821
Netherlands,2006,Dordrecht,245482
Netherlands,2006,Ede,107048
Netherlands,2006,Eindhoven,209172
Netherlands,2006,Eindhoven,322410
Netherlands,2006,Emmen,108589
Netherlands,2006,Enschede,154377
Netherlands,2006,Geleen-Sittard,140230
Netherlands,2006,Groningen,180729
Netherlands,2006,Groningen,199836
Netherlands,2006,Haarlem,147015
Netherlands,2006,Haarlem,189639
Netherlands,2006,Haarlemmermeer,135136
Netherlands,2006,Heerlen-Kerkrade,209634
Netherlands,2006,Leiden,118069
Netherlands,2006,Leiden,249769
Netherlands,2006,Maastricht,120175
Netherlands,2006,Nijmegen,159522
Netherlands,2006,Rotterdam,588697
Netherlands,2006,Rotterdam,991578
Netherlands,2006,s-Hertogenbosch,134717
Netherlands,2006,s-Hertogenbosch,159952
Netherlands,2006,The Hague,475627
Netherlands,2006,The Hague,621512
Netherlands,2006,Tilburg,200380
Netherlands,2006,Tilburg,222526
Netherlands,2006,Utrecht,280949
Netherlands,2006,Utrecht,416093
Netherlands,2006,Zaanstad,140270
Netherlands,2006,Zoetermeer,116979
Netherlands,2006,Zwolle,113078
Netherlands,2005,Almere,175007
Netherlands,2005,Amersfoort,134906
Netherlands,2005,Amersfoort,163883
Netherlands,2005,AMSTERDAM,742783
Netherlands,2005,AMSTERDAM,1020858
Netherlands,2005,Apeldoorn,156064
Netherlands,2005,Arnhem,141321
Netherlands,2005,Arnhem,142834
Netherlands,2005,Breda,168054
Netherlands,2005,Dordrecht,119263
Netherlands,2005,Dordrecht,246318
Netherlands,2005,Ede,106416
Netherlands,2005,Eindhoven,208455
Netherlands,2005,Eindhoven,320677
Netherlands,2005,Emmen,108617
Netherlands,2005,Enschede,153679
Netherlands,2005,Geleen-Sittard,140847
Netherlands,2005,Groningen,180604
Netherlands,2005,Groningen,199738
Netherlands,2005,Haarlem,146739
Netherlands,2005,Haarlem,189388
Netherlands,2005,Haarlemmermeer,131816
Netherlands,2005,Heerlen-Kerkrade,211359
Netherlands,2005,Leiden,118563
Netherlands,2005,Leiden,254387
Netherlands,2005,Maastricht,121456
Netherlands,2005,Maastricht,121456
Netherlands,2005,Nijmegen,158215
Netherlands,2005,Nijmegen,158215
Netherlands,2005,Rotterdam,596407
Netherlands,2005,Rotterdam,999347
Netherlands,2005,s-Gravenhage,618825
Netherlands,2005,s-Hertogenbosch,133978
Netherlands,2005,s-Hertogenbosch,159217
Netherlands,2005,The Hague,472096
Netherlands,2005,Tilburg,199068
Netherlands,2005,Tilburg,221460
Netherlands,2005,Utrecht,275258
Netherlands,2005,Utrecht,410090
Netherlands,2005,Zaanstad,139817
Netherlands,2005,Zoetermeer,115792
Netherlands,2005,Zwolle,111900
Netherlands,2003,Almere,165106
Netherlands,2003,Amersfoort,131221
Netherlands,2003,Amersfoort,160219
Netherlands,2003,AMSTERDAM,736562
Netherlands,2003,AMSTERDAM,1013147
Netherlands,2003,Apeldoorn,155741
Netherlands,2003,Arnhem,141528
Netherlands,2003,Arnhem,143055
Netherlands,2003,Breda,164397
Netherlands,2003,Dordrecht,120043
Netherlands,2003,Dordrecht,246187
Netherlands,2003,Ede,104771
Netherlands,2003,Eindhoven,206118
Netherlands,2003,Eindhoven,308213
Netherlands,2003,Emmen,108198
Netherlands,2003,Enschede,152321
Netherlands,2003,Geleen-Sittard,97806
Netherlands,2003,Geleen-Sittard,141467
Netherlands,2003,Groningen,177172
Netherlands,2003,Groningen,196180
Netherlands,2003,Haarlem,147097
Netherlands,2003,Haarlem,189902
Netherlands,2003,Haarlemmermeer,122902
Netherlands,2003,Heerlen-Kerkrade,93969
Netherlands,2003,Heerlen-Kerkrade,214261
Netherlands,2003,Leiden,117689
Netherlands,2003,Leiden,253106
Netherlands,2003,Maastricht,121982
Netherlands,2003,Nijmegen,156198
Netherlands,2003,Rotterdam,599651
Netherlands,2003,Rotterdam,1008390
Netherlands,2003,s-Gravenhage,463826
Netherlands,2003,s-Gravenhage,627645
Netherlands,2003,s-Hertogenbosch,132501
Netherlands,2003,s-Hertogenbosch,157774
Netherlands,2003,Tilburg,197917
Netherlands,2003,Tilburg,220427
Netherlands,2003,Utrecht,265151
Netherlands,2003,Utrecht,400559
Netherlands,2003,Zaanstad,139464
Netherlands,2003,Zoetermeer,112594
Netherlands,2003,Zwolle,109955
New Caledonia,2009,NOUMEA,97579
New Caledonia,2004,NOUMEA,91386
New Caledonia,1996,NOUMEA,76293
New Caledonia,1996,NOUMEA,118823
New Zealand,2013,Auckland,1529400
New Zealand,2013,Christchurch,366100
New Zealand,2013,Dunedin,127500
New Zealand,2013,Hamilton,150200
New Zealand,2013,Lower Hutt,102900
New Zealand,2013,Napier-Hastings,125300
New Zealand,2013,Tauranga,117600
New Zealand,2013,WELLINGTON,204000
New Zealand,2012,Auckland,1507600
New Zealand,2012,Christchurch,375900
New Zealand,2012,Dunedin,126900
New Zealand,2012,Hamilton,148200
New Zealand,2012,Hamilton,209300
New Zealand,2012,Lower Hutt,102700
New Zealand,2012,Napier-Hastings,125000
New Zealand,2012,Tauranga,116400
New Zealand,2012,Tauranga,122200
New Zealand,2012,WELLINGTON,202200
New Zealand,2012,WELLINGTON,395600
New Zealand,2011,Auckland,1486000
New Zealand,2011,Christchurch,367700
New Zealand,2011,Christchurch,380900
New Zealand,2011,Dunedin,126000
New Zealand,2011,Dunedin,119700
New Zealand,2011,Hamilton,145700
New Zealand,2011,Hamilton,206400
New Zealand,2011,Lower Hutt,103000
New Zealand,2011,Napier-Hastings,124800
New Zealand,2011,Tauranga,115700
New Zealand,2011,Tauranga,121500
New Zealand,2011,WELLINGTON,200100
New Zealand,2011,WELLINGTON,393400
New Zealand,2010,Auckland,450200
New Zealand,2010,Auckland,1354900
New Zealand,2010,Christchurch,376700
New Zealand,2010,Christchurch,390300
New Zealand,2010,Dunedin,116600
New Zealand,2010,Dunedin,124800
New Zealand,2010,Hamilton,143100
New Zealand,2010,Hamilton,203400
New Zealand,2010,Lower Hutt,102700
New Zealand,2010,Manukau,375700
New Zealand,2010,Napier-Hastings,124400
New Zealand,2010,North Shore,229000
New Zealand,2010,Tauranga,114300
New Zealand,2010,Tauranga,120000
New Zealand,2010,Waitakere,208100
New Zealand,2010,WELLINGTON,197700
New Zealand,2010,WELLINGTON,389700
New Zealand,2009,Auckland,444100
New Zealand,2009,Auckland,1333300
New Zealand,2009,Christchurch,372600
New Zealand,2009,Christchurch,386100
New Zealand,2009,Dunedin,115700
New Zealand,2009,Dunedin,123700
New Zealand,2009,Hamilton,140700
New Zealand,2009,Hamilton,200200
New Zealand,2009,Lower Hutt,102100
New Zealand,2009,Manukau,368600
New Zealand,2009,Napier-Hastings,123200
New Zealand,2009,North Shore,225800
New Zealand,2009,Tauranga,112600
New Zealand,2009,Tauranga,118200
New Zealand,2009,Waitakere,204500
New Zealand,2009,WELLINGTON,195500
New Zealand,2009,WELLINGTON,386000
New Zealand,2008,Auckland,438100
New Zealand,2008,Auckland,1313100
New Zealand,2008,Christchurch,369000
New Zealand,2008,Christchurch,382200
New Zealand,2008,Dunedin,114900
New Zealand,2008,Dunedin,123000
New Zealand,2008,Hamilton,138500
New Zealand,2008,Hamilton,197300
New Zealand,2008,Lower Hutt,101700
New Zealand,2008,Manukau,361900
New Zealand,2008,Napier-Hastings,122700
New Zealand,2008,North Shore,223000
New Zealand,2008,Tauranga,110500
New Zealand,2008,Tauranga,116000
New Zealand,2008,Waitakere,201300
New Zealand,2008,WELLINGTON,192800
New Zealand,2008,WELLINGTON,381900
New Zealand,2006,Auckland,1208094
New Zealand,2006,Auckland,428300
New Zealand,2006,Auckland,1272800
New Zealand,2006,Christchurch,360765
New Zealand,2006,Christchurch,361800
New Zealand,2006,Christchurch,374500
New Zealand,2006,Dunedin,111000
New Zealand,2006,Dunedin,122300
New Zealand,2006,Dunedin,114400
New Zealand,2006,Hamilton,155259
New Zealand,2006,Hamilton,134400
New Zealand,2006,Hamilton,191700
New Zealand,2006,Lower Hutt,101300
New Zealand,2006,Manukau,347100
New Zealand,2006,Napier-Hastings,118404
New Zealand,2006,Napier-Hastings,121900
New Zealand,2006,North Shore,216900
New Zealand,2006,Tauranga,108882
New Zealand,2006,Tauranga,106700
New Zealand,2006,Tauranga,112100
New Zealand,2006,Waitakere,195300
New Zealand,2006,WELLINGTON,178680
New Zealand,2006,WELLINGTON,187700
New Zealand,2006,WELLINGTON,375600
New Zealand,2005,Auckland,425400
New Zealand,2005,Auckland,1241700
New Zealand,2005,Christchurch,347700
New Zealand,2005,Christchurch,367800
New Zealand,2005,Dunedin,122500
New Zealand,2005,Dunedin,114800
New Zealand,2005,Hamilton,131400
New Zealand,2005,Hamilton,185100
New Zealand,2005,Lower Hutt,100500
New Zealand,2005,Manukau,332900
New Zealand,2005,North Shore,212200
New Zealand,2005,Tauranga,103900
New Zealand,2005,Tauranga,109100
New Zealand,2005,Waitakere,191900
New Zealand,2005,WELLINGTON,185100
New Zealand,2005,WELLINGTON,370100
New Zealand,2003,Auckland,415100
New Zealand,2003,Auckland,1199300
New Zealand,2003,Christchurch,338800
New Zealand,2003,Christchurch,358000
New Zealand,2003,Dunedin,121100
New Zealand,2003,Dunedin,113600
New Zealand,2003,Hamilton,126500
New Zealand,2003,Hamilton,178900
New Zealand,2003,Manukau,317500
New Zealand,2003,Napier-Hastings,118400
New Zealand,2003,North Shore,205000
New Zealand,2003,Tauranga,98500
New Zealand,2003,Tauranga,103600
New Zealand,2003,Waitakere,185600
New Zealand,2003,WELLINGTON,179000
New Zealand,2003,WELLINGTON,363400
New Zealand,2001,Auckland,1074507
New Zealand,2001,Christchurch,334107
New Zealand,2001,Dunedin,107088
New Zealand,2001,Hamilton,138792
New Zealand,2001,WELLINGTON,162981
Nicaragua,2005,León,139433
Nicaragua,2005,MANAGUA,908892
Niger,2001,Maradi,148017
Niger,2001,NIAMEY,707951
Niger,2001,Zinder,170575
Nigeria,1991,Aba,500183
Nigeria,1991,Abeokuta,352735
Nigeria,1991,ABUJA,107069
Nigeria,1991,ABUJA,378671
Nigeria,1991,Ado-Ekiti,156122
Nigeria,1991,Akure,239124
Nigeria,1991,Awka,104682
Nigeria,1991,Bauchi,206537
Nigeria,1991,Benin City,762719
Nigeria,1991,Bida,111245
Nigeria,1991,Calabar,310839
Nigeria,1991,Damaturu,141897
Nigeria,1991,Ede,142363
Nigeria,1991,Effon-Alaiye,158977
Nigeria,1991,Enugu,407756
Nigeria,1991,Gboko,101281
Nigeria,1991,Gombe,163604
Nigeria,1991,Gusau,132393
Nigeria,1991,Ibadan,1835300
Nigeria,1991,Ife,186856
Nigeria,1991,Ijebu-Ode,124313
Nigeria,1991,Ikare,103843
Nigeria,1991,Ikire,111435
Nigeria,1991,Ikorodu,184674
Nigeria,1991,Ikot Ekpene,119402
Nigeria,1991,Ilawe-Ekiti,104049
Nigeria,1991,Ilesha,139445
Nigeria,1991,Ilorin,532089
Nigeria,1991,Ise,108136
Nigeria,1991,Iseyin,170936
Nigeria,1991,Iwo,125645
Nigeria,1991,Jimeta,141724
Nigeria,1991,Jos,510300
Nigeria,1991,Kaduna,993642
Nigeria,1991,Kano,2166554
Nigeria,1991,Katsina,259315
Nigeria,1991,Lagos,5195247
Nigeria,1991,Maiduguri,618278
Nigeria,1991,Makurdi,151515
Nigeria,1991,Minna,189191
Nigeria,1991,Mubi,128900
Nigeria,1991,Nnewi,121065
Nigeria,1991,Ogbomosho,433030
Nigeria,1991,Okene,312775
Nigeria,1991,Okpogho,105127
Nigeria,1991,Ondo,146051
Nigeria,1991,Onitsha,350280
Nigeria,1991,Oshogbo,250951
Nigeria,1991,Owerri,119711
Nigeria,1991,Owo,157181
Nigeria,1991,Oyo,369894
Nigeria,1991,Port Harcourt,703421
Nigeria,1991,Sagamu,127513
Nigeria,1991,Sango Otta,103332
Nigeria,1991,Sapele,109576
Nigeria,1991,Sokoto,329639
Nigeria,1991,Suleja,105075
Nigeria,1991,Ugep,134773
Nigeria,1991,Umuahia,147167
Nigeria,1991,Warri,363382
Nigeria,1991,Zaria,612257
Niue,2011,ALOFI,639
Niue,2006,ALOFI,581
Niue,2001,ALOFI,615
Northern Mariana Islands,2010,GARAPAN,3983
Northern Mariana Islands,2000,GARAPAN,3588
Norway,2012,Bergen,265857
Norway,2012,OSLO,618683
Norway,2012,Stavanger,128369
Norway,2012,Trondheim,178021
Norway,2011,Bergen,262077
Norway,2011,OSLO,606257.5
Norway,2011,Stavanger,126763.5
Norway,2011,Trondheim,174917
Norway,2010,Bergen,258496
Norway,2010,OSLO,593045
Norway,2010,Stavanger,124935.5
Norway,2010,Trondheim,172211
Norway,2009,Bergen,254325.5
Norway,2009,OSLO,581167.5
Norway,2009,Stavanger,122730
Norway,2009,Trondheim,169596.5
Norway,2008,Bergen,249898.5
Norway,2008,OSLO,567979.5
Norway,2008,Stavanger,120598
Norway,2008,Trondheim,166724
Norway,2007,Bergen,246183
Norway,2007,OSLO,554550.5
Norway,2007,Stavanger,118450.5
Norway,2007,Trondheim,163460.5
Norway,2006,Bergen,243389
Norway,2006,OSLO,543514
Norway,2006,Stavanger,116236
Norway,2006,Trondheim,160171.5
Norway,2005,Bergen,240683.5
Norway,2005,OSLO,534128.5
Norway,2005,Stavanger,114574
Norway,2005,Trondheim,157387
Norway,2003,Bergen,236427
Norway,2003,OSLO,519644
Norway,2003,Stavanger,111706
Norway,2003,Trondheim,153525
Oman,2003,As Seeb,223449
Oman,2003,As Suwayq,101122
Oman,2003,Bawshar,150420
Oman,2003,MUSCAT,24893
Oman,2003,Mutrah,153526
Oman,2003,Salalah,156530
Oman,2003,Sohar,104312
Pakistan,1998,Abbotabad,106101
Pakistan,1998,Bahawalnagar,111313
Pakistan,1998,Bahawalpur,408395
Pakistan,1998,Burewala,152097
Pakistan,1998,Chiniot,172522
Pakistan,1998,Chishtian,102287
Pakistan,1998,Dadu,102550
Pakistan,1998,Daska,102883
Pakistan,1998,Dera Ghazi Khan,190542
Pakistan,1998,Faisalabad (Lyallpur),2008861
Pakistan,1998,Gojra,117872
Pakistan,1998,Gujranwala,1132509
Pakistan,1998,Gujrat,251792
Pakistan,1998,Hafizabad,133678
Pakistan,1998,Hyderabad,1166894
Pakistan,1998,ISLAMABAD,529180
Pakistan,1998,Jacobabad,138780
Pakistan,1998,Jaranwala,106785
Pakistan,1998,Jhang,293366
Pakistan,1998,Jhelum,147392
Pakistan,1998,Kamoke,152288
Pakistan,1998,Karachi,9339023
Pakistan,1998,Kasur,245321
Pakistan,1998,Khairpur,105637
Pakistan,1998,Khanewal,133986
Pakistan,1998,Khanpur,120382
Pakistan,1998,Kohat,126627
Pakistan,1998,Lahore,5143495
Pakistan,1998,Larkana,270283
Pakistan,1998,Mangora,173868
Pakistan,1998,Mardan,245926
Pakistan,1998,Mirpur Khas,189671
Pakistan,1998,Multan,1197384
Pakistan,1998,Muridke,111951
Pakistan,1998,Muzaffargharh,123404
Pakistan,1998,Nawabshah,189244
Pakistan,1998,Okara,201815
Pakistan,1998,Pakpattan,109033
Pakistan,1998,Peshawar,982816
Pakistan,1998,Quetta,565137
Pakistan,1998,Rahimyar Khan,233537
Pakistan,1998,Rawalpindi,1409768
Pakistan,1998,Sadiqabad,144391
Pakistan,1998,Sahiwal,208778
Pakistan,1998,Sargodha,458440
Pakistan,1998,Shakkarpur,134883
Pakistan,1998,Sheikhu Pura,280263
Pakistan,1998,Sialkote,421502
Pakistan,1998,Sukkur,335551
Pakistan,1998,Tandoadam,104907
Pakistan,1998,Wah Cantonment,198891
Palau,2005,KOROR,12676
Palau,2000,KOROR,10600
Palau,2000,KOROR,13303
Papua New Guinea,2000,PORT MORESBY,254158
Paraguay,2002,ASUNCION,513399
Paraguay,2002,ASUNCION,1620483
Paraguay,2002,Capiatá,154469
Paraguay,2002,Ciudad del Este,223350
Paraguay,2002,Ciudad del Este,333535
Paraguay,2002,Fernando de la Mora,114332
Paraguay,2002,Lambaré,119984
Paraguay,2002,Luque,170433
Paraguay,2002,San Lorenzo,202745
Peru,2007,Arequipa,784651.000000007
Peru,2007,Ayacucho,151019
Peru,2007,Cajamarca,162326.000000001
Peru,2007,Callao,876876.999999987
