Country or Area,Year,City,Value
Åland Islands,2013,MARIEHAMN,11370
Åland Islands,2012,MARIEHAMN,11304.5
Åland Islands,2011,MARIEHAMN,11226.5
Åland Islands,2010,MARIEHAMN,11156.5
Åland Islands,2009,MARIEHAMN,11064
Åland Islands,2008,MARIEHAMN,10954
Åland Islands,2007,MARIEHAMN,10863
Åland Islands,2000,MARIEHAMN,10488
Albania,2011,Durrës,113249
Albania,2011,TIRANA,418495
Albania,2003,TIRANA,392863
Algeria,1998,Annaba,352523
Algeria,1998,Batna,246800
Algeria,1998,Béchar,134523
Algeria,1998,Bejaïa,144405
Algeria,1998,Beskra,177060
Algeria,1998,Bordj Bou Arreridj,129004
Algeria,1998,Bordj el Kiffan,103690
Algeria,1998,Ech Cheliff (El Asnam),174314
Algeria,1998,El Boulaïda (Blida),229788
Algeria,1998,ALGIERS (EL DJAZAIR),1569897
Algeria,1998,El Djelfa,158679
Algeria,1998,El Eulma,104758
Algeria,1998,El Wad,105151
Algeria,1998,Ghardaïa,127959
Algeria,1998,Ghilizane,104644
Algeria,1998,Guelma,108682
Algeria,1998,Jijel,106306
Algeria,1998,Lemdiyya (Medea),128427
Algeria,1998,Mestghanem (Mostaganem),125911
Algeria,1998,M'Sila,102151
Algeria,1998,Qacentina (Constantine),465021
Algeria,1998,Saïda,113533
Algeria,1998,Sidi-bel-Abbès,183931
Algeria,1998,Skikda,153531
Algeria,1998,Souq Ahras,114512
Algeria,1998,Stif (Sétif),214842
Algeria,1998,Tbessa,154335
Algeria,1998,Tihert,148850
Algeria,1998,Tilimsen (Tlemcen),156258
Algeria,1998,Touggourt,114183
Algeria,1998,Wahran (Oran),705335
Algeria,1998,Wargla,139381
American Samoa,2010,PAGO PAGO,3656
American Samoa,2000,PAGO PAGO,4278
Andorra,2011,ANDORRA LA VELLA,22205
Andorra,2010,ANDORRA LA VELLA,23505
Andorra,2009,ANDORRA LA VELLA,24779
Andorra,2008,ANDORRA LA VELLA,24632
Andorra,2007,ANDORRA LA VELLA,24574
Andorra,2006,ANDORRA LA VELLA,24211
Andorra,2005,ANDORRA LA VELLA,23587
Andorra,2003,ANDORRA LA VELLA,21245
Anguilla,2001,THE VALLEY,4904
Antigua and Barbuda,1991,ST. JOHN,22342
Argentina,2013,Bahía Blanca-Cerri,317325.704982449
Argentina,2013,BUENOS AIRES,13339001.6015536
Argentina,2013,Catamarca,215795.389398648
Argentina,2013,Comodoro Rivadavia-Rada Tilly,146557.365847925
Argentina,2013,Concordia,157705.748550135
Argentina,2013,Córdoba,1442000.64659388
Argentina,2013,Corrientes,373981.279268183
Argentina,2013,Formosa,253508.104025216
Argentina,2013,La Plata,764468.872784661
Argentina,2013,La Rioja,193763.58807037
Argentina,2013,San Luis - El Chorrillo,216609.517202332
Argentina,2013,Mar del Plata-Batán,633905.593145199
Argentina,2013,Mendoza,923203.297204453
Argentina,2013,Neuquén-Plottier,277609.714022646
Argentina,2013,Paraná,286659.493034397
Argentina,2013,Posadas,312162.868950168
Argentina,2013,Resistencia,406284.472613334
Argentina,2013,Río Cuarto,168400.500188638
Argentina,2013,Rosario,1284951.22445876
Argentina,2013,Salta,562807.15066998
Argentina,2013,San Juan,486313.228956941
Argentina,2013,San Salvador de Jujuy-Palpalá,322872.909734593
Argentina,2013,Santa Fé,521233.02888211
Argentina,2013,Santa Rosa-Toay,127398.589387156
Argentina,2013,Santiago del Estero-La Banda,387320.455373139
Argentina,2013,Tucumán-Tafí Viejo,836411.619309512
Argentina,2013,Ushuaia-Río Grande,130617.023030331
Argentina,2012,Bahía Blanca-Cerri,314948
Argentina,2012,BUENOS AIRES,13242375
Argentina,2012,Catamarca,212174
Argentina,2012,Comodoro Rivadavia-Rada Tilly,145475
Argentina,2012,Concordia,155905
Argentina,2012,Córdoba,1429922
Argentina,2012,Corrientes,368778
Argentina,2012,Formosa,249062
Argentina,2012,La Plata,757980
Argentina,2012,La Rioja,189845
Argentina,2012,San Luis - El Chorrillo,212154
Argentina,2012,Mar del Plata-Batán,628672
Argentina,2012,Mendoza,916220
Argentina,2012,Neuquén-Plottier,273503
Argentina,2012,Paraná,283328
Argentina,2012,Posadas,307619
Argentina,2012,Rawson-Trelew-Playa Unión,132097
Argentina,2012,Resistencia,400869
Argentina,2012,Río Cuarto,167057
Argentina,2012,Rosario,1277149
Argentina,2012,Salta,554291
Argentina,2012,San Juan,480354
Argentina,2012,San Nicolás-Villa Constitución,181730
Argentina,2012,San Salvador de Jujuy-Palpalá,318287
Argentina,2012,Santa Fé,516203
Argentina,2012,Santa Rosa-Toay,125354
Argentina,2012,Santiago del Estero-La Banda,381767
Argentina,2012,Tucumán-Tafí Viejo,828258
Argentina,2012,Ushuaia-Río Grande,127797
Argentina,2010,Bahía Blanca-Cerri,310151
Argentina,2010,BUENOS AIRES,13047383.5911513
Argentina,2010,Catamarca,204865.910814638
Argentina,2010,Comodoro Rivadavia-Rada Tilly,143291.153938137
Argentina,2010,Concordia,152271.040291904
Argentina,2010,Córdoba,1405547.38043669
Argentina,2010,Corrientes,358278.429569445
Argentina,2010,Formosa,240088.945193687
Argentina,2010,La Plata,744885.526810173
Argentina,2010,La Rioja,181938.392736754
Argentina,2010,San Luis - El Chorrillo,203161.629153992
Argentina,2010,Mar del Plata-Batán,618111.615502295
Argentina,2010,Mendoza,902127.207628422
Argentina,2010,Neuquén-Plottier,265215.661375981
Argentina,2010,Paraná,276605.320616689
Argentina,2010,Posadas,298450.237364442
Argentina,2010,Rawson-Trelew-Playa Unión,128970.652529568
Argentina,2010,Resistencia,389940.094689328
Argentina,2010,Río Cuarto,164344.459035137
Argentina,2010,Rosario,1261404.11160335
Argentina,2010,Salta,537106.522392764
Argentina,2010,San Juan,468329.572242688
Argentina,2010,San Nicolás-Villa Constitución,179757.394037044
Argentina,2010,San Salvador de Jujuy-Palpalá,309034.152094366
Argentina,2010,Santa Fé,506053.768541226
Argentina,2010,Santa Rosa-Toay,121229.365117479
Argentina,2010,Santiago del Estero-La Banda,370561.386314553
Argentina,2010,Tucumán-Tafí Viejo,811804.106587273
Argentina,2010,Ushuaia-Río Grande,122104.906599864
Argentina,1991,Avellaneda,344024
Argentina,1991,Bahía Blanca-Cerri,260096
Argentina,1991,BUENOS AIRES,2965403
Argentina,1991,BUENOS AIRES,11298030
Argentina,1991,Catamarca,109882
Argentina,1991,Catamarca,132626
Argentina,1991,Comodoro Rivadavia-Rada Tilly,124104
Argentina,1991,Concordia,116485
Argentina,1991,Córdoba,1157507
Argentina,1991,Córdoba,1208554
Argentina,1991,Corrientes,258103
Argentina,1991,Formosa,147636
Argentina,1991,General San Martín,406809
Argentina,1991,La Matanza,1120088
Argentina,1991,La Plata,521936
Argentina,1991,La Plata,642979
Argentina,1991,Lanus,468561
Argentina,1991,Lomas de Zamora,574330
Argentina,1991,Mar del Plata-Batán,512880
Argentina,1991,Mendoza,121620
Argentina,1991,Mendoza,773113
Argentina,1991,Morón,643553
Argentina,1991,Neuquén-Plottier,167296
Argentina,1991,Neuquén-Plottier,183579
Argentina,1991,Paraná,207041
Argentina,1991,Paraná,211936
Argentina,1991,Posadas,201273
Argentina,1991,Posadas,210755
Argentina,1991,Quilmes,511234
Argentina,1991,Resistencia,229212
Argentina,1991,Resistencia,292287
Argentina,1991,Río Cuarto,134355
Argentina,1991,Río Cuarto,138853
Argentina,1991,Rosario,907718
Argentina,1991,Rosario,1118905
Argentina,1991,Salta,367550
Argentina,1991,Salta,370904
Argentina,1991,San Fernando,141063
Argentina,1991,San Isidro,299023
Argentina,1991,San Juan,119423
Argentina,1991,San Juan,352691
Argentina,1991,San Miguel de Tucumán,470809
Argentina,1991,San Miguel de Tucumán,622324
Argentina,1991,San Nicolás-Villa Constitución,119302
Argentina,1991,San Salvador de Jujuy-Palpalá,178748
Argentina,1991,San Salvador de Jujuy-Palpalá,180102
Argentina,1991,Santa Fé,353063
Argentina,1991,Santa Fé,406388
Argentina,1991,Santiago del Estero-La Banda,189947
Argentina,1991,Santiago del Estero-La Banda,263471
Argentina,1991,Vicente López,289505
Armenia,2011,Gyumri (Leninakan),121976
Armenia,2011,YEREVAN,1060138
Armenia,2009,Vanadzoz (Kirovakan),104825
Armenia,2009,Gyumri (Leninakan),146355
Armenia,2009,YEREVAN,1116648
Armenia,2008,Vanadzoz (Kirovakan),104886
Armenia,2008,Gyumri (Leninakan),146704
Armenia,2008,YEREVAN,1109580
Armenia,2007,Vanadzoz (Kirovakan),105100
Armenia,2007,Gyumri (Leninakan),147350
Armenia,2007,YEREVAN,1106383
Armenia,2006,Vanadzoz (Kirovakan),105300
Armenia,2006,Gyumri (Leninakan),148000
Armenia,2006,YEREVAN,1104398
Armenia,2004,Vanadzoz (Kirovakan),105900
Armenia,2004,Gyumri (Leninakan),149200
Armenia,2004,YEREVAN,1102427
Armenia,2001,Vanadzoz (Kirovakan),107394
Armenia,2001,Gyumri (Leninakan),150917
Armenia,2001,YEREVAN,1103488
Aruba,2010,ORANJESTAD,28295
Aruba,1991,ORANJESTAD,20045
Australia,2012,Adelaide,1250795
Australia,2012,Brisbane,2099328
Australia,2012,Cairns,142124
Australia,2012,Canberra-Queanbeyan,412049
Australia,2012,Central Coast,317517
Australia,2012,Darwin,116215
Australia,2012,Geelong,179689
Australia,2012,Gold Coast-Tweed Heads,592389
Australia,2012,Greater Adelaide,1278432
Australia,2012,Greater Brisbane,2192065
Australia,2012,Greater Darwin,131938
Australia,2012,Greater Hobart,216981
Australia,2012,Greater Melbourne,4248344
Australia,2012,Greater Perth,1899999
Australia,2012,Greater Sydney,4672619
Australia,2012,Hobart,205557
Australia,2012,Melbourne,4086734
Australia,2012,Newcastle-Maitland,420850
Australia,2012,Perth,1834184
Australia,2012,Sunshine Coast,286497
Australia,2012,Sydney,4293416
Australia,2012,Toowoomba,110855
Australia,2012,Townsville,171824
Australia,2012,Wollongong,283243
Australia,2011,Adelaide,1198468
Australia,2011,Adelaide,1225235
Australia,2011,Brisbane,1977315
Australia,2011,Brisbane,2065996
Australia,2011,Cairns,139693
Australia,2011,Cairns,133911
Australia,2011,CANBERRA,356585
Australia,2011,CANBERRA,391645
Australia,2011,Canberra-Queanbeyan,404559
Australia,2011,Central Coast,304753
Australia,2011,Darwin,106255
Australia,2011,Darwin,120584
Australia,2011,Geelong,177023
Australia,2011,Geelong,173454
Australia,2011,Gold Coast-Tweed Heads,579909
Australia,2011,Gold Coast-Tweed Heads,557822
Australia,2011,Greater Adelaide,1262940
Australia,2011,Greater Brisbane,2146577
Australia,2011,Greater Darwin,129062
Australia,2011,Greater Hobart,216276
Australia,2011,Greater Melbourne,4169103
Australia,2011,Greater Perth,1832114
Australia,2011,Greater Sydney,4605992
Australia,2011,Greater Wollongong,268944
Australia,2011,Hobart,200501
Australia,2011,Hobart,211656
Australia,2011,Melbourne,3847570
Australia,2011,Melbourne,3999982
Australia,2011,Newcastle,398770
Australia,2011,Newcastle-Maitland,413962
Australia,2011,Perth,1670953
Australia,2011,Perth,1728866
Australia,2011,Sunshine Coast,279870
Australia,2011,Sunshine Coast,270770
Australia,2011,Sydney,4028524
Australia,2011,Sydney,4391673
Australia,2011,Toowoomba,108933
Australia,2011,Toowoomba,105984
Australia,2011,Townsville,167847
Australia,2011,Townsville,162292
Australia,2011,Wollongong,280705
Australia,2010,Adelaide,1203186
Australia,2010,Albury-Wodonga,106052
Australia,2010,Brisbane,2043185
Australia,2010,Cairns,150920
Australia,2010,CANBERRA,358222
Australia,2010,Canberra-Queanbeyan,410419
Australia,2010,Darwin,127532
Australia,2010,Geelong,178650
Australia,2010,Gold Coast-Tweed Heads,591473
Australia,2010,Greater Wollongong,292190
Australia,2010,Hobart,214705
Australia,2010,Launceston,106153
Australia,2010,Melbourne,4077036
Australia,2010,Newcastle,546788
Australia,2010,Perth,1696065
Australia,2010,Sunshine Coast,251081
Australia,2010,Sydney,4575532
Australia,2010,Toowoomba,131258
Australia,2010,Townsville,172316
Australia,2009,Adelaide,1187466
Australia,2009,Albury-Wodonga,104609
Australia,2009,Brisbane,2004262
Australia,2009,Cairns,147118
Australia,2009,CANBERRA,351868
Australia,2009,Darwin,124760
Australia,2009,Geelong,175803
Australia,2009,Gold Coast-Tweed Heads,577977
Australia,2009,Greater Wollongong,288984
Australia,2009,Hobart,212019
Australia,2009,Launceston,105445
Australia,2009,Melbourne,3995537
Australia,2009,Newcastle,540796
Australia,2009,Perth,1658992
Australia,2009,Sunshine Coast,245309
Australia,2009,Sydney,4504469
Australia,2009,Toowoomba,128600
Australia,2009,Townsville,168402
Australia,2008,Adelaide,1172105
Australia,2008,Albury-Wodonga,102894
Australia,2008,Brisbane,1945639
Australia,2008,Cairns,142001
Australia,2008,CANBERRA,345257
Australia,2008,Darwin,120652
Australia,2008,Geelong,172300
Australia,2008,Gold Coast,493425
Australia,2008,Greater Wollongong,284169
Australia,2008,Hobart,209287
Australia,2008,Launceston,104649
Australia,2008,Melbourne,3892419
Australia,2008,Newcastle,531191
Australia,2008,Perth,1602559
Australia,2008,Sunshine Coast,237562
Australia,2008,Sydney,4399722
Australia,2008,Toowoomba,125339
Australia,2008,Townsville,162730
Australia,2007,Adelaide,1158259
Australia,2007,Albury-Wodonga,101842
Australia,2007,Brisbane,1857594
Australia,2007,Cairns,135856
Australia,2007,CANBERRA,339573
Australia,2007,Darwin,117395
Australia,2007,Geelong,169544
Australia,2007,Gold Coast,583657
Australia,2007,Greater Wollongong,280159
Australia,2007,Hobart,207484
Australia,2007,Launceston,104071
Australia,2007,Melbourne,3806092
Australia,2007,Newcastle,523662
Australia,2007,Perth,1554769
Australia,2007,Sunshine Coast,230429
Australia,2007,Sydney,4336374
Australia,2007,Toowoomba,123406
Australia,2007,Townsville,157174
Australia,2006,Adelaide,1040717
Australia,2006,Adelaide,1105840
Australia,2006,Brisbane,1676390
Australia,2006,Brisbane,1763136
Australia,2006,CANBERRA,322036
Australia,2006,CANBERRA,323056
Australia,2006,Central Coast,282725
Australia,2006,Darwin,105994
Australia,2006,Geelong,137222
Australia,2006,Gold Coast-Tweed Heads,402647
Australia,2006,Greater Wollongong,234482
Australia,2006,Hobart,128579
Australia,2006,Hobart,200525
Australia,2006,Melbourne,3371888
Australia,2006,Melbourne,3592592
Australia,2006,Newcastle,288733
Australia,2006,Perth,1256037
Australia,2006,Perth,1445078
Australia,2006,Sunshine Coast,184662
Australia,2006,Sydney,3641418
Australia,2006,Sydney,4119189
Australia,2006,Townsville,128806
Australia,2005,Adelaide,1129145
Australia,2005,Albury-Wodonga,100175
Australia,2005,Brisbane,1790921
Australia,2005,Cairns,123775
Australia,2005,CANBERRA,325405
Australia,2005,Darwin,111179
Australia,2005,Geelong,165827
Australia,2005,Gold Coast,540115
Australia,2005,Greater Wollongong,274838
Australia,2005,Hobart,203527
Australia,2005,Launceston,103221
Australia,2005,Melbourne,3635508
Australia,2005,Newcastle,508597
Australia,2005,Perth,1478039
Australia,2005,Sunshine Coast,215059
Australia,2005,Sydney,4255954
Australia,2005,Toowoomba,119486
Australia,2005,Townsville,149207
Australia,2004,Adelaide,1123199
Australia,2004,Albury-Wodonga,101602
Australia,2004,Brisbane,1777667
Australia,2004,Cairns,120483
Australia,2004,CANBERRA,323743
Australia,2004,Darwin,109432
Australia,2004,Geelong,164134
Australia,2004,Gold Coast,470408
Australia,2004,Greater Wollongong,273870
Australia,2004,Hobart,202182
Australia,2004,Launceston,102007
Australia,2004,Melbourne,3592975
Australia,2004,Newcastle,504656
Australia,2004,Perth,1454606
Australia,2004,Sunshine Coast,207553
Australia,2004,Sydney,4225088
Australia,2004,Toowoomba,116266
Australia,2004,Townsville,144417
Australia,2003,Adelaide,1119097
Australia,2003,Albury-Wodonga,100182
Australia,2003,Brisbane,1735181
Australia,2003,Cairns,117531
Australia,2003,CANBERRA,323004
Australia,2003,Darwin,108039
Australia,2003,Geelong,162637
Australia,2003,Gold Coast,456908
Australia,2003,Greater Wollongong,273234
Australia,2003,Hobart,199926
Australia,2003,Launceston,100664
Australia,2003,Melbourne,3555321
Australia,2003,Newcastle,501335
Australia,2003,Perth,1431498
Australia,2003,Sunshine Coast,200366
Australia,2003,Sydney,4198543
Australia,2003,Toowoomba,113815
Australia,2003,Townsville,140761
Australia,2001,Adelaide,1066103
Australia,2001,Adelaide,995955
Australia,2001,Albury-Wodonga,73468
Australia,2001,Brisbane,1608820
Australia,2001,Brisbane,1490475
Australia,2001,Cairns,16314
Australia,2001,Cairns,116885
Australia,2001,CANBERRA,308764
Australia,2001,CANBERRA,336805
Australia,2001,Central Coast,254579
Australia,2001,Darwin,106476
Australia,2001,Darwin,87662
Australia,2001,Geelong,129668
Australia,2001,Gold Coast,441736
Australia,2001,Gold Coast-Tweed Heads,406619
Australia,2001,Greater Wollongong,181612
Australia,2001,Greater Wollongong,227522
Australia,2001,Hobart,190161
Australia,2001,Hobart,125162
Australia,2001,Launceston,417
Australia,2001,Launceston,57685
Australia,2001,Melbourne,3338704
Australia,2001,Melbourne,3132900
Australia,2001,Newcastle,4738
Australia,2001,Newcastle,278773
Australia,2001,Perth,1325392
Australia,2001,Perth,1162716
Australia,2001,Sunshine Coast,165089
Australia,2001,Sydney,3948015
Australia,2001,Sydney,3455110
Australia,2001,Toowoomba,13808
Australia,2001,Toowoomba,91494
Australia,2001,Townsville,2312
Australia,2001,Townsville,117990
Austria,2013,Bregenz,28072
Austria,2013,Eisenstadt,13351
Austria,2013,Graz,265778
Austria,2013,Innsbruck,122458
Austria,2013,Klagenfurt,95450
Austria,2013,Linz,191501
Austria,2013,Salzburg,145871
Austria,2013,Sankt Pölten,51926
Austria,2013,WIEN,1741246
Austria,2012,Bregenz,28007
Austria,2012,Eisenstadt,13165
Austria,2012,Graz,265318
Austria,2012,Innsbruck,121329
Austria,2012,Klagenfurt,94796
Austria,2012,Linz,191107
Austria,2012,Salzburg,148521
Austria,2012,Sankt Pölten,52048
Austria,2012,WIEN,1731236
Austria,2011,Bregenz,27831
Austria,2011,Bregenz,27784
Austria,2011,Eisenstadt,13101
Austria,2011,Eisenstadt,12995
Austria,2011,Graz,261726
Austria,2011,Graz,261540
Austria,2011,Innsbruck,119617
Austria,2011,Innsbruck,120147
Austria,2011,Klagenfurt,94483
Austria,2011,Klagenfurt,94303
Austria,2011,Linz,189889
Austria,2011,Linz,189367
Austria,2011,Salzburg,145270
Austria,2011,Salzburg,148078
Austria,2011,Sankt Pölten,51955
Austria,2011,Sankt Pölten,51956
Austria,2011,WIEN,1714227
Austria,2011,WIEN,1714142
Austria,2010,Bregenz,27456
Austria,2010,Eisenstadt,12856
Austria,2010,Graz,257328
Austria,2010,Innsbruck,119249
Austria,2010,Klagenfurt,93949
Austria,2010,Linz,189311
Austria,2010,Salzburg,147571
Austria,2010,Sankt Pölten,51688
Austria,2010,WIEN,1698822
Austria,2009,Bregenz,27309
Austria,2009,Graz,253994
Austria,2009,Innsbruck,118035
Austria,2009,Klagenfurt,93478
Austria,2009,Linz,189122
Austria,2009,Salzburg,147732
Austria,2009,WIEN,1687271
Austria,2008,Graz,250653
Austria,2008,Innsbruck,118362
Austria,2008,Linz,189069
Austria,2008,Salzburg,149201
Austria,2008,WIEN,1677867
Austria,2007,Graz,247698
Austria,2007,Innsbruck,117693
Austria,2007,Linz,188894
Austria,2007,Salzburg,149018
Austria,2007,WIEN,1664146
Austria,2006,Graz,244604
Austria,2006,Innsbruck,116851
Austria,2006,Klagenfurt,92160
Austria,2006,Linz,188362
Austria,2006,Salzburg,148473
Austria,2006,WIEN,1651437
Austria,2005,Bregenz,123902
Austria,2005,Graz,240278
Austria,2005,Innsbruck,115498
Austria,2005,Linz,187112
Austria,2005,Salzburg,146868
Austria,2005,WIEN,1626440
Austria,2001,Bregenz,26752
Austria,2001,Bregenz,144838
Austria,2001,Graz,226244
Austria,2001,Graz,267475
Austria,2001,Innsbruck,113392
Austria,2001,Innsbruck,197276
Austria,2001,Klagenfurt,90141
Austria,2001,Klagenfurt,102380
Austria,2001,Linz,183504
Austria,2001,Linz,239974
Austria,2001,Salzburg,142662
Austria,2001,Salzburg,208073
Austria,2001,WIEN,1550123
Austria,2001,WIEN,1829876
Azerbaijan,2012,BAKU,2136595
Azerbaijan,2012,Ganja,322030
Azerbaijan,2012,Sumgayit,321957
Azerbaijan,2010,BAKU,2078485
Azerbaijan,2010,Ganja,315454
Azerbaijan,2010,Sumgayit,313290
Azerbaijan,2009,BAKU,2045815
Azerbaijan,2009,BAKU,2052322
Azerbaijan,2009,Ganja,313249
Azerbaijan,2009,Ganja,313791
Azerbaijan,2009,Sumgayit,309446
Azerbaijan,2009,Sumgayit,310346
Azerbaijan,2008,BAKU,1928965
Azerbaijan,2008,Ganja,310433
Azerbaijan,2008,Sumgayit,302395
Azerbaijan,2007,BAKU,1905156
Azerbaijan,2007,Ganja,308723
Azerbaijan,2007,Sumgayit,298216
Azerbaijan,2004,BAKU,1847500
Azerbaijan,2004,Ganja,303800
Azerbaijan,2004,Sumgayit,291600
Azerbaijan,2003,BAKU,1834300
Azerbaijan,2003,Ganja,302700
Azerbaijan,2003,Sumgayit,290200
Bahamas,2009,NASSAU,244400
Bahamas,2000,NASSAU,210832
Bahrain,2001,MANAMA,153395
Bangladesh,2001,Barisal,192810
Bangladesh,2001,Bogra,154807
Bangladesh,2001,Brahmanbaria,129278
Bangladesh,2001,Chittagong,2023489
Bangladesh,2001,Comilla,166519
Bangladesh,2001,DHAKA,5333571
Bangladesh,2001,Dinajpur,157914
Bangladesh,2001,Gazipur,122801
Bangladesh,2001,Jamalpur,120955
Bangladesh,2001,Jessore,176655
Bangladesh,2001,Kadamrasul,128561
Bangladesh,2001,Khulna,770498
Bangladesh,2001,Mymensingh,227204
Bangladesh,2001,Naogaon,124046
Bangladesh,2001,Narayanganj,241393
Bangladesh,2001,Narsingdi,124204
Bangladesh,2001,Nawabganj,152223
Bangladesh,2001,Pabna,116305
Bangladesh,2001,Rajshahi,388811
Bangladesh,2001,Rangpur,241310
Bangladesh,2001,Saidpur,112609
Bangladesh,2001,Sirajganj,128144
Bangladesh,2001,Tangail,128785
Bangladesh,2001,Tongi,283099
Bangladesh,1991,Barisal,163481
Bangladesh,1991,Chittagong,1363998
Bangladesh,1991,Comilla,143282
Bangladesh,1991,DHAKA,3397187
Bangladesh,1991,Dinajpur,126189
Bangladesh,1991,Jamalpur,101242
Bangladesh,1991,Jessore,160198
Bangladesh,1991,Khulna,545849
Bangladesh,1991,Mymensingh,185517
Bangladesh,1991,Narayanganj,268952
Bangladesh,1991,Nawabganj,121205
Bangladesh,1991,Pabna,104479
Bangladesh,1991,Rajshahi,299671
Bangladesh,1991,Rangpur,203931
Bangladesh,1991,Saidpur,102030
Bangladesh,1991,Tangail,104387
Bangladesh,1991,Tongi,154175
Barbados,1980,BRIDGETOWN,7466
Belarus,2012,Baranovichi,170263
Belarus,2012,Bobruisk,216825
Belarus,2012,Borisov,145769
Belarus,2012,Brest,323674
Belarus,2012,Gomel,501719
Belarus,2012,Grodno,349543
Belarus,2012,MINSK,1893063
Belarus,2012,Mogilev,365101
Belarus,2012,Mozir,110932
Belarus,2012,Novopolotsk,100792
Belarus,2012,Orsha,116898
Belarus,2012,Pinsk,134924
Belarus,2012,Soligorsk,104352
Belarus,2012,Vitebsk,360707
Belarus,2011,Baranovichi,169468
Belarus,2011,Bobruisk,216093
Belarus,2011,Borisov,146159
Belarus,2011,Brest,318372
Belarus,2011,Gomel,504500
Belarus,2011,Grodno,342444
Belarus,2011,MINSK,1874579
Belarus,2011,Mogilev,362140
Belarus,2011,Mozir,110307
Belarus,2011,Novopolotsk,105604
Belarus,2011,Orsha,132477
Belarus,2011,Pinsk,133298
Belarus,2011,Soligorsk,103525
Belarus,2011,Vitebsk,364391
Belarus,2010,Baranovichi,168596
Belarus,2010,Bobruisk,215474
Belarus,2010,Borisov,146745
Belarus,2010,Brest,313333
Belarus,2010,Gomel,497650
Belarus,2010,Grodno,334299
Belarus,2010,MINSK,1853888
Belarus,2010,Mogilev,359853
Belarus,2010,Mozir,109524
Belarus,2010,Novopolotsk,104624
Belarus,2010,Orsha,132654
Belarus,2010,Pinsk,131511
Belarus,2010,Soligorsk,102685
Belarus,2010,Vitebsk,359742
Belarus,2009,Baranovichi,168240
Belarus,2009,Baranovichi,168858
Belarus,2009,Baranovichi,169531
Belarus,2009,Bobruisk,215092
Belarus,2009,Bobruisk,218993
Belarus,2009,Bobruisk,219036
Belarus,2009,Borisov,147381
Belarus,2009,Borisov,150006
Belarus,2009,Borisov,149768
Belarus,2009,Brest,309764
Belarus,2009,Brest,318043
Belarus,2009,Brest,320819
Belarus,2009,Gomel,482652
Belarus,2009,Gomel,492136
Belarus,2009,Gomel,498727
Belarus,2009,Gomel,502477
Belarus,2009,Grodno,327540
Belarus,2009,Grodno,338244
Belarus,2009,Grodno,342530
Belarus,2009,Lida,97629
Belarus,2009,MINSK,1836808
Belarus,2009,MINSK,1829084
Belarus,2009,MINSK,1843743
Belarus,2009,Mogilev,358279
Belarus,2009,Mogilev,371982
Belarus,2009,Mogilev,372651
Belarus,2009,Mozir,108792
Belarus,2009,Mozir,112165
Belarus,2009,Mozir,112713
Belarus,2009,Novopolotsk,98138
Belarus,2009,Novopolotsk,104080
Belarus,2009,Novopolotsk,107068
Belarus,2009,Novopolotsk,107140
Belarus,2009,Orsha,117225
Belarus,2009,Orsha,132725
Belarus,2009,Orsha,138569
Belarus,2009,Orsha,138386
Belarus,2009,Pinsk,130355
Belarus,2009,Pinsk,131220
Belarus,2009,Pinsk,132149
Belarus,2009,Soligorsk,102297
Belarus,2009,Soligorsk,101395
Belarus,2009,Soligorsk,101581
Belarus,2009,Vitebsk,347928
Belarus,2009,Vitebsk,355062
Belarus,2009,Vitebsk,355746
Belarus,2009,Vitebsk,358052
Belarus,2008,Baranovichi,168280
Belarus,2008,Bobruisk,218415
Belarus,2008,Borisov,149835
Belarus,2008,Brest,314843
Belarus,2008,Gomel,495128
Belarus,2008,Grodno,325835
Belarus,2008,MINSK,1814822
Belarus,2008,Mogilev,370638
Belarus,2008,Mozir,111903
Belarus,2008,Novopolotsk,106700
Belarus,2008,Orsha,138767
Belarus,2008,Pinsk,130357
Belarus,2008,Soligorsk,101091
Belarus,2008,Vitebsk,354413
Belarus,2006,Baranovichi,167911
Belarus,2006,Bobruisk,218756
Belarus,2006,Borisov,149788
Belarus,2006,Brest,302348
Belarus,2006,Gomel,492032
Belarus,2006,Grodno,320166
Belarus,2006,Lida,96278
Belarus,2006,MINSK,1789098
Belarus,2006,Mogilev,368481
Belarus,2006,Mozir,111693
Belarus,2006,Novopolotsk,106764
Belarus,2006,Orsha,139994
Belarus,2006,Pinsk,129779
Belarus,2006,Soligorsk,100805
Belarus,2006,Vitebsk,352247
Belarus,2004,Baranovichi,168312
Belarus,2004,Bobruisk,220062
Belarus,2004,Borisov,150148
Belarus,2004,Brest,300124
Belarus,2004,Gomel,492150
Belarus,2004,Grodno,316735
Belarus,2004,MINSK,1765773
Belarus,2004,Mogilev,366873
Belarus,2004,Mozir,111724
Belarus,2004,Novopolotsk,106928
Belarus,2004,Orsha,141135
Belarus,2004,Pinsk,130268
Belarus,2004,Soligorsk,101033
Belarus,2004,Vitebsk,350820
Belarus,2003,Baranovichi,168765
Belarus,2003,Bobruisk,220972
Belarus,2003,Borisov,150474
Belarus,2003,Brest,297301
Belarus,2003,Gomel,491826
Belarus,2003,Grodno,313584
Belarus,2003,MINSK,1733854
Belarus,2003,Mogilev,364587
Belarus,2003,Mozir,111591
Belarus,2003,Novopolotsk,107117
Belarus,2003,Orsha,140643
Belarus,2003,Pinsk,130711
Belarus,2003,Soligorsk,101534
Belarus,2003,Vitebsk,350693
Belarus,1999,Baranovichi,167419
