Entity,Year,Share below $6.85 a day,p90_p10_ratio,p90_p50_ratio,reporting_gdp
Rwanda,2010,93.42163403,6.188235294,2.858695652,599.2074262
Rwanda,2013,92.87584237,5.802083333,2.730392157,683.401662
Rwanda,2016,92.18761979,6.15625,2.841346154,775.4756879
Rwanda - rural,1984,97.94357554,3.394736842,1.994845361,409.6707304
Saint Lucia,1995,89.62069816,7.414893617,2.581481481,8919.69657
Saint Lucia,2016,25.34332886,12.56060606,3.183563748,10409.5373
Samoa,2002,46.68370367,5.846153846,2.624309392,3676.139687
Samoa,2008,44.25625596,5.698863636,2.646437995,4210.963704
Samoa,2013,43.26524013,5.291784703,2.464379947,3944.876887
Sao Tome and Principe,2000,87.00162898,4.370588235,2.166180758,1073.896625
Sao Tome and Principe,2010,90.27890976,4.096969697,2.1125,1402.302102
Sao Tome and Principe,2017,79.72618601,5.383783784,2.49,1651.012017
Senegal,1991,95.17736235,11.58974359,3.476923077,1012.544215
Senegal,1994,96.2834067,5.164705882,2.412087912,952.699964
Senegal,2001,94.27274755,5.353535354,2.560386473,1086.176314
Senegal,2005,91.91030865,5.770642202,2.516,1133.71699
Senegal,2011,90.91322157,6.009259259,2.596,1133.193343
Senegal,2018,74.35052954,5.00456621,2.468468468,1360.239278
Serbia,2002,10.19502267,4.061674009,2.051928783,3640.275863
Serbia,2003,14.85977478,4.253333333,2.10214168,3808.094977
Serbia,2004,21.16359143,4.493457944,2.213627993,4161.59616
Serbia,2005,19.27951405,4.868571429,2.188356164,4404.960887
Serbia,2006,13.60087929,3.735056543,1.969335605,4648.198088
Serbia,2007,12.34709728,3.553488372,1.91,4967.620857
Serbia,2008,10.06771265,3.404692082,1.887804878,5270.959534
Serbia,2009,11.23517796,3.484066768,1.875816993,5147.570156
Serbia,2010,14.49540461,3.759472817,1.9604811,5206.087957
Serbia,2012,24.95530976,7.450549451,2.346020761,5343.580053
Serbia,2013,14.8283769,3.737541528,1.936316695,5524.969135
Serbia,2014,28.17180894,7.715189873,2.244935543,5462.73603
Serbia,2015,9.096052651,3.507082153,1.904615385,5588.980728
Serbia,2016,24.56504624,7.416909621,2.18556701,5805.899396
Serbia,2017,21.69913004,6.46875,2.07,5959.522673
Serbia,2018,8.338593206,3.913888889,2.05393586,6261.527139
Serbia,2019,10.62667401,3.831578947,1.93030303,6567.909564
Seychelles,1999,12.86017592,5.619902121,2.362825789,10880.09669
Seychelles,2006,17.71737072,6.26394052,2.564687976,11322.41466
Seychelles,2013,9.672045395,5.627705628,2.446675031,13964.56113
Seychelles,2018,6.708552981,4.650180941,1.976923077,15866.90714
Sierra Leone,1989,93.88160278,542,5.31372549,543.9967133
Sierra Leone,2003,94.80369925,5.752941176,2.747191011,459.8033005
Sierra Leone,2011,93.36578164,4.45112782,2.358565737,556.8468994
Sierra Leone,2018,89.94393105,4.320754717,2.320945946,630.4824554
Slovakia,1992,2.246720025,2.372955289,1.504840941,6652.227284
Slovakia,1996,7.746131854,3.19047619,1.652054795,8021.159647
Slovakia,2004,12.12300794,3.391975309,1.881849315,10712.86216
Slovakia,2005,7.614840096,3.479338843,1.882265276,11421.30417
Slovakia,2006,3.336225326,3.193063584,1.843791722,12390.76604
Slovakia,2007,3.221155672,3.177802945,1.858278146,13728.93094
Slovakia,2008,2.232761523,3.079295154,1.796915167,14481.87906
Slovakia,2009,3.253048461,2.957126304,1.752747253,13673.58207
Slovakia,2010,3.445498364,3.449541284,1.742354032,14520.56149
Slovakia,2011,2.96233695,3.471001757,1.738556338,14884.32285
Slovakia,2012,4.519704771,3.40648855,1.693548387,15060.83278
Slovakia,2013,4.122761948,3.507677543,1.724056604,15143.1646
Slovakia,2014,4.806768469,3.433202358,1.634705332,15540.63222
Slovakia,2015,4.283653816,3.366666667,1.641132776,16335.6454
Slovakia,2016,4.250698455,3.142482517,1.623757904,16629.74464
Slovakia,2017,2.692349149,3.008196721,1.597040905,17098.78782
Slovakia,2018,3.404193224,3.202614379,1.640167364,17723.02119
Slovakia,2019,1.977771874,2.992424242,1.595315024,18160.17889
Slovenia,1987,0.07712524414,2.838417541,1.689361702,15803.20407
Slovenia,1993,0.870423584,3.334813499,1.898382204,12108.03828
Slovenia,1997,0.720948524,2.95389049,1.684470008,14415.77671
Slovenia,1998,0.6141271973,3.626644737,1.939313984,14921.03265
Slovenia,1999,0.999511386,2.919605078,1.693944354,15705.49899
Slovenia,2002,0.9727396668,3.729707792,1.942096365,17294.97706
Slovenia,2003,0.8616226498,4.054878049,1.994430163,17796.21961
Slovenia,2004,0.5179613081,2.997126437,1.726821192,18560.09658
Slovenia,2005,0.5196490896,2.96961326,1.714513557,19231.66415
Slovenia,2006,0.3620185061,2.998927039,1.72,20271.99768
Slovenia,2007,0.2292146046,2.973657548,1.713868613,21566.07868
Slovenia,2008,0.1143168938,2.82112274,1.677510608,22287.73996
Slovenia,2009,0.2149703239,3.036945813,1.743988685,20419.95612
Slovenia,2010,0.1282221305,3.091506572,1.724964739,20604.30164
Slovenia,2011,0.2819877509,3.050505051,1.713475177,20738.64647
Slovenia,2012,0.3039893405,3.191256831,1.732937685,20148.90054
Slovenia,2013,0.3820302987,3.309898763,1.761976048,19914.46388
Slovenia,2014,0.2528633453,3.20471597,1.745985401,20445.60933
Slovenia,2015,0.253497977,3.169500531,1.726483357,20881.76693
Slovenia,2016,0.2071220796,3.099798387,1.722689076,21532.51516
Slovenia,2017,0.1108643655,3.001930502,1.708791209,22554.68652
Slovenia,2018,0.1289239619,2.901234568,1.71577575,23466.93053
Slovenia,2019,0.1402965941,2.869170984,1.682278481,24061.60388
Solomon Islands,2005,90.99092009,7.588235294,3.028169014,1826.661574
Solomon Islands,2012,88.48579839,4.965986395,2.35483871,2177.540987
Somalia,2017,98.57770417,5.5,2.388157895,406.4272313
South Africa,1993,71.05225774,16.47706422,5.236151603,4581.218275
South Africa,2000,74.29744404,15.62886598,4.858974359,4930.025466
South Africa,2005,71.8057452,18.75590551,6.709859155,5587.793352
South Africa,2008,62.35496703,18.65030675,6.4,6170.905329
South Africa,2010,60.90963946,20.15625,6.488933602,6084.967978
South Africa,2014,61.62114252,20.44217687,6.326315789,6273.566318
"Korea, Republic of",2006,1.99465235,4.437229437,1.980676329,22192.18512
"Korea, Republic of",2008,1.737031133,4.575,2.026898734,23882.7305
"Korea, Republic of",2010,2.230075374,4.478021978,2.027993779,25451.00416
"Korea, Republic of",2012,1.748308329,4.44589309,1.979680697,26675.44017
"Korea, Republic of",2014,1.480883768,4.33716707,1.995821727,28094.9177
"Korea, Republic of",2016,1.228063247,4.301853998,1.974734043,29461.78401
South Sudan,2009,81.83755342,10.79310345,2.980952381,2335.816744
South Sudan,2016,96.64949023,8.018867925,2.796052632,974.7159056
Spain,1980,7.246642049,4.825581395,2.151497696,14721.56758
Spain,1985,7.228293389,4.841897233,2.190107271,15375.87454
Spain,1990,2.993534113,4.246323529,2.029876977,18962.44605
Spain,1995,4.474379815,5.427807487,2.270693512,19994.02769
Spain,2000,1.748954818,4.679487179,2.166172107,23928.67166
Spain,2003,2.24810438,4.444444444,1.976190476,25300.62134
Spain,2004,2.430869557,4.69478738,2.077389985,25644.38323
Spain,2005,2.552086467,4.623513871,2.026049204,26135.65158
Spain,2006,2.61627467,4.856557377,2.069868996,26751.88141
Spain,2007,1.582903016,4.873997709,2.101234568,27207.87312
Spain,2008,1.946786196,4.9712313,2.081927711,27014.81478
Spain,2009,2.33014001,5.250297974,2.146163216,25768.92618
Spain,2010,2.692489071,5.235849057,2.162337662,25692.36964
Spain,2011,3.032081003,5.594744122,2.168900804,25392.74712
Spain,2012,3.364517329,5.499286733,2.150627615,24625.27029
Spain,2013,3.794029757,6.09775641,2.180515759,24351.46219
Spain,2014,3.349795066,6.100323625,2.151212553,24762.38087
Spain,2015,3.466943061,5.95712098,2.164116829,25732.01836
Spain,2016,3.518758616,6.008902077,2.157123835,26489.65868
Spain,2017,2.481112479,5.317040951,2.115637319,27213.45167
Spain,2018,2.685596052,5.351458886,2.132100396,27714.65755
Spain,2019,2.773903122,5.389317889,2.080745342,28091.01233
Sri Lanka,1985,87.61365447,4.048913043,2.092696629,1134.085759
Sri Lanka,1990,87.23169877,3.657004831,2.073972603,1253.719335
Sri Lanka,1995,82.51481289,4.331707317,2.355437666,1548.549212
Sri Lanka,2002,76.77395742,5.110047847,2.59223301,1939.346218
Sri Lanka,2006,69.35514681,4.96,2.535787321,2398.43236
Sri Lanka,2009,67.39859448,4.301075269,2.290076336,2750.201906
Sri Lanka,2012,61.45791829,4.741496599,2.432809773,3462.936684
Sri Lanka,2016,52.75414421,4.837349398,2.437025797,3972.10259
Sudan,2009,82.80597944,5.071856287,2.24668435,1328.226518
Sudan,2014,86.21094648,4.210810811,2.128415301,1336.501782
Suriname - urban,1999,44.45100354,2892,3.574783684,6147.474345
Sweden,1967,12.24925707,6.738683128,2.031637717,21351.29735
Sweden,1975,0.9973257621,3.012734584,1.773875296,27202.34389
Sweden,1981,1.242660498,2.966537967,1.683710738,28750.80383
Sweden,1987,0.7457424377,2.792431193,1.696864111,33214.95763
Sweden,1992,0.9989663522,3.018386108,1.753709199,33352.53836
Sweden,1995,1.498721966,3.078420467,1.710973725,34648.11892
Sweden,2000,0.4922462888,3.254008016,1.829577465,41117.15243
Sweden,2003,0.9857460312,3.169642857,1.760330579,43194.92617
Sweden,2004,1.008368363,3.177637948,1.796169631,44891.32321
Sweden,2005,1.82219155,3.334165834,1.78,45990.37433
Sweden,2006,1.018801171,3.235970561,1.790076336,47864.81086
Sweden,2007,0.8502953587,3.346702317,1.818401937,49145.19583
Sweden,2008,1.043814613,3.480215827,1.834123223,48544.11589
Sweden,2009,1.106199605,3.536804309,1.836829837,46043.48094
Sweden,2010,1.317358567,3.538024476,1.86091954,48369.91004
Sweden,2011,1.366116326,3.606921029,1.845629966,49539.97261
Sweden,2012,1.159010028,3.631211857,1.853170189,48885.54842
Sweden,2013,1.271066475,3.771968366,1.880613363,49048.81875
Sweden,2014,1.113959917,3.65448505,1.876332623,49855.30101
Sweden,2015,1.131619329,3.713054187,1.882414152,51545.48361
Sweden,2016,0.9486046875,3.788381743,1.868986694,51955.86107
Sweden,2017,0.7648197951,3.748972884,1.867963153,52576.81028
Sweden,2018,1.421379446,3.936440678,1.884381339,52983.00686
Sweden,2019,0.9247071342,3.817161187,1.883283877,53490.35182
Switzerland,1982,0.9912732729,4.225016995,2.176882662,59373.74151
Switzerland,1992,1.21728721,4.110644258,2.059649123,67909.60105
Switzerland,2000,0.4604414833,4.165497896,2.138613861,74013.05641
Switzerland,2002,0.2454282717,4.169435216,2.111017662,74138.08348
Switzerland,2006,0.442209981,4.416899441,2.12783852,79367.90023
Switzerland,2007,0.3830774006,4.465277778,2.134439834,81804.86184
Switzerland,2008,0.255898018,4.321573948,2.086814087,82997.69216
Switzerland,2009,0.2282563239,4.154098361,2.073649755,80262.48564
Switzerland,2010,0.3807377224,4.144975288,2.024135157,82026.72451
Switzerland,2011,0.08696532928,4.144,2.034564022,82677.59903
Switzerland,2012,0.02810671245,3.954058193,2.004658385,82800.07408
Switzerland,2013,0.07410709798,4.119309262,2.059654631,83344.52337
Switzerland,2014,0.1209334164,4.205696203,2.06848249,84348.39282
Switzerland,2015,0.053025556,4.20952381,2.046296296,84776.14217
Switzerland,2016,0.1323663423,4.287974684,2.075038285,85570.39606
Switzerland,2017,0.06367268388,4.259375,2.08250573,86119.14537
Switzerland,2018,0.1710939057,4.228663446,2.04040404,87980.67069
Syria,1996,62.1577461,4.307692308,2.24,1281.478318
Syria,2003,48.96593112,4.893371758,2.443165468,1331.340117
Taiwan,1981,6.495267831,3.73878628,2.038848921,8705.05
Taiwan,1986,1.49672126,3.61381323,1.999461787,11931.17
Taiwan,1991,0.248294093,3.689060642,2.024469821,17108.97
Taiwan,1995,0.9991325456,4.007034632,2.059805285,21863.83
Taiwan,1997,0.2419942237,3.919257773,2.064729194,24182.69
Taiwan,2000,0.2489238658,3.896011396,2.06675063,27909.03
Taiwan,2005,0.2493933943,4.07038835,2.130876747,33358.05
Taiwan,2007,0.2496695424,4.169246646,2.169127517,37391.42
Taiwan,2010,0.7474150676,4.407429245,2.160404624,40521.89
Taiwan,2013,0.4945007145,4.189944134,2.124645892,43612.48
Taiwan,2016,0.2476780914,3.965,2.078636959,47008.92
Tajikistan,1999,99.17402449,3.88172043,1.961956522,407.3001484
Tajikistan,2003,94.79499872,4.263565891,2.131782946,556.2689651
Tajikistan,2004,87.66191924,4.547619048,2.253687316,602.4359602
Tajikistan,2007,85.02547852,4.067010309,1.957816377,699.4219212
Tajikistan,2009,76.28061596,3.93852459,2.036016949,751.9463107
Tajikistan,2015,66.3741842,4.501960784,2.149812734,978.4049812
Tanzania,1991,98.32983856,5.152777778,2.304347826,553.526369
Tanzania,2000,99.43991421,5.428571429,2.462962963,567.5401616
Tanzania,2007,95.27540986,5.522727273,2.505154639,744.5248611
Tanzania,2011,93.67860489,4.722689076,2.422413793,844.9060939
Tanzania,2018,92.266712,5.11965812,2.570815451,1042.987717
Thailand,1981,76.92346774,7.472972973,2.918205805,1482.708866
Thailand,1988,76.22943495,6.352272727,2.816120907,2104.071484
Thailand,1990,72.55288422,6.457711443,3.075829384,2546.846848
Thailand,1992,66.14854878,7.225225225,3.307216495,2923.543322
Thailand,1994,60.43398124,5.939622642,2.810714286,3356.098023
Thailand,1996,56.05463273,5.945205479,2.818181818,3753.702137
Thailand,1998,54.12634903,5.973244147,2.834920635,3292.018947
Thailand,1999,58.27325755,6.333333333,2.913117547,3403.114955
Thailand,2000,59.04623845,6.147058824,2.877796902,3517.798914
Thailand,2002,50.84152377,5.815873016,2.714074074,3795.410729
Thailand,2004,44.34142067,5.947826087,2.696452037,4262.518807
Thailand,2006,36.88324827,6.230971129,2.725602755,4603.752447
Thailand,2007,34.84535985,5.729064039,2.607623318,4826.871477
Thailand,2008,32.73578304,5.849056604,2.652406417,4884.417785
Thailand,2009,29.83609266,5.616926503,2.56300813,4826.321427
Thailand,2010,27.41852396,5.573560768,2.593253968,5163.597664
Thailand,2011,22.94990779,4.905587669,2.420152091,5182.042369
Thailand,2012,22.51433882,5.500967118,2.552962298,5531.349019
Thailand,2013,19.47908473,5.217550274,2.490401396,5654.28542
Thailand,2014,18.73999677,5.069518717,2.447504303,5685.402121
Thailand,2015,14.59801777,4.699029126,2.353322528,5840.053067
Thailand,2016,15.72625952,4.961474037,2.427868852,6018.177484
Thailand,2017,15.10622283,4.906403941,2.3904,6247.992078
Thailand,2018,15.61002714,5.038785835,2.433224756,6489.257186
Thailand,2019,13.14691733,4.602523659,2.326953748,6617.542822
Thailand,2020,13.18137799,4.721259843,2.327639752,6198.414269
Timor,2001,86.41429998,4.814814815,2.321428571,1075.037715
Timor,2007,92.50759826,3.440217391,1.947692308,932.6149467
Timor,2014,86.42001683,3.395555556,1.944020356,1321.235802
Togo,2006,94.7010961,6.4125,2.931428571,467.6141135
Togo,2011,93.51722616,8.378787879,3.106741573,500.5705222
Togo,2015,94.23092465,7.871428571,2.85492228,570.9099672
Togo,2018,83.97055584,6.514705882,2.760124611,612.785751
Tonga,2000,34.15940741,5.534031414,2.34368071,3731.182707
Tonga,2009,39.51389262,5.387533875,2.415552855,3755.559646
Tonga,2015,35.34639061,5.490909091,2.543922984,4470.41412
Trinidad and Tobago,1988,20.29855848,8.253796095,2.737410072,6366.622651
Trinidad and Tobago,1992,30.17675869,6.802139037,2.513833992,7084.139707
Tunisia,1985,67.31388894,6.572864322,2.642424242,2077.739726
Tunisia,1990,60.17862793,6.052631579,2.416812609,2135.535594
Tunisia,1995,60.69444325,6.794520548,2.652406417,2331.750948
Tunisia,2000,51.16891152,6.225454545,2.551415797,2881.283835
Tunisia,2005,42.13644608,5.555555556,2.384020619,3350.563726
Tunisia,2010,31.05352681,5.320197044,2.305229456,3975.729073
Tunisia,2015,17.94626612,4.347048301,2.135325132,4094.836287
Turkey,1987,44.62998047,5.744680851,2.516644474,5039.307807
Turkey,1994,42.82370117,6.299363057,2.532650448,5445.852578
Turkey,2002,38.83373477,6.443786982,2.589774078,6373.131907
Turkey,2003,41.99380238,6.803921569,2.648854962,6644.145903
Turkey,2004,30.76758928,6.983695652,2.544554455,7194.682026
Turkey,2005,28.43586631,7.168900804,2.546666667,7738.578215
Turkey,2006,25.9430627,6.630541872,2.433996383,8173.536251
Turkey,2007,22.29531682,6.561643836,2.427364865,8483.966136
Turkey,2008,18.78679041,6.404958678,2.359208524,8451.479111
Turkey,2009,19.17300819,6.30738523,2.46105919,7942.031331
Turkey,2010,18.21108647,6.12745098,2.41873065,8491.588652
Turkey,2011,15.86949758,6.463636364,2.583575581,9299.137303
Turkey,2012,14.8110709,6.486013986,2.620056497,9586.769088
Turkey,2013,13.77157527,6.297836938,2.536863271,10225.71609
Turkey,2014,12.3841089,6.434294872,2.666002656,10549.67606
Turkey,2015,13.70273386,6.53654485,2.698902606,11006.27952
Turkey,2016,11.60014425,6.658878505,2.726403061,11187.05364
Turkey,2017,10.89919413,6.458966565,2.646326276,11835.26111
Turkey,2018,10.93723753,6.643939394,2.690184049,12006.81588
Turkey,2019,12.61152901,7.125407166,2.703955501,11955.43346
Turkmenistan,1998,91.25164908,6.114285714,2.675,1905.622155
Tuvalu,2010,56.60014157,5.453900709,2.4608,2820.600923
Uganda,1989,94.86573438,7.888888889,2.776536313,369.2510994
Uganda,1992,96.75843187,5.337837838,2.393939394,391.4322625
Uganda,1996,96.27760631,5.15,2.452380952,477.7679846
Uganda,1999,96.26443317,5.753623188,2.544871795,516.4777282
Uganda,2002,95.35994274,6,2.777777778,564.0774169
Uganda,2005,94.26395513,6.011764706,2.732620321,632.912237
Uganda,2009,91.26378041,6.125,2.806167401,759.0184733
Uganda,2012,89.52357407,5.851239669,2.681818182,819.496967
Uganda,2016,89.93756916,6.079646018,2.804081633,853.0296868
Uganda,2019,91.06462202,5.783783784,2.599190283,892.9081354
Ukraine,1992,56.18785148,4.026755853,1.899053628,2547.287897
Ukraine,1993,57.45144518,3.591591592,1.9136,2184.366702
Ukraine,1995,59.99555908,5.62295082,2.369602763,1497.809915
Ukraine,1996,69.41513146,4.666666667,2.172888016,1360.041841
Ukraine,1999,87.33994263,3.567961165,1.884615385,1327.56721
Ukraine,2002,61.93705381,3.644444444,1.952380952,1660.477795
Ukraine,2003,54.1042123,3.571030641,1.960244648,1833.313878
Ukraine,2004,43.86270455,3.636828645,1.929443691,2065.166197
Ukraine,2005,31.04500568,3.710583153,1.97698504,2144.247845
Ukraine,2006,26.58755046,3.690140845,1.96359743,2322.244681
Ukraine,2007,26.42187043,3.341176471,1.862295082,2528.081134
Ukraine,2008,16.70073269,3.240802676,1.845714286,2598.832985
Ukraine,2009,19.2770174,3.112280702,1.806517312,2215.271969
Ukraine,2010,15.18242567,3.006410256,1.776515152,2315.099789
Ukraine,2011,12.4249826,2.941538462,1.744525547,2449.957703
Ukraine,2012,10.97453383,3.010401189,1.770979021,2459.75688
Ukraine,2013,8.443351768,2.933147632,1.743377483,2466.484154
Ukraine,2014,8.996667819,2.879089616,1.741824441,2346.236976
Ukraine,2015,14.98215354,3.024549918,1.790697674,2124.662319
Ukraine,2016,15.4072965,2.942492013,1.731203008,2185.317133
Ukraine,2017,10.77413093,3.100149477,1.797227036,2246.738642
Ukraine,2018,9.371917454,3.102857143,1.803986711,2336.976329
Ukraine,2019,7.097806277,3.214285714,1.849315068,2425.634642
Ukraine,2020,7.062420946,3.083557951,1.818759936,2344.363068
United Arab Emirates,2013,0,5.980565371,2.07828089,35495.76527
United Kingdom,1969,7.73208373,4.46969697,2.331178161,18561.72829
United Kingdom,1974,1.745228285,3.747787611,2.049854792,21824.75956
United Kingdom,1979,1.477994312,3.548387097,1.957295374,24504.38143
United Kingdom,1986,2.719399834,4.27029361,2.026639344,27602.94391
United Kingdom,1991,1.738931137,5.14274062,2.274531025,31025.92262
United Kingdom,1994,0.997254321,4.886039886,2.230894309,32901.2473
United Kingdom,1995,0.9984695744,4.874301676,2.251612903,33645.0733
United Kingdom,1996,0.7475144845,4.884038199,2.206471495,34374.52022
United Kingdom,1997,0.7461631707,4.8521682,2.211077844,35969.21495
United Kingdom,1998,0.7475065924,4.926751592,2.232323232,36995.70943
United Kingdom,1999,0.7497549762,4.95608532,2.23796034,37975.09986
United Kingdom,2000,0.4967169035,4.871428571,2.258278146,39229.26846
United Kingdom,2001,0.7496377438,4.933920705,2.282802548,39888.49926
United Kingdom,2002,0.7450800604,4.709869848,2.18490566,40563.33732
United Kingdom,2003,0.7470341305,4.686181435,2.183046683,41598.21174
United Kingdom,2004,1.456147573,4.979885057,2.190897598,42336.55418
United Kingdom,2005,1.350347105,4.80248307,2.106435644,43137.25515
United Kingdom,2006,0.9552328408,4.717323651,2.137485311,43927.88602
United Kingdom,2007,0.9117308775,4.776876268,2.163030999,44576.36766
United Kingdom,2008,1.062365278,4.618997912,2.177121771,44120.92954
United Kingdom,2009,0.789703205,4.572851153,2.112590799,41928.60985
United Kingdom,2010,1.03906725,4.432989691,2.097560976,42487.92541
United Kingdom,2011,0.8685751649,4.455729167,2.096813725,42771.64112
United Kingdom,2012,0.6744801574,4.334532374,2.06993865,43099.59735
United Kingdom,2013,0.5084901294,4.456407563,2.034772182,43621.05923
United Kingdom,2014,0.7675301263,4.595511482,2.091448931,44596.18975
United Kingdom,2015,0.9041709555,4.341451292,2.069905213,45404.56777
United Kingdom,2016,0.6713623451,4.670410156,2.142217245,46081.71529
United Kingdom,2017,0.9990941765,4.830339321,2.151111111,46746.64189
United States of America,1974,2.237365208,5.448170732,2.181929182,27691.02017
United States of America,1979,1.499230123,5.30261723,2.168338907,31523.40568
United States of America,1986,1.498850911,6.439759036,2.296455424,35864.82439
United States of America,1991,1.497626177,6.457109283,2.313684211,38715.26169
United States of America,1992,1.748076094,6.678700361,2.354188759,39526.9708
United States of America,1993,1.749635412,6.857318573,2.392703863,40082.60482
United States of America,1994,1.749783462,6.558139535,2.374736842,41189.23836
United States of America,1995,1.498263469,6.345939933,2.382045929,41794.19221
United States of America,1996,1.498511971,6.47256439,2.39089969,42869.24717
United States of America,1997,1.493405329,6.327292111,2.397979798,44212.16704
United States of America,1998,1.4984939,6.421052632,2.359767892,45658.1366
United States of America,1999,1.499378704,6.344580777,2.35483871,47282.28468
United States of America,2000,1.499831917,6.200396825,2.358490566,48689.03129
United States of America,2001,1.744385877,6.275303644,2.3507109,48690.80794
United States of America,2002,1.745578073,6.50102459,2.369747899,49081.35879
United States of America,2003,1.998191753,6.719712526,2.435348837,50053.6241
United States of America,2004,1.999190635,6.389728097,2.354359926,51476.48879
United States of America,2005,1.747464662,6.48554337,2.395948435,52796.08982
United States of America,2006,1.999841996,6.631631632,2.417883212,53782.29729
United States of America,2007,1.747673651,6.757575758,2.430517711,54272.71955
United States of America,2008,1.999442223,6.675311203,2.396648045,53688.36514
United States of America,2009,1.748914404,6.352539063,2.400369004,51869.70631
United States of America,2010,1.998354704,6.646341463,2.451733833,52759.99808
United States of America,2011,1.999793982,6.751527495,2.497175141,53190.23112
United States of America,2012,1.999651132,6.686868687,2.474766355,53989.24834
United States of America,2013,1.999307952,6.527777778,2.483018868,54604.13005
United States of America,2014,1.999901924,6.806806807,2.635658915,55574.35682
United States of America,2015,2.248539047,6.652298851,2.562730627,56863.3715
United States of America,2016,1.997358376,6.655874191,2.502608696,57418.93385
United States of America,2017,1.996693738,6.872082166,2.524871355,58387.77581
United States of America,2018,1.749701411,6.747359155,2.513114754,59821.59227
United States of America,2019,1.748249597,6.908557047,2.537750385,60836.77145
Uruguay,2006,22.33267069,8.119747899,3.043307087,10574.93235
Uruguay,2007,19.62421851,8.300395257,3.06122449,11245.21946
Uruguay,2008,14.73391817,7.825342466,2.944587629,12021.63842
Uruguay,2009,13.56285002,8.155258765,2.932172869,12496.40299
Uruguay,2010,12.0481212,7.740916272,2.899408284,13433.06207
Uruguay,2011,8.533580449,7.095890411,2.697916667,14086.0179
Uruguay,2012,7.821670867,6.77124183,2.58225324,14541.03267
Uruguay,2013,7.368675836,6.775223499,2.552935515,15168.41863
Uruguay,2014,6.314542173,6.724969843,2.531789282,15609.02105
Uruguay,2015,5.950332869,6.698337292,2.515611062,15613.74597
Uruguay,2016,5.636565228,6.470588235,2.497729337,15821.35902
Uruguay,2017,4.590981939,6.262403528,2.482517483,16020.3805
Uruguay,2018,4.935675571,6.350282486,2.520179372,16037.93211
Uruguay,2019,5.077783701,6.394675926,2.511363636,16036.2964
Uruguay,2020,7.185862396,6.638817481,2.534347399,15044.64003
Uzbekistan,1998,95.76097234,8.867924528,2.670454545,1208.292645
Uzbekistan,2000,99.03010426,4.627118644,2.219512195,1276.760315
Uzbekistan,2002,99.20306559,4.057142857,2.151515152,1348.763795
Uzbekistan,2003,99.12726114,4.590163934,2.276422764,1389.587208
Vanuatu,2010,78.36655385,5.155913978,2.327669903,2855.868093
Vanuatu,2019,76.1604747,4.353488372,2.004282655,2900.488144
Venezuela,1981,38.86755134,13.66666667,3.796296296,19413.76
Venezuela,1987,41.8524469,13.17073171,3.825265643,18258.63
Venezuela,1989,32.64696319,7.993730408,2.599388379,15941.9
Venezuela,1992,35.00467294,6.908554572,2.587845304,18235.91
Venezuela,1995,51.16067819,9.027777778,2.910447761,17364.32
Venezuela,1998,48.34795644,10,2.992907801,17385.75
Venezuela,1999,53.11026638,9.854166667,2.95625,16027.2
Venezuela,2001,51.23323412,9.433962264,2.994011976,16343.75
Venezuela,2002,60.66960619,11.53103448,3.084870849,14654.61
Venezuela,2003,67.04805562,11.312,2.983122363,13301.81
Venezuela,2004,61.46659986,11.01388889,2.958955224,15485.93
Venezuela,2005,51.20238707,14.13333333,2.869172932,16817.62
Venezuela,2006,38.81812738,8.362318841,2.715294118,18193.57
Vietnam,1992,94.29925752,4.520325203,2.406926407,598.3722419
Vietnam,1997,88.97626939,4.411042945,2.404682274,837.846319
Vietnam,2002,88.90703842,4.88590604,2.581560284,1058.985147
Vietnam,2004,84.16833023,5.071428571,2.483965015,1194.960504
Vietnam,2006,79.78909203,4.919786096,2.323232323,1349.563698
Vietnam,2008,77.69815474,4.801932367,2.338823529,1498.838365
Vietnam,2010,46.73842185,5.50310559,2.467966574,1648.2618
Vietnam,2012,40.70265255,4.914600551,2.238393977,1805.36117
Vietnam,2014,34.87658439,4.851174935,2.168028005,1975.079058
Vietnam,2016,27.12824965,4.926940639,2.193089431,2191.819699
Vietnam,2018,22.23876998,5.148305085,2.225274725,2456.791224
Yemen,1998,69.11442776,4.92173913,2.250497018,2289.372461
Yemen,2005,81.71905369,4.18957346,2.140435835,2536.188835
Yemen,2014,85.37913442,4.898809524,2.39941691,2282.691868
Zambia,1991,88.61415482,52.35714286,4.442424242,829.2291125
Zambia,1993,91.80339859,14.54761905,3.573099415,829.0643738
Zambia,1996,88.80221651,8.666666667,3.124463519,767.4077435
Zambia,1998,89.30222797,8.658536585,3.114035088,751.2360671
Zambia,2002,94.96018481,5.744186047,2.559585492,808.44024
Zambia,2004,91.88862464,11.32075472,3.726708075,879.0053977
Zambia,2006,92.57334679,11.48979592,3.829931973,965.0655707
Zambia,2010,93.04496358,10.47058824,3.955555556,1214.694994
Zambia,2015,90.74714057,13.97826087,4.095541401,1338.290927
Zimbabwe,2011,77.94511293,6.713375796,2.773684211,1248.729206
Zimbabwe,2017,84.1090186,6.574626866,3.069686411,1479.376056
Zimbabwe,2019,85.01631533,8.190909091,3.4,1414.829099
Central African Republic,1992,96.74493411,23.92857143,4.855072464,469.4336437
Central African Republic,2008,92.76947113,10.79245283,3.425149701,480.4109001
East Asia and Pacific,1990,96.29748256,5.012195122,2.461077844,
East Asia and Pacific,1991,96.00864901,5.13253012,2.505882353,
