Entity,Year,Share below $6.85 a day,p90_p10_ratio,p90_p50_ratio,reporting_gdp
Madagascar,2005,97.98065531,5.188405797,2.539007092,471.1949165
Madagascar,2010,98.05334223,5.888888889,2.694915254,469.2405278
Madagascar,2012,98.17711791,6.520833333,2.794642857,464.7431741
Malawi,1997,93.78604977,5.340425532,2.684491979,293.9840084
Malawi,2004,97.1817448,4.91025641,2.424050633,287.2721539
Malawi,2010,96.20036853,6.338461538,2.728476821,358.9409028
Malawi,2016,96.84706174,4.879518072,2.454545455,379.6239342
Malawi,2019,97.2951589,5.148648649,2.490196078,401.3926721
Malaysia,1984,39.23555176,8.302631579,2.934883721,3565.6801
Malaysia,1987,40.1149048,7.954692557,2.929678188,3455.928232
Malaysia,1989,39.94869019,7.433021807,2.854066986,3905.547209
Malaysia,1992,37.06024339,8.691823899,3.054143646,4684.32565
Malaysia,1995,35.99470983,8.878504673,3.064516129,5727.115058
Malaysia,1997,27.60546157,9.220779221,3.097731239,6424.173079
Malaysia,2003,27.81599406,8.396464646,2.984739677,6727.671042
Malaysia,2006,22.37927331,7.778969957,2.895367412,7531.364872
Malaysia,2008,22.07988413,8.239740821,2.939137134,8073.934416
Malaysia,2011,12.89873336,7.378640777,2.804428044,8550.154638
Malaysia,2013,6.552249987,6.276595745,2.606548857,9179.366821
Malaysia,2015,4.818304962,6.354875283,2.592506938,9955.242722
Maldives,2002,71.33337227,4.464566929,2.232283465,6832.022434
Maldives,2009,50.4975475,5.553956835,2.267254038,8222.044459
Maldives,2016,5.480558671,3.921212121,1.977383863,9190.003255
Maldives,2019,3.884869654,3.820754717,2.048040455,10197.09284
Mali,1994,98.01686174,8.352941176,3.380952381,520.8517316
Mali,2001,95.60495714,5.779069767,2.643617021,640.530718
Mali,2006,93.74021418,5.75257732,2.583333333,696.6750709
Mali,2009,95.93997731,4.339130435,2.257918552,716.9127865
Mali,2018,80.48742239,4.773195876,2.44973545,802.0336182
Malta,2006,0.8271442622,3.670076726,1.8546042,18521.55613
Malta,2007,1.125754606,3.795072115,1.885074627,19338.3447
Malta,2008,0.5894222166,3.862028302,1.929307806,19948.08282
Malta,2009,1.000641855,3.927696078,1.948328267,19573.77112
Malta,2010,0.4630602997,3.795534665,1.90560472,20557.64638
Malta,2011,0.5631803358,3.811852704,1.914739884,20566.33643
Malta,2012,0.4389184775,3.811288483,1.883098592,21221.51164
Malta,2013,0.19352913,3.756572029,1.900265957,22070.96727
Malta,2014,0.1419002864,3.703063241,1.880803011,23286.12311
Malta,2015,0.2888940152,3.663583252,1.902654867,24921.60368
Malta,2016,0.2984706133,3.804957905,1.905152225,25354.17544
Malta,2017,0.3113677912,3.693078324,1.886046512,26672.23187
Malta,2018,0.2830555113,3.708445642,1.871882086,27090.93248
Malta,2019,0.6822555473,3.890784983,1.993442623,27489.4212
Marshall Islands,2019,31.37056237,4.993135011,2.369163952,3586.651249
Mauritania,1987,89.79568579,9.351351351,2.692607004,1425.999774
Mauritania,1993,91.19956023,5.972222222,2.654320988,1401.362383
Mauritania,1995,84.00199089,5.616883117,2.443502825,1417.656162
Mauritania,2000,80.94243224,6.168831169,2.567567568,1296.321815
Mauritania,2004,82.63425815,5.235294118,2.418478261,1306.520068
Mauritania,2008,71.63362161,5.270935961,2.276595745,1462.3674
Mauritania,2014,66.76360265,4.409638554,2.071698113,1488.776422
Mauritius,2006,22.79438058,4.528957529,2.286549708,6592.950734
Mauritius,2012,19.37313086,4.772313297,2.335115865,8384.323785
Mauritius,2017,13.51830449,4.651612903,2.267295597,9966.769668
Mexico,1984,53.80264523,8.506437768,3.176282051,7538.894982
Mexico,1989,53.74601069,8.672489083,3.127559055,7229.120211
Mexico,1992,47.64326048,10.06504065,3.458100559,7760.905564
Mexico,1994,46.59844087,10.14693878,3.39154161,8018.721009
Mexico,1996,63.25497237,11.78082192,3.419483101,7765.604983
Mexico,1998,55.19550339,10.8342246,3.310457516,8461.492702
Mexico,2000,48.17638687,10.52401747,3.370629371,8861.869566
Mexico,2002,45.31137528,9.394636015,3.269333333,8580.887298
Mexico,2004,42.12682289,9.084507042,3.249370277,8801.321902
Mexico,2005,40.89601731,9.253623188,3.092009685,8877.851291
Mexico,2006,37.15733651,8.325153374,3.087599545,9142.804774
Mexico,2008,37.780469,9.153333333,3.109852775,9181.399967
Mexico,2010,38.08594613,7.925233645,2.968494749,8878.561377
Mexico,2012,35.41652371,8.346268657,3.134529148,9280.258638
Mexico,2014,38.2986505,7.700598802,3.043786982,9426.324588
Mexico,2016,33.5806563,7.881355932,3,9751.569083
Mexico,2018,31.05755925,7.45212766,2.885684861,9945.776845
Mexico,2020,32.54745056,7.393442623,2.833507853,8909.677654
Moldova,1997,75.59839398,5.361702128,2.306636156,1445.463346
Moldova,1998,83.86139086,6.035460993,2.452449568,1351.443903
Moldova,1999,88.44507692,6.032520325,2.659498208,1307.976057
Moldova,2000,90.77046321,4.992481203,2.297577855,1338.263271
Moldova,2001,85.76265807,5.209150327,2.379104478,1423.076133
Moldova,2002,76.91084372,5.072164948,2.293706294,1537.632819
Moldova,2003,69.59590348,4.555555556,2.25984252,1643.738588
Moldova,2004,70.22168439,4.685950413,2.227897839,1769.749123
Moldova,2005,75.2551214,4.961538462,2.283185841,1907.115121
Moldova,2006,41.89948411,4.843575419,2.217391304,2004.219389
Moldova,2007,32.45222285,4.641148325,2.167597765,2069.135002
Moldova,2008,33.99587398,4.702970297,2.199074074,2234.777879
Moldova,2009,33.01017902,4.530120482,2.126696833,2103.344616
Moldova,2010,30.06500748,4.105494505,2.064088398,2254.93281
Moldova,2011,27.01774199,3.792682927,1.974603175,2387.508583
Moldova,2012,25.86204004,3.630350195,1.991462113,2373.739891
Moldova,2013,21.07492605,3.506306306,1.930555556,2589.111312
Moldova,2014,19.85505568,3.310954064,1.896761134,2720.214802
Moldova,2015,17.66511005,3.197986577,1.857699805,2732.457113
Moldova,2016,17.71772327,3.058823529,1.830985915,2885.874216
Moldova,2017,17.48908444,3.145762712,1.844930417,3072.79692
Moldova,2018,14.57402098,3.012738854,1.819230769,3260.527376
Moldova,2019,14.69725885,3.165861514,1.868821293,3435.477444
Mongolia,1995,79.29736543,4.946236559,2.195704057,1451.591526
Mongolia,1998,94.05064854,4.416666667,1.962962963,1554.367705
Mongolia,2002,76.98571329,4.665024631,2.152272727,1684.619601
Mongolia,2007,50.61640781,4.919254658,2.332842415,2411.166549
Mongolia,2010,48.96208772,4.429411765,2.163793103,2629.648326
Mongolia,2011,43.74069249,4.386243386,2.213618158,3028.16166
Mongolia,2012,34.02828344,4.54245283,2.201142857,3335.793592
Mongolia,2014,28.08462458,4.081023454,2.055853921,3860.325723
Mongolia,2016,41.85710279,4.161879896,2.067444877,3858.515184
Mongolia,2018,38.34808864,4.235872236,2.128395062,4233.972689
Montenegro,2005,12.77298597,3.814814815,1.987138264,5010.949707
Montenegro,2006,10.82170955,3.8125,1.979907264,5433.450713
Montenegro,2007,6.874492351,4.059662776,1.981012658,5795.467193
Montenegro,2008,4.306861726,3.787878788,1.967312349,6203.040775
Montenegro,2009,6.422571532,3.808411215,2.022332506,5831.045816
Montenegro,2010,5.810565422,3.708278581,1.851706037,5979.519005
Montenegro,2011,7.829605653,3.85989011,1.932599725,6166.08448
Montenegro,2012,9.732716783,4.081041968,2.101341282,5993.088089
Montenegro,2013,11.44302628,4.435857805,2.129080119,6199.727716
Montenegro,2014,7.31046686,3.814136126,2.052112676,6304.192748
Montenegro,2015,21.25189425,7.705735661,2.330316742,6514.272695
Montenegro,2016,17.34001757,6.749482402,2.245179063,6704.845008
Montenegro,2017,17.24008724,6.718106996,2.19717362,7020.287014
Montenegro,2018,18.46460949,6.729957806,2.181942544,7378.500276
Morocco,1984,77.44764673,5.020725389,2.197278912,1264.735888
Morocco,1990,59.11071597,5.416666667,2.457044674,1539.967539
Morocco,1998,68.43957323,5.49122807,2.539553753,1754.854024
Morocco,2000,68.1922343,5.582608696,2.609756098,1763.400733
Morocco,2006,59.16947106,5.376344086,2.516778523,2242.397026
Morocco,2013,42.10398371,5.260869565,2.511024643,2754.849199
Mozambique,1996,97.20955497,9.606060606,3.602272727,236.4605796
Mozambique,2002,97.54039126,6.2,2.695652174,340.7047523
Mozambique,2008,97.02208319,6.431034483,2.572413793,447.6843601
Mozambique,2014,93.55645449,8.174603175,3.21875,568.5913343
Myanmar,2015,72.83323642,4.20242915,2.176100629,1225.909426
Myanmar,2017,68.20460823,3.626666667,1.989031079,1400.025372
Namibia,1993,80.40726273,26.15384615,7.157894737,2870.980897
Namibia,2003,77.98648829,12.59649123,4.934707904,3298.279719
Namibia,2009,73.33392589,11.86861314,4.606232295,3982.226394
Namibia,2015,57.31920894,15.58024691,4.443661972,4896.61526
Nauru,2012,51.4988408,4.789808917,2.251497006,5719.119571
Nepal,1984,98.57785463,3.666666667,2.017751479,384.8504041
Nepal,1995,96.56823055,4.346153846,2.237623762,500.2194334
Nepal,2003,89.67068323,5.53968254,2.76984127,594.3087027
Nepal,2010,80.3964177,4.030837004,2.178571429,742.8752512
Netherlands,1983,2.985339985,3.313559322,1.955,25960.04169
Netherlands,1987,0.7354756262,3.217948718,1.890060241,28170.62827
Netherlands,1990,1.74565652,3.698536139,2.07840617,31093.54487
Netherlands,1993,2.974528888,3.948574338,2.087483176,32075.8044
Netherlands,1999,0.7273395704,3.523462783,1.988584475,39090.6643
Netherlands,2004,0.770190222,3.634995701,1.910734463,41433.73793
Netherlands,2005,0.4513014617,3.56048053,1.918526786,42184.80696
Netherlands,2006,0.2322434001,3.5340729,1.91006424,43574.77519
Netherlands,2007,0.4070524172,3.517485119,1.913967611,45120.52912
Netherlands,2008,0.5909692368,3.606870229,1.899497487,45920.67702
Netherlands,2009,0.4002139013,3.466840537,1.857285429,44009.89998
Netherlands,2010,0.1889726739,3.48173516,1.844758065,44372.65591
Netherlands,2011,0.3760785555,3.394617134,1.829417773,44851.27193
Netherlands,2012,0.1882326055,3.352830189,1.845275182,44225.18435
Netherlands,2013,0.2858823965,3.490039841,1.867803838,44037.59054
Netherlands,2014,0.3821785904,3.476808176,1.869978858,44503.99321
Netherlands,2015,0.3945740489,3.418442322,1.846230159,45175.23189
Netherlands,2016,0.3522696392,3.458244111,1.842205323,45920.31402
Netherlands,2017,0.411769892,3.381939564,1.833333333,46978.4488
Netherlands,2018,0.3736439181,3.376396648,1.817669173,47807.58895
Netherlands,2019,0.4009586826,3.474457663,1.825367647,48424.25384
Nicaragua,1993,74.34963273,7.918367347,2.931989924,1173.810427
Nicaragua,1998,75.04033451,6.721893491,2.704761905,1338.680813
Nicaragua,2001,76.73070484,6.407407407,2.627848101,1465.744127
Nicaragua,2005,76.27624313,5.81920904,2.562189055,1573.053035
Nicaragua,2009,57.06580497,7.017094017,2.745819398,1630.088517
Nicaragua,2014,42.08584005,6.64375,2.634448575,1981.747734
Niger,1992,99.0124238,4.316666667,2.158333333,457.6529131
Niger,1994,98.99551979,6.097560976,2.577319588,436.9583239
Niger,2005,98.13417419,5.773584906,2.615384615,411.1275495
Niger,2007,97.92611552,4.295774648,2.328244275,416.746825
Niger,2011,97.71383182,3.663551402,2.096256684,436.549668
Niger,2014,96.66427426,4.377358491,2.308457711,482.1362248
Niger,2018,94.95727902,4.5,2.366197183,513.6267859
Nigeria,1985,93.36540205,6.744186047,2.589285714,1433.434061
Nigeria,1992,92.35956948,10.40677966,3.024630542,1585.603467
Nigeria,1996,92.66802136,10.58181818,3.269662921,1437.216194
Nigeria,2003,93.95899432,6.569767442,2.522321429,1763.69398
Nigeria,2010,90.81282546,5.220472441,2.402173913,2403.645256
Nigeria,2012,90.54178104,5.161538462,2.387900356,2500.641181
Nigeria,2015,89.53951862,5.28030303,2.403448276,2687.480056
Nigeria,2018,90.84790553,4.955223881,2.250847458,2512.192392
North Macedonia,1998,40.28520347,3.790884718,1.838751625,3038.138466
North Macedonia,2000,54.40709218,5.338709677,2.046367852,3283.377863
North Macedonia,2002,30.39921099,5.865336658,2.366197183,3240.109187
North Macedonia,2003,31.52270577,5.953367876,2.39624609,3301.312133
North Macedonia,2004,21.65745563,5.670731707,2.279411765,3445.806886
North Macedonia,2005,29.07075518,6.428927681,2.537401575,3600.952284
North Macedonia,2006,30.57944713,7.29787234,2.780141844,3779.675026
North Macedonia,2008,22.02181956,8.244680851,3.234557596,4230.733086
North Macedonia,2009,40.79110277,8.977777778,2.457420925,4207.804898
North Macedonia,2010,37.79979536,9.941176471,2.291525424,4339.96438
North Macedonia,2011,37.19611815,8.831932773,2.385925085,4433.887466
North Macedonia,2012,35.7266778,7.404255319,2.284463895,4408.296437
North Macedonia,2013,34.12323414,6.39375,2.22875817,4530.682107
North Macedonia,2014,29.80612961,5.899159664,2.125126135,4687.296388
North Macedonia,2015,28.76078429,6.25698324,2.149712092,4861.553971
North Macedonia,2016,24.94922756,6.187165775,2.036971831,4994.558952
North Macedonia,2017,23.0629793,6.087628866,1.968333333,5043.692248
North Macedonia,2018,20.80132381,5.555045872,1.953225806,5184.694471
Norway,1979,1.246329807,3.295454545,1.946704638,38434.47154
Norway,1986,0.4866951281,2.938423645,1.754411765,48432.58677
Norway,1991,0.7228286663,2.938718663,1.763231198,51032.06029
Norway,1995,0.7486417634,3.018292683,1.780082988,58151.59918
Norway,2000,0.4877507566,2.950502707,1.78271028,67437.74336
Norway,2003,0.360141579,3.047226387,1.778993435,69327.42654
Norway,2004,0.5743514303,3.102863602,1.803943045,71654.63653
Norway,2005,0.4948814847,3.065326633,1.799789252,73036.74036
Norway,2006,0.6734516512,3.221402214,1.765419616,74189.56678
Norway,2007,0.5245944998,3.069131833,1.795860771,75624.4412
Norway,2008,0.4604795034,3.303776683,1.809352518,75043.52946
Norway,2009,0.3134794426,3.114779874,1.757763975,72823.30244
Norway,2010,0.3863585808,3.050925926,1.737258348,72426.56522
Norway,2011,0.2504033893,3.128358209,1.733664185,72194.781
Norway,2012,0.3360736405,3.144948755,1.746341463,73178.78495
Norway,2013,0.4300462903,3.204513399,1.783359498,73046.90503
Norway,2014,0.3515513082,3.230985915,1.770061728,73650.31354
Norway,2015,0.3785462164,3.336206897,1.786153846,74355.51586
Norway,2016,0.7326541376,3.408618128,1.781055901,74493.11794
Norway,2017,0.5923298584,3.330434783,1.789719626,75610.64948
Norway,2018,0.4867872592,3.340086831,1.811616954,75953.58195
Norway,2019,0.5196603925,3.417391304,1.805513017,76005.22479
Pakistan,1987,97.71549248,3.956521739,2.141176471,876.8135037
Pakistan,1990,98.04846021,4.111111111,2.09039548,934.3082827
Pakistan,1996,94.742597,3.094972067,1.916955017,1017.963826
Pakistan,1998,93.43849848,3.636942675,2.083941606,1009.35927
Pakistan,2001,95.98185748,3.153846154,1.921875,1039.469986
Pakistan,2004,92.168902,3.48603352,2.059405941,1152.287152
Pakistan,2005,92.35885479,3.401098901,2.04290429,1195.996492
Pakistan,2007,91.413131,3.282828283,2.00617284,1243.000053
Pakistan,2010,90.38422545,3.096330275,1.901408451,1242.30546
Pakistan,2011,89.14215262,3.253456221,1.972067039,1254.018326
Pakistan,2013,86.54217214,3.313043478,1.963917526,1306.544634
Pakistan,2015,83.76768061,3.4,2.041666667,1379.377851
Pakistan,2018,84.53192324,3.280487805,1.982800983,1496.272474
Palestine,2004,23.58026703,4.469428008,2.195736434,2426.415656
Palestine,2005,21.50154971,4.661417323,2.204841713,2632.246274
Palestine,2006,19.68890629,4.451016636,2.225508318,2540.267631
Palestine,2007,27.70773115,4.74789916,2.280524723,2569.984341
Palestine,2009,18.23235975,4.422535211,2.23885918,2840.01595
Palestine,2010,18.9059837,4.610412926,2.296958855,2927.08102
Palestine,2011,17.58696272,4.485165794,2.266313933,3128.108111
Palestine,2016,20.5315591,4.78490566,2.220665499,3483.099035
Panama,1979,39.85972427,11.25384615,3.340182648,5079.384217
Panama,1989,50.16493801,94.27586207,4.026509573,4858.263102
Panama,1991,48.18052292,46.31746032,4.058414465,5510.238302
Panama,1995,39.37745108,37.90322581,3.757995736,6059.829352
Panama,1997,39.09196041,27.3880597,3.967567568,6445.771466
Panama,1998,38.79787073,29.41176471,3.833515882,6780.216921
Panama,1999,36.51254583,23.92405063,3.900928793,6906.18804
Panama,2000,35.07561887,20.62176166,3.932806324,6955.28522
Panama,2001,40.04948758,22.79605263,3.837209302,6860.948838
Panama,2002,37.24908534,17.14932127,3.919338159,6881.250922
Panama,2003,35.95688673,18.1712963,3.956653226,7036.882134
Panama,2004,34.76488495,17.2008547,3.900193798,7426.650988
Panama,2005,34.48590716,16.3125,3.764423077,7815.225209
Panama,2006,33.87622695,17.47787611,3.790786948,8337.585391
Panama,2007,30.48139963,14.22382671,3.414211438,9169.15312
Panama,2008,23.24438354,13.23863636,3.391557496,9893.695548
Panama,2009,23.01164736,11.33171913,3.38150289,9840.332935
Panama,2010,21.70790986,12.50652742,3.317174515,10232.3599
Panama,2011,18.33983942,11.57657658,3.208489388,11193.99032
Panama,2012,18.76087328,13.3915212,3.327137546,12079.54467
Panama,2013,18.1642238,12.0824295,3.295857988,12695.23487
Panama,2014,16.835927,12.29490022,3.168571429,13113.26647
Panama,2015,15.39876397,11.97211155,3.203624733,13630.30114
Panama,2016,14.52029464,12.85294118,3.297283702,14062.44366
Panama,2017,13.9759345,11.67602996,3.06237721,14596.74109
Panama,2018,12.54212506,11.14213198,3.074229692,14880.66278
Panama,2019,12.07762033,11.4548495,3.13357731,15073.00076
Papua New Guinea,1996,90.5038712,8.602564103,3.338308458,2257.19769
Papua New Guinea,2009,90.2028206,7.584269663,2.576335878,2076.615061
Paraguay,1990,21.76888556,6.761603376,2.801573427,3879.370653
Paraguay,1995,43.63851284,16.70056497,3.662949195,4261.828555
Paraguay,1997,37.99709666,16.56097561,3.536458333,4312.79104
Paraguay,1999,41.36990277,14.14218009,3.502347418,4078.667462
Paraguay,2001,39.53405838,12.95238095,3.435132032,3796.677814
Paraguay,2002,51.67338897,12.625,3.371775417,3724.835556
Paraguay,2003,44.66713339,11.05042017,3.424479167,3816.086582
Paraguay,2004,42.7861217,9.217391304,3.240764331,3903.309121
Paraguay,2005,39.14727272,9.578947368,3.211764706,3922.558526
Paraguay,2006,43.82092724,10.525,3.230179028,4049.162522
Paraguay,2007,40.28462881,10.43478261,3.142857143,4208.04873
Paraguay,2008,37.24982845,9.051612903,3.121245829,4420.35043
Paraguay,2009,35.67435226,8.956228956,2.857142857,4349.674295
Paraguay,2010,34.05177738,9.925423729,2.987755102,4767.277902
Paraguay,2011,32.24867897,10.76923077,3.060836502,4904.146907
Paraguay,2012,26.99784861,9.022038567,2.823275862,4803.050296
Paraguay,2013,23.25309906,8.222477064,2.909902597,5130.453891
Paraguay,2014,22.64554863,8.851674641,2.92721519,5329.369797
Paraguay,2015,22.60584556,8.604651163,2.936507937,5413.776021
Paraguay,2016,23.67532359,8.120649652,2.906976744,5570.605349
Paraguay,2017,21.0376626,7.494623656,2.796950241,5762.732645
Paraguay,2018,19.63625381,7.557411273,2.754946728,5871.281311
Paraguay,2019,19.65518615,7.597535934,2.773613193,5774.16616
Paraguay,2020,22.31021114,6.966173362,2.674512987,5670.751986
Peru,1985,35.33087825,7.845238095,2.906284454,3326.760283
Peru,1994,68.57568674,7.582822086,2.635394456,3002.396338
Peru,1997,61.37010135,13.43076923,3.351247601,3339.541775
Peru,1998,62.28007465,13.94074074,3.633204633,3268.499801
Peru,1999,62.12235224,13.08396947,3.354207436,3263.90508
Peru,2000,62.36197639,11.03496503,3.040462428,3303.500937
Peru,2001,63.94573078,11.59124088,3.221095335,3281.82409
Peru,2002,60.27978825,12,3.246800731,3422.27535
Peru,2003,59.45611129,10.4,3.273381295,3529.487343
Peru,2004,59.77360584,10.59627329,3.062836625,3670.691381
Peru,2005,61.5109998,11.00680272,3.070208729,3867.5274
Peru,2006,55.88281155,11.475,3.065108514,4123.797525
Peru,2007,50.3375929,11.39226519,3.032352941,4438.593961
Peru,2008,46.43310948,10.32352941,2.826845638,4804.804797
Peru,2009,44.6230015,9.668122271,2.864165589,4818.597212
Peru,2010,40.55369204,8.744186047,2.708283313,5177.841284
Peru,2011,38.09975498,8.494464945,2.595264938,5460.935651
Peru,2012,35.33131973,8.683274021,2.595744681,5748.590835
Peru,2013,34.5531239,8.293333333,2.62170706,6030.420249
Peru,2014,33.39151294,8.006430868,2.585669782,6109.156884
Peru,2015,32.74816086,7.930379747,2.607700312,6229.100674
Peru,2016,31.87222234,8.173913043,2.658585859,6380.025857
Peru,2017,32.62004075,7.883435583,2.614445575,6432.924329
Peru,2018,30.24679494,7.535410765,2.618110236,6574.31669
Peru,2019,28.7393612,7.164420485,2.545977011,6611.492764
Peru,2020,42.70330832,7.84501845,2.680958386,5792.18794
Philippines,1985,86.00298234,5.862318841,2.584664537,1564.217497
Philippines,1988,83.7450452,5.707792208,2.704615385,1664.339735
Philippines,1991,81.88340664,6.792857143,2.855855856,1680.594907
Philippines,1994,81.0005203,6.79020979,2.814492754,1675.096635
Philippines,1997,73.51657016,6.914285714,2.972972973,1821.902309
Philippines,2000,75.61742254,5.989417989,2.808933002,1830.913244
Philippines,2003,73.94792801,6.072164948,2.784869976,1931.108801
Philippines,2006,72.64663475,6.489361702,2.911694511,2149.329938
Philippines,2009,71.16622731,6.096153846,2.830357143,2304.836545
Philippines,2012,71.64019501,6.199004975,2.844748858,2610.967768
Philippines,2015,68.06057516,5.709251101,2.67768595,3001.043182
Philippines,2018,65.27551903,5.09375,2.460377358,3500.933789
Poland,1985,7.222912598,3.026954178,1.725038402,4970.384167
Poland,1986,11.24528523,3.698170732,1.835098336,5112.445594
Poland,1987,7.06425293,3.15704698,1.773755656,5203.52401
Poland,1989,1.877302246,3.36935167,1.80907173,5568.472822
Poland,1992,7.476924578,3.655450875,1.931721195,4848.508934
Poland,1993,33.24442997,3.586516854,1.877647059,5016.979239
Poland,1995,21.49882766,4.784232365,2.066308244,5638.14491
Poland,1996,66.57383301,3.929328622,2.047882136,5978.389466
Poland,1998,14.04467325,4.009693053,2.061461794,6652.530195
Poland,1999,15.65388983,4.144053601,2.086003373,6962.771943
Poland,2000,15.99662753,4.235093697,2.096121417,7356.775398
Poland,2001,16.53017693,4.297577855,2.123076923,7451.414156
Poland,2002,17.62281339,4.486678508,2.177586207,7606.639999
Poland,2003,15.1710606,4.797979798,2.244094488,7878.065734
Poland,2004,13.97268268,4.958745875,2.273071104,8275.45679
Poland,2005,16.58679324,4.524305556,2.186241611,8569.429971
Poland,2006,13.20597052,4.429936306,2.1734375,9100.598829
Poland,2007,10.66759738,4.359583952,2.151026393,9748.534077
Poland,2008,8.671917734,4.389044944,2.143347051,10156.58426
Poland,2009,7.650419088,4.290540541,2.14527027,10437.16185
Poland,2010,7.158415079,4.30758988,2.150930851,10858.53483
Poland,2011,7.552519484,4.238544474,2.088313413,11369.02962
Poland,2012,7.162656201,4.155585106,2.091700134,11519.68501
Poland,2013,7.182495429,4.207723036,2.098273572,11656.40309
Poland,2014,6.773925624,4.152542373,2.05483871,12059.24671
Poland,2015,6.049546724,4.138149556,2.071700508,12578.49547
Poland,2016,3.854288566,3.849252014,2.017490953,12979.25526
Poland,2017,3.056317503,3.761111111,1.991176471,13604.54047
Poland,2018,3.718426966,3.851039261,2.009036145,14332.91589
Poland,2019,2.630665136,3.708108108,1.989559165,15016.6733
Portugal,2003,4.009671203,5.879959308,2.539543058,18811.87683
Portugal,2004,3.276421942,5.758317025,2.538826575,19102.63698
Portugal,2005,3.25129482,5.378228782,2.543630017,19216.30507
Portugal,2006,2.974217554,5.418198529,2.517079419,19493.39197
Portugal,2007,2.24881609,4.965217391,2.323026851,19942.82228
Portugal,2008,2.940890808,4.838286713,2.257340946,19977.6625
Portugal,2009,2.267034858,4.82172471,2.245173745,19335.50252
Portugal,2010,2.582487725,4.856271777,2.235364876,19662.45203
Portugal,2011,3.686477408,4.958715596,2.280590717,19357.39531
Portugal,2012,5.533068609,5.420609884,2.264938489,18647.45676
Portugal,2013,5.418737157,5.638528139,2.27114211,18577.08158
Portugal,2014,4.696145082,5.402298851,2.190677966,18825.47945
Portugal,2015,3.623037326,5.15625,2.204453441,19242.36647
Portugal,2016,3.562626988,4.928186715,2.192492013,19692.98868
Portugal,2017,2.330713567,4.434039088,2.13028169,20433.26671
Portugal,2018,2.115051532,4.429347826,2.105166052,21049.15065
Portugal,2019,1.533935391,4.388489209,2.073419443,21608.71971
Romania,1989,3.769013672,2.959550562,1.669201521,5300.127179
Romania,1992,20.39166504,3.334558824,1.76459144,4040.701871
Romania,1994,84.62504118,3.563063063,1.883333333,4275.803541
Romania,1995,39.24763853,3.931578947,1.88874842,4551.535548
Romania,1997,45.24921814,3.82729805,1.889958735,4526.061027
Romania,1998,44.49174871,4.112044818,1.991858887,4443.377859
Romania,1999,72.61878446,3.698841699,1.882121807,4433.595738
Romania,2000,74.94026135,3.712,1.882352941,4548.602113
Romania,2001,67.8918514,3.808118081,1.897058824,4853.207153
Romania,2002,65.83533852,3.905109489,1.910714286,5224.762356
Romania,2003,61.55843524,3.826086957,1.932432432,5385.787643
Romania,2004,53.14091245,4.018691589,1.960486322,5981.407996
Romania,2005,48.81459237,3.92,1.971264368,6299.409918
Romania,2006,47.69865533,4.028653295,1.988684583,6845.611332
Romania,2007,40.71335823,4.005194805,1.994825356,7450.054733
Romania,2008,28.42708345,3.913606911,1.950484392,8280.304395
Romania,2009,25.45503156,3.698574338,1.897596656,7888.895847
Romania,2010,28.12820666,3.719148936,1.897937025,7626.294198
Romania,2011,28.32868027,3.552742616,1.840437158,7809.976847
Romania,2012,26.9908344,3.584199584,1.863783784,8004.909206
Romania,2013,26.81394864,3.58677686,1.856684492,8337.673611
Romania,2014,29.73748766,7.4204947,2.054794521,8670.975807
Romania,2015,27.35897421,7.031446541,2.047619048,8969.148921
Romania,2016,20.30848521,3.761363636,1.859550562,9444.994917
Romania,2017,16.27846287,6.757322176,2.097402597,10195.07473
Romania,2018,12.40447646,3.805732484,1.887835703,10714.01536
Romania,2019,10.9267182,6.167192429,2.053571429,11221.70839
Russia,1993,33.93310682,8.270440252,2.742440042,5798.909737
Russia,1996,33.5861348,8.363636364,2.67219917,4686.858832
Russia,1997,29.95842395,5.591240876,2.364197531,4760.335223
Russia,1998,35.95453515,5.812672176,2.403189066,4515.50564
Russia,1999,48.08974961,5.720136519,2.370579915,4819.376403
Russia,2000,42.63297863,5.56969697,2.365508366,5323.662359
Russia,2001,35.80648838,5.35770235,2.35862069,5618.950846
Russia,2002,30.65891605,5.413711584,2.415611814,5910.166842
Russia,2003,28.8542215,6.220657277,2.644710579,6370.448579
Russia,2004,25.62367484,6.247240618,2.625231911,6856.67259
Russia,2005,22.0451658,6.515463918,2.73830156,7323.379289
Russia,2006,18.44594901,6.507490637,2.736220472,7949.890356
Russia,2007,13.74721296,6.771004942,2.882187938,8640.398801
Russia,2008,9.435622607,6.296561605,2.760678392,9093.692616
Russia,2009,9.044608458,5.895627645,2.669220945,8381.861175
Russia,2010,7.180495966,5.741222367,2.603183962,8755.113368
Russia,2011,6.239473439,5.764411028,2.628571429,9124.467601
Russia,2012,5.556262132,5.746987952,2.641196013,9475.682559
Russia,2013,4.978705154,5.71680376,2.649782135,9621.509885
Russia,2014,4.74357048,5.331010453,2.497279652,9520.940335
Russia,2015,5.536654302,5.217917676,2.482718894,9313.013625
Russia,2016,5.577316023,5.109756098,2.41359447,9313.968066
Russia,2017,5.303628003,5.060753341,2.429988331,9473.180096
Russia,2018,4.916228913,4.899169632,2.387283237,9739.899916
Russia,2019,4.155455455,4.8163031,2.343575419,9942.374057
Russia,2020,4.079387993,4.532497149,2.284482759,9666.814664
Rwanda,2000,96.00984974,6.614035088,2.856060606,344.9399779
Rwanda,2005,93.89714308,7.630769231,3.119496855,456.590745
