Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,,310.061111111111,314.9,319.305555555556,323.211111111111,326.566666666667,329.394444444444,330.677777777778,330.394444444444,329.611111111111,328.366666666667,326.755555555556,326.972222222222,329.805555555556,333.488888888889,337.305555555556,339.961111111111,341.472222222222,342.988888888889,344.477777777778,345.927777777778,347.855555555556,350.644444444444,353.794444444444,356.522222222222,358.211111111111,358.627777777778,358.055555555556,357.4,358.866666666667,365.066666666667,377.022222222222,389.955555555556,402,415.055555555556,428.055555555556,441.205555555556,454.766666666667,468.638888888889,482.594444444444,495.005555555556,503.838888888889,509.894444444444,515.005555555556,519.666666666667,524.905555555556,531.144444444444,537.705555555556,544.422222222222,551.177777777778,557.45,562.711111111111,567.288888888889,571.555555555556,575.522222222222,579.205555555556,582.633333333333,585.772222222222,588.677777777778,591.344444444444,592.138888888889,,,
Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,,9.20757746003513,9.45918677076955,9.71962166708952,9.99244318284368,10.276307197605,10.565442352256,10.8644977552585,11.1775678749591,11.5015532599656,11.836423989084,12.1814386892431,12.5311533501684,12.8950503139289,13.280134639883,13.6762025832284,14.0823598022209,14.4885085801426,14.9250086349409,15.3940410569566,15.850536910435,16.3288370105406,16.840054061284,17.3474113466246,17.8572670516664,18.3876801954156,18.9434044046331,19.5236061407349,20.0935357113225,20.6651742212992,21.266740101695,21.8605947551029,22.4363333608068,23.0328092068887,23.6362583382167,24.2572081426,24.9104784639118,25.5532644949141,26.1958406657987,26.8663657710874,27.5604796202699,28.2742851837041,29.0112821430657,29.7707291252834,30.2497132924075,31.0561484301498,31.8954643883466,32.7715641846687,33.6780517667335,34.6060569390328,35.5588060643249,36.5317696181444,37.2195568467605,38.2544349574698,39.3161159157643,40.4178377061014,41.5204784653635,42.6231602299994,43.7689846004274,44.9468296702643,46.1507105506524,,,
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,,13.4770556398816,13.7513561167073,14.0402388727903,14.3438878923079,14.6652975177468,14.9995354399522,15.3473927908866,15.7119114422826,16.0901660457201,16.4864710301581,16.8895282339052,17.3048663814912,17.7472747343728,18.1989160265551,18.6397221838922,19.050437729022,19.4521886451099,19.8378823421186,19.9107201447342,19.1445211045183,17.1031614614476,15.4673796053539,15.2575763151036,15.7056345154317,16.1173527743281,16.0195667172623,15.8268678227006,15.9199362188185,16.3641169526087,16.3972770341751,16.4745059258237,18.486474096561,21.4705855296444,23.6964797694065,25.1735001456541,26.2278567376539,27.2738435827852,28.3536973153642,29.5338254910078,29.963328887049,30.1866396823207,32.1976235377091,34.7195467856431,36.112339205495,37.4272741210923,39.0091593456296,39.7149793784401,40.5182205663646,41.9871931680542,43.2204467749107,44.8448507428361,46.7112506324456,48.3590282569032,50.160541526762,51.7509145546816,53.1042837649295,54.6485411587937,56.2482314520951,57.9082516903546,59.7522806371985,,,
Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,,10.9780743662246,11.2136334393771,11.4593047317329,11.712711212414,11.9753766616777,12.2475549876307,12.5262751227536,12.8138725352564,13.1116666187664,13.4221768889459,13.7439826984341,14.0786953743846,14.4323166323627,14.8077853856545,15.205832222318,15.6159446725434,16.0431550402508,16.4946155002664,16.9647797094336,17.4474295196213,17.9446452378899,18.4642324929415,18.9664838189742,19.4626107422467,19.9891343808936,20.5311475627309,21.0882811653611,21.6642149156844,22.2636632772409,22.8547481809197,23.4554552509568,24.0958879167966,24.73957646549,25.3903781652881,26.0742007875496,26.7749447808812,27.4949307854049,28.2433265014183,29.007673191256,29.8052680918616,30.6397123299483,31.501133346157,32.3883566701821,33.3045074056632,34.2507588068691,35.2210073647601,36.2172016122435,37.2432045661071,38.302415159334,39.3927070965688,40.5149366887101,41.6545614640197,42.8049933781277,43.9824434156037,45.1802249225606,46.4059908598264,47.6618604476341,48.9340692566036,50.2229838665101,51.5366792865574,,,
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,,4.3645889147349,4.42881206384856,4.4917197401139,4.55057271195957,4.60141333119435,4.64188978904307,4.67434266463464,4.70698885056549,4.75526269351087,4.83652843506858,4.95471965990214,5.10526269351087,5.27651399695195,5.45640009625411,5.64106280580733,5.82881206384856,6.02542311702896,6.23372904467795,6.45160664153365,6.68167722788161,6.92344349081575,7.17666800352932,7.44100986604636,7.71452795379803,7.99761049169808,8.28793935991016,8.57789123285474,8.87162990294377,9.17582257158899,9.48795861073233,9.80884815914013,10.1327560760407,10.4582257158899,10.7981318681319,11.1592628539344,11.5371380444373,11.928407796583,12.3260319242801,12.7302101548087,13.1499655089436,13.5891449426486,14.0500032084704,14.537853533328,15.0566495548247,15.6019563648031,16.172567578407,16.7720253469159,17.3991513595893,18.0538012352611,18.7408237747654,19.4586596615064,20.2039720863079,20.9729702414374,21.7601163070506,22.5617397930537,23.385534611374,24.2308719018208,25.085050934467,25.9513820486083,26.8135766423358,,,
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,,60.5766423357664,62.456897810219,64.3292335766423,66.2093065693431,68.0580656934307,69.8749270072993,71.7371532846715,73.8055474452555,75.9742700729927,77.9371897810219,79.8486496350365,81.8659124087591,83.8230656934307,85.7709489051095,87.7675547445255,89.7272262773723,91.7352554744526,93.6593430656934,95.5413138686131,97.5181386861314,99.491094890511,101.61598540146,103.794160583942,106.001058394161,108.20299270073,110.315145985401,112.540328467153,114.683795620438,117.808138686131,119.946788321168,119.225912408759,118.505072992701,117.784197080292,117.063357664234,116.342481751825,115.621642335766,114.900766423358,114.179927007299,113.459051094891,112.738211678832,111.685145985401,111.350729927007,110.934890510949,110.472226277372,109.908284671533,109.21704379562,108.394781021898,107.566204379562,106.843759124088,106.314635036496,106.02901459854,105.854051094891,105.660291970803,105.441751824818,105.135145985401,104.967189781022,104.870693430657,104.612262773723,104.167554744526,103.571131386861,,,
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,,21.736170212766,23.4340425531915,25.1893617021277,27,28.8574468085106,30.9489361702128,33.5,36.3382978723404,39.2531914893617,42.2553191489362,45.3659574468085,48.5787234042553,51.9,55.3255319148936,58.8085106382979,62.3276595744681,65.8489361702128,69.3063829787234,72.6425531914894,75.768085106383,78.6957446808511,82.1234042553191,86.0255319148936,89.7468085106383,93.2106382978723,97.031914893617,101.351063829787,105.646808510638,109.870212765957,113.976595744681,117.944680851064,121.878723404255,125.863829787234,129.865957446809,133.889361702128,136.482978723404,137.621276595745,138.693617021277,139.691489361702,140.631914893617,144.297872340426,150.742553191489,157.248936170213,163.687234042553,169.842553191489,170.682978723404,166.314893617021,161.81914893617,157.131914893617,152.168085106383,150.142553191489,151.091489361702,151.844680851064,152.385106382979,152.651063829787,154.340425531915,157.1,159.602127659574,162.431914893617,165.31914893617,,,
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,,7.03527845782202,7.21955969279102,7.41232562200753,7.612602653457,7.82018779629005,8.03694888957834,8.26508239275886,8.50237032040155,8.74718411725539,8.99798103817146,9.25542508289528,9.52180336982442,9.79949698087876,10.0924405265553,10.414520434362,10.7862104083111,11.1642021536195,11.515461549137,11.9028383611368,12.3210744279193,12.7186485662655,13.1204565052073,13.5432372881842,13.9707849538891,14.3965175248914,14.8343560414126,15.2735177124546,15.6820687436446,16.0910117988502,16.5980828144856,16.959084697391,17.3823262227168,17.8522192119256,18.3372485964187,18.7932737564478,19.2451303613852,19.7010086595597,20.1577909038366,20.6187355319217,21.0900662832585,21.5636651282294,22.0416685064193,22.5235055176045,23.014037882365,23.5510133491771,24.1492577019216,24.7953871667657,25.4662963039424,26.141474458754,26.7787788113638,27.3609942751867,29.0350595317198,29.7032499712419,30.3745893292785,31.0294362944761,31.6840610024221,32.3395190118262,33.0174180739253,33.6984203026026,34.2907992634507,,,
United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,,1.98513094902844,2.09626865671642,2.21072937200789,2.32758377921712,2.44715573078006,2.56982540129541,2.69507181075753,3.00735004224162,3.56605181638975,4.19718389186145,4.85092931568572,5.52475359053788,6.21720642072656,6.92699239650803,7.65128132920304,8.64794424105886,9.95298507462687,11.3380878625739,12.7914953534216,14.2783441284145,15.4911292593636,16.444043931287,17.4256829062236,18.4220078851028,19.424612785131,20.6800478738384,22.1896508025908,23.7071388341312,25.2300760349197,26.7551534778936,28.2791185581526,29.7976767107857,31.305040833568,32.7939172064207,34.2718670796959,36.2254998591946,38.6668403266685,41.1310898338496,43.6153618698958,46.1184595888482,48.6369754998592,51.1638270909603,53.6953393410307,56.2283722894959,60.2786961419319,68.9799211489721,82.6897212052943,98.4044635313996,112.540749084765,119.427921712194,120.743522951281,122.007448606026,123.230737820332,124.414967614756,125.554759222754,126.644086172909,127.686510842016,128.698521543227,129.705111236271,130.770050689946,,,
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,,7.55681242669064,7.68094267162156,7.80651699681002,7.93238803079633,8.05851630984876,8.18620888737855,8.3155249589833,8.44559339932546,8.57679459493037,8.71227760542846,8.85134194958143,8.99363610785292,9.14264604321279,9.29946541259697,9.45505629062846,9.60658934698486,9.76134673638593,9.91932626640211,10.0793783731442,10.240400995363,10.4035477164019,10.5685196350336,10.7345504971334,10.9008316616058,11.0670598423643,11.2355897087357,11.4066456193431,11.579971425335,11.7535292634533,11.9259605581926,12.0970087952965,12.2660166113078,12.4337210279571,12.60233932232,12.7694806499823,12.9314471131184,13.0873321421133,13.2397878459014,13.3931979873497,13.5458433362931,13.6955566761307,13.8433757568449,13.9870295868367,14.1297684429,14.2765534276809,14.4250357183313,14.5709272880743,14.7162334791299,14.8662574131524,14.904301546759,15.0771515955406,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,16.4208266190179,16.580892611147,,,
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,,69.2493853178785,71.6314014752371,73.9775904460836,76.2567263786442,78.4703547593959,80.6285914998244,82.7536705303829,84.877449947313,86.9813487881981,89.0192132068844,91.0053740779768,93.0118721461187,95.077344573235,97.2127151387425,99.4309097295399,101.732033719705,104.163083948015,106.716684229013,108.783210396909,110.120231822972,111.27067088163,112.469652265543,113.743976115209,114.9315770987,115.942957499122,116.866245170355,117.715630488233,118.259149982438,121.116473480857,124.922339304531,127.068177028451,125.555145767475,121.438321039691,118.500632244468,116.711696522655,115.872778363189,114.907551808922,113.823322795926,112.610818405339,111.29339655778,110.05033368458,109.063470319635,108.32813487882,107.68335089568,107.033579206182,106.304390586582,105.528380751668,104.791745697225,104.119985950123,103.487636108184,102.879381805409,102.368141903758,101.910256410256,101.507903055848,101.109764664559,100.661573586231,100.17291886196,99.6331928345627,99.0727783631893,98.5461187214612,,,
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,,103.13,106.36,109.745,113.28,116.955,120.61,124.24,128.04,131.98,135.375,137.965,140.315,142.645,145.06,147.865,150.99,154.08,157.14,160.225,164.43,170.295,176.835,183.675,190.84,198.315,206.105,214.21,222.66,231.44,239.09,244.96,250.39,255.87,261.44,267.005,272.5,277.89,283.015,287.97,291.15,291.62,290.885,289.705,288.13,286.27,284.185,281.915,279.455,276.83,274.245,271.55,268.455,264.975,261.085,256.84,252.24,247.315,242.12,236.605,230.945,,,
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,,127.829545454545,129.563636363636,131.313636363636,133.327272727273,135.554545454545,137.761363636364,140.038636363636,142.404545454545,144.868181818182,146.629545454545,147.202272727273,147.034090909091,146.506818181818,145.95,145.534090909091,145.431818181818,145.720454545455,146.202272727273,146.838636363636,147.475,147.9,148.252272727273,148.654545454545,148.55,147.836363636364,147.072727272727,146.256818181818,145.413636363636,144.627272727273,143.927272727273,144.622727272727,146.952272727273,149.622727272727,152.436363636364,155.45,158.631818181818,161.859090909091,164.936363636364,167.775,170.579545454545,173.215909090909,175.443181818182,177.443181818182,179.411363636364,181.520454545455,183.852272727273,186.4,189.206818181818,192.122727272727,194.761363636364,197.111363636364,199.259090909091,201.129545454545,202.809090909091,204.411363636364,205.827272727273,207.088636363636,208.240909090909,209.356818181818,210.6,,,
