ID,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Max Speed (km/hr),Track Gauge (mm),Overhead?,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2021 dollars),Cost/km (2021 dollars),Source2,Reference,,
,CN,Qingdao,Line 8,Line 8 Branch,2021,2026,0,18.8,100%,18.8,,,9,117,80,1435,0,,"11,492.00",CNY,2021,0.238814981,2746.588,146.1,0,0,0,0,1,"2,746.60",146.1,,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,
7344,BR,Salvador,,Lines 1-2,2000,2017,0,33,4.00%,1.4,10.935,20.745,20,,80,1435,1,Wiki,"4,800",BRL,2012,0.62277979,2976,90.2,0,0,0,0,1.180213769,"3,512.30",106.4,Media,http://patrocinados.estadao.com.br/ccr/salvadors-subway-becomes-a-model-of-success/,,
,CN,Shenzhen,,Phase 1 Expansion (Line 1 and 4),1998,2004,0,21.446,100%,21.446,,,19,138,80,1435,1,,"11,500.00",CNY,2001,0.3680562508,4232,197.3,0,0,0,0,1.530039526,"6,475.10",301.9,,https://www.szmc.net/jituagaikuang/tourongziyewu/tourongziqingkuang/,,
,CN,Guangzhou,Line 6,Line 6 Phase 1,2006,2013,0,24.3,87%,21.2,,,22,68,80,1435,1,,"11,529.00",CNY,2006,0.3490727928,4023.621,165.6,0,0,0,0,1.344097222,"5,408.10",222.6,,http://news.sina.com.cn/c/2007-09-06/013313825648.shtml,,
7304,IN,Mumbai,,Line 7,2016,2021,0,16.5,0.00%,0,15.505,0.995,14,,80,1435,1,Wiki,"62,080",INR,2018,0.04773424399,2979.84,180.6,0,0,0,0,1.079101738,"3,215.60",194.9,Media,https://www.hindustantimes.com/mumbai-news/metro-lines-2a-7-to-be-delayed-by-3-months-mmrda-chief/story-UodpzX0AgmfV4e1OBrDxCK.html,,
9825,US,Washington,Silver Line,Silver Line Phase 1,2009,2014,0,18.8,4.00%,0.7,0,0,5,,90,1435,0,Measured,"2,982",USD,2011,1,2982,158.6,0,0,0,1,1.204637702,"3,592.20",191.1,Plan,http://www.dullesmetro.com/about-dulles-rail/funding/,,
7624,TR,Istanbul,,CR3,2011,2019,1,63,10.00%,6.3,0,56.7,36,225,120,1435,1,Plan,"1,298",USD,2015,0.8602505738,2985.4,47.4,1,63,6.3,0,1.143251328,"3,413.10",54.2,Trade,https://www.railwaygazette.com/infrastructure/marmaray-upgrading-works-resume/43921.article,,
9756,BR,Sao Paulo,,Line 17,2012,2021,0,7.7,0.00%,0,7.7,0,8,,80,690,0,Trade,"1,300",USD,2016,0.4688052311,2990,388.3,0,0,0,0,1.129008737,"3,375.70",438.4,Trade,https://www.railjournal.com/in_depth/21-rail-projects-to-watch-in-2021,,
7435,NZ,Auckland,,City Rail Link,2013,2024,1,3.5,100.00%,3.5,0,0,4,,70,1067,1,Wiki,"4,419",NZD,2018,0.6802443438,2991.663,854.8,0,0,0,1,1.079101738,"3,228.30",922.4,Plan,https://ourauckland.aucklandcouncil.govt.nz/articles/news/2019/04/revised-cost-for-city-rail-link/,,
,CN,Shenzhen,,Guangzhou-Dongguan-Shenzhen Regional Rail South Extension,2021,2026,1,15.15,100%,15.15,,,3,184,120,1435,1,,"11,900.00",CNY,2021,0.238814981,2844.1,187.7,0,0,0,0,1,"2,844.10",187.7,,http://www.rail-transit.com/project/show.php?itemid=541,,
,CN,Changsha,Line 2,Line 2 Phase 2,2011,2015,0,21.926,100%,21.926,,,19,117,80,1435,1,,"11,900.00",CNY,2013,0.2729522102,3248.7,148.2,0,0,0,0,1.163176037,"3,778.80",172.3,,http://www.hncsmtr.com/jsdt/gcgk/2033/14944654790008899_1.html,https://www.sohu.com/a/237588900_683466,
7513,JP,Tokyo,,Haneda express line,2022,2029,1,5.6,100.00%,5.6,0,0,2,,130,1067,1,Measured,"300,000",JPY,2025,0.01024877382,3000,535.7,0,0,0,0,1,"3,000.00",535.7,Media,https://en.connectionjapan.com/2019/02/16/jr-east-construira-linha-para-ligar-toquio-ao-aeroporto-de-haneda/,,
8210,EG,Cairo,Line 3,Line 3 Phase 1,2006,2012,0,4.3,100.00%,4.3,0,0,5,,80,1435,0,Trade,"4,200",EGP,2009,0.7107042111,3000,697.7,0,0,0,0,1.263045535,"3,789.10",881.2,Media,http://english.ahram.org.eg/NewsContent/3/12/35035/Business/Economy/Cairos-rd-underground-line-opens-Tuesday-linking-A.aspx,,
7955,CN,Zhengzhou,,Line 12 Phase 1,2019,2024,0,17.034,100%,17.034,,,12,117,80,1435,1,,"11,985.00",CNY,2021,0.238814981,2864.42,168.2,0,0,0,0,1,"2,864.40",168.2,Trade,http://www.rail-transit.com/project/show.php?itemid=514,,
8065,CN,Beijing,,Line 5,2002,2007,0,27.6,80,22.08,4.14,1.38,23,,100,1435,0,Media,"12,000.00",CNY,2004,0.3545407811,4260,154.3,0,0,0,0,1.434462679,"6,110.80",221.4,Media,http://finance.sina.com.cn/b/20040419/0854725033.shtml,,
9775,HK,Hong Kong,,Tseung Kwan O Extension,1999,2002,0,4,100.00%,4,0,0,5,200,80,1432,0,Plan,"16,000",HKD,2000,0.1406303615,3017.6,754.4,0,0,0,0,1.573577236,"4,748.40","1,187.10",,,,
8113,CN,Shanghai,,Line 6,2002,2011,0,33.09,63.61%,21.05,11.845,0.3983,28,,80,1435,1,Plan,"12,000.00",CNY,2002,0.3715554948,4464,134.9,0,0,0,0,1.506225681,"6,723.80",203.2,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A6%E5%8F%B7%E7%BA%BF,,
9510,TR,Istanbul,M11,M11 Phase 2,2018,2022,0,32,100.00%,32,0,0,7,180,120,1435,1,Plan,916,USD,2020,0.4620645042,3022.8,94.5,1,32,32,0,1.046980229,"3,164.80",98.9,Trade,http://www.yatirimlar.com/haber-AYGM_Istanbul_Yeni_Havalimani___Halkali_Metro_Hatti_insaati_ile_Elektromekanik_Sistemlerinin_temin_montaj_ve_isletmeye_alma_isleri_ihalesi_icin_sozlesme_imzaladi-248098.htm,,
9468,CN,Shenzhen,Line 1 Phase 2,,2004,2009,0,23.5,77.87%,18.3,3.43,1.975,15,,80,1435,1,Plan,"12,126",CNY,2019,0.2376233859,2885.99,122.8,0,0,0,0,1.059896658,"3,058.80",130.2,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,,
7867,CN,Xiamen,Line 2,Line 2 Phase 2,2016,2020,0,15.5,100.00%,15.5,0,0,9,,80,1435,1,Plan,"12,218.00",CNY,2016,0.25069964,3066.72,197.9,0,0,0,0,1.129008737,"3,462.40",223.4,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf,,
,CN,Foshan,Line 2,Line 2 Phase 2,2021,2026,0,23.5,0.54,12.7,,,10,117,80,1435,1,,12228,CNY,2021,0.238814981,2922.492,124.4,0,0,0,0,1,"2,922.50",124.4,,http://fs.fccs.com/news/6022708.html,https://www.ndrc.gov.cn/xxgk/zcfb/pifu/202101/t20210126_1316566.html?code=&state=123,
9777,HK,Hong Kong,,South Island Line (East),2011,2016,0,7,71.00%,5,2,0,5,,80,1435,0,Plan,"16,900",HKD,2013,0.180258812,3047.07,435.3,0,0,0,0,1.163176037,"3,544.30",506.3,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf,,
9826,US,Washington,Silver Line,Silver Line Phase 2,2013,2022,0,18.3,100.00%,18.3,0,0,6,,90,1429,0,Plan,"3,050",USD,2017,1,3050,166.7,0,0,0,1,1.105458551,"3,371.60",184.2,Plan,https://dcist.com/story/22/07/19/silver-line-cost-additional-250-million/,,
7305,IN,Mumbai,,Line 7A + 9,2019,2022,0,13.5,16.00%,2.2,0,0,11,,80,1435,1,Plan,"65,180",INR,2020,0.04547830167,3063.46,226.9,0,0,0,0,1.046980229,"3,207.40",237.6,Plan,https://mmrda.maharashtra.gov.in/metro-line-9#,,
,CN,Wenzhou,,S3 Phase 1,2022,2027,0,31.17,9%,2.8,,,12,138,80,1435,1,,"12,240.00",CNY,2021,0.238814981,2925.36,93.9,0,0,0,0,1,"2,925.40",93.9,,https://www.163.com/dy/article/GT2J4GU20545AOQT.html,,
7290,IN,Mumbai,Line 2,Line 2A,2016,2021,0,18.6,0.00%,0,17.48,1.12,17,,80,1435,1,Media,"64,100",INR,2018,0.04773424399,3076.8,165.4,0,0,0,0,1.079101738,"3,320.20",178.5,Media,https://www.freepressjournal.in/mumbai/metro-line-2a-revised-deadline-is-may-2021,,
,CN,Chongqing,,Line 17 (redesign) Phase 1,2022,2026,0,14.18,100%,14.18,,,9,117,80,1435,1,,"12,256.96",CNY,2024,0.2486408669,2929.41344,206.6,0,0,0,0,1,"2,929.40",206.6,,http://www.rail-transit.com/project/show.php?itemid=519,,
7619,TR,Istanbul,,BC1,2004,2013,1,13.6,100.00%,13.6,0,0,4,225,120,1435,1,Plan,"1,823",USD,2009,1.105437759,3099.1,227.9,1,13.6,13.6,0,1.263045535,"3,914.30",287.8,Plan,,,
,CN,Changsha,Line 2 West Extension,Line 2 West Extension Phase 2,2021,2025,0,13.99,98%,13.78,,,11,117,80,1435,1,,"12,342.00",CNY,2021,0.238814981,2949.738,210.8,0,0,0,0,1,"2,949.70",210.8,,http://www.rail-transit.com/project/show.php?itemid=501,,
,CN,Xiamen,Line 3,Line 3 Phase 1,2011,2020,0,18.6,100,18.6,,,16,117,80,1435,1,,"12,360.00",CNY,2016,0.25069964,3102.36,166.8,0,0,0,0,1.129008737,"3,502.60",188.3,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145854.html,,
7657,CN,Shanghai,Line 2,Line 2 Phase 1,1995,1999,0,16.3,100.00%,16.3,0,0,12,,80,1435,1,Wiki,"12,400.00",CNY,1995,0.3654493913,4526,277.7,0,0,0,0,1.778018373,"8,047.30",493.7,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF,,
,CA,Vancouver,Expo Line,Expo Line Surrey-Langley extension,2022,2025,0,16,0%,0,,,8,,80,1435,0,,"3,940",CAD,2021,0.8076526706,3144.12,196.5,0,0,0,1,1,"3,144.10",196.5,Media,https://globalnews.ca/news/8016045/justin-trudeau-federal-funding-skytrain-surrey-langley/,https://bc.ctvnews.ca/federal-government-providing-up-to-1-3-billion-for-surrey-langley-skytrain-extension-1.5502944,
9771,HK,Hong Kong,,Tung Chung Line extension,2023,2029,0,1.8,100.00%,1.8,0,0,1,,80,1435,0,Media,"18,700",HKD,2016,0.1685689959,3152.82,1751.6,0,0,0,0,1.129008737,"3,559.60","1,977.50",Media,https://news.rthk.hk/rthk/en/component/k2/1519400-20200407.htm,,
7170,BG,Sofia,Line 2,Line 2,2008,2012,0,17,90.00%,15.3,0,0,11,,80,1435,0,Trade,952,EUR,2010,1.477227068,3160.64,185.9,1,17,15.3,0,1.242662435,"3,927.60",231,Trade,https://www.railway-technology.com/uncategorised/newsbulgaria-opens-sofia-metro-line-2/,,
8010,CN,Xi'an,Line 15 Phase 1,,2020,2025,0,19,100.00%,19,0,0,11,,80,1435,1,Plan,"12,436.00",CNY,2019,0.2376233859,2959.77,155.8,0,0,0,0,1.059896658,"3,137.00",165.1,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf,,
,CN,Qingdao,,Line 9,2021,2026,0,16.63,100%,16.63,,,13,117,80,1435,0,,"12,590.00",CNY,2021,0.238814981,3009.01,180.9,0,0,0,0,1,"3,009.00",180.9,,http://www.rail-transit.com/project/show.php?itemid=726,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
7672,CN,Shanghai,,Line 4 Phase 1,2000,2005,0,22.032,94.33%,20.782,1.285,0.0368,9,,80,1435,1,Wiki,"12,600.00",CNY,2005,0.3519204829,4433.94,201.3,0,0,0,0,1.387455197,"6,151.90",279.2,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A4%E5%8F%B7%E7%BA%BF,,
7768,CN,Shanghai,Line 13 Western Extension,,2021,2025,0,9.8,100.00%,9.8,0,0,5,,80,1435,1,Plan,"12,629.00",CNY,2018,0.2364514501,2993.07,305.4,0,0,0,0,1.079101738,"3,229.80",329.6,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf,,
8115,CN,Changchun,,Line 9 (Konggang),2019,2025,0,28.2,49.29%,13.9,0,0,8,,80,1435,1,Plan,"12,640.00",CNY,2018,0.2364514501,2995.68,106.2,0,0,0,0,1.079101738,"3,232.60",114.6,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,
8129,CN,Beijing,Line 13,Line 13B,2019,2022,0,32.2,31.99%,10.3,12.11,10.108,15,,100,1435,0,Plan,"12,640.00",CNY,2019,0.2376233859,3008.32,93.4,0,0,0,0,1.059896658,"3,188.50",99,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html,,
,CN,Xi'an,,Airport Line,2019,2024,0,29.28,28%,8.14,,,10,117,120,1435,1,Trade,"12,694.00",CNY,2019,0.2376233859,3021.172,103.2,0,0,0,0,1.059896658,"3,202.10",109.4,Trade,http://www.rail-transit.com/project/show.php?itemid=314,,
,CN,Fuzhou,,Line 2 East Extension,2020,2025,0,16.88,100%,16.88,,,12,117,80,1435,1,,"12,706.00",CNY,2020,0.239311224,3036.734,179.9,0,0,0,0,1.046980229,"3,179.40",188.4,,https://xm.leju.com/news/2020-07-10/14296687241366554352613.shtml,http://fgw.fuzhou.gov.cn/zz/fgwzwgk/tzgg/201804/t20180428_2189534.htm,
7689,CN,Shanghai,Line 9,Line 9 Phase 3 Eastern Extension,2013,2017,0,13.828,100%,13.828,,,9,138,80,1435,1,,"12,713.00",CNY,2015,0.2583514029,3279.95,237.2,0,0,0,0,1.143251328,"3,749.80",271.2,Plan,https://www.pudong.gov.cn/zwgkupfiles/temp/2021-11-10/2c4b9a67-37b0-4046-a0ca-7cdc4d3b0d27/46%E5%8F%B7.pdf,https://web.archive.org/web/20201108201629/http://news.sina.com.cn/o/2017-12-27/doc-ifyqchnr6135266.shtml,
7355,PH,Manila,,Line 4,2021,2025,0,15.6,0.00%,0,15.6,0,11,,60,1435,1,Wiki,"59,300",PHP,2023,0.05316721279,3261.5,209.1,0,0,0,0,1,"3,261.50",209.1,Media,https://newsinfo.inquirer.net/1211139/mrt-4-project-targeted-for-completion-in-2025,,
7760,CN,Beijing,,Line 28,2017,2021,0,8.777,100.00%,8.777,0,0,9,,100,1435,0,Media,"12,750.00",CNY,2019,0.2376233859,3034.5,345.7,0,0,0,0,1.059896658,"3,216.30",366.4,Media,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html; https://new.qq.com/rain/a/20200812A0UGAJ00,,
7178,PL,Warsaw,Line 2,Line 2,2010,2015,0,6.5,100.00%,6.5,0,0,7,,90,1435,0,Trade,5900,PLN,2012,0.5567407948,3286.3,505.6,0,0,0,0,1.180213769,"3,878.50",596.7,Trade,https://www.railwaygazette.com/news/single-view/view/warszawa-opens-second-metro-line.html,,
,CN,Shaoxing,,Hangshao Line,2016,2021,0,20.3,49%,9.87,,,10,117,120,1435,1,,"12,790.00",CNY,2019,0.2376233859,3044.02,150,0,0,0,0,1.059896658,"3,226.30",158.9,Trade,http://www.ce.cn/cysc/jtys/tielu/202102/02/t20210202_36283657.shtml,http://www.rail-transit.com/project/show.php?itemid=259,
,CN,Beijing,,Line 9,2007,2012,0,16.5,100%,16.5,,,13,117,100,1435,0,,"12,900.00",CNY,2010,0.3004025093,3870,234.5,0,0,0,0,1.242662435,"4,809.10",291.5,,http://zqb.cyol.com/html/2012-12/31/nw.D110000zgqnb_20121231_3-06.htm,,
,CN,Chengdu,,Line S3,2021,2024,1,38.7,27%,10.42,,,7,184,80,1435,1,,"12,903.00",CNY,2021,0.238814981,3083.817,79.7,0,0,0,0,1,"3,083.80",79.7,,http://www.rail-transit.com/project/show.php?itemid=540,,
,CN,Xi'an,Line 2,Line 2 Phase 1,2006,2011,0,26.76,100%,26.76,,,21,117,80,1435,1,,"12,963.00",CNY,2009,0.3172615003,4109.271,153.6,0,0,0,0,1.263045535,"5,190.20",194,,https://www.sohu.com/a/110615261_160914,,
7568,TW,Taipei,,Sanying Line,2016,2023,0,14.29,0.00%,0,14.29,0,12,,90,1435,0,Plan,"50,200",TWD,2019,0.1907127671,3333.28,233.3,0,0,0,0,1.059896658,"3,532.90",247.2,Plan,https://www.dorts.ntpc.gov.tw/home.jsp?id=90&act=be4f48068b2b0031&dataserno=09b73a18932ab2e245b25cd63399a208,,
7250,MX,Guadalajara,,Line 3,2014,2020,0,21.5,25.00%,5.4,14.595,1.53,18,,70,1435,1,Trade,"31,500",MXN,2017,0.1121887212,3339,155.3,0,0,0,0,1.105458551,"3,691.10",171.7,Media,https://www.eleconomista.com.mx/estados/Linea-3-arriba-78-de-su-costo-20200121-0023.html,,
7696,CN,Shanghai,Line 11,Line 11 Phase 2,2008,2013,0,22.886,100,22.886,#N/A,#N/A,13,,80,1435,1,Wiki,"12,965.00",CNY,2013,0.2729522102,3539.445,154.7,0,0,0,0,1.163176037,"4,117.00",179.9,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,,
,CN,Kunming,Line 3,Line 3 Phase 1,2017,2023,0,19.5,100,0,0,19.5,17,117,80,1435,1,,"13,057.00",CNY,2017,0.239016533,3120.623,160,0,0,0,0,1.105458551,"3,449.70",176.9,,https://www.kankanyn.com/jianwen/34919.html,,
9509,TR,Istanbul,M11,M11 Phase 1,2016,2022,0,37.5,100.00%,37.5,0,0,9,180,120,1435,1,Plan,"1,130",USD,2019,0.536477233,3390,90.4,1,37.5,37.5,0,1.059896658,"3,593.00",95.8,Media,https://www.insaatderyasi.com/gayrettepe-3-havalimani-metro-ihalesine-1-milyar-euro-1718h.htm,,
9772,HK,Hong Kong,,West Island Line,2009,2016,0,3,100.00%,3,0,0,3,,80,1435,0,Plan,"18,500",HKD,2012,0.183344004,3392.9,1131,0,0,0,0,1.180213769,"4,004.30","1,334.80",Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf,,
7307,IN,Mumbai,,Line 11,2020,2026,0,12.8,69.00%,8.8,0,0,10,,80,1435,1,Plan,"70,850",INR,2018,0.04773424399,3400.8,265.7,0,0,0,0,1.079101738,"3,669.80",286.7,Plan,https://mmrda.maharashtra.gov.in/documents/10180/9283015/Metro+Line+11/8dc85106-19e2-48a5-875e-acdb289c357d,,
9499,CN,Chengdu,Line 10,Line 10 Phase 2,2016,2020,0,26.7,38.95%,10.4,16.554,0,9,138,80,1435,1,Plan,"13,156",CNY,2016,0.25069964,3302.156,123.7,0,0,0,0,1.129008737,"3,728.20",139.6,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201607/W020190910671924062945.pdf,,
,CN,Hangzhou,,Hangfu Line,2018,2021,0,23.508,100%,23.508,,,11,117,120,1435,1,,"13,298.00",CNY,2021,0.238814981,3178.222,135.2,0,0,0,0,1,"3,178.20",135.2,,http://www.rail-transit.com/project/show.php?itemid=286,,
9787,IN,Lucknow,,Line 1,2014,2019,0,22.9,15.00%,3.4,0,0,22,,80,1435,1,Plan,"69,280",INR,2016,0.05025447105,3464,151.3,0,0,0,0,1.129008737,"3,910.90",170.8,Plan,https://pib.gov.in/newsite/PrintRelease.aspx?relid=133816,,
7203,FR,Toulouse,,Line 3,2021,2025,0,27,60.00%,16.2,0,0,21,,60,1435,0,Plan,"2,670",EUR,2016,1.281978965,3471,128.6,0,0,0,0,1.129008737,"3,918.80",145.1,Plan,https://www.toulousemetro3.fr/le-projet/3eme-ligne.html,,
,CN,Jinan,,Line 3 Phase 1,2015,2019,0,21.57,1,21.6,,,13,117,80,1435,1,,13446,CNY,2021,0.238814981,3213.594,149,0,0,0,0,1,"3,213.60",149,,http://www.rail-transit.com/project/show.php?itemid=239,http://m.iqilu.com/pcarticle/4545295,
,CN,Zibo,,Line 1,2020,2025,0,20.82,62%,12.86,,,15,,80,1435,1,Trade,"13,451.89",CNY,2020,0.239311224,3215.00171,154.4,0,0,0,0,1.046980229,"3,366.00",161.7,Trade,http://www.rail-transit.com/project/show.php?itemid=117,,
,CN,Xi'an,Line 1,Line 1 Phase 1,2009,2013,0,25.36,100%,25.36,,,19,117,80,1435,1,,"13,490.00",CNY,2013,0.2729522102,3682.77,145.2,0,0,0,0,1.163176037,"4,283.70",168.9,,http://www.shaanxi.gov.cn/xw/sxyw/201309/t20130915_1497525.html,https://www.sohu.com/a/110615261_160914,
7267,DK,Copenhagen,,City Circle Line,2009,2019,0,15.5,100.00%,15.5,0,0,17,,90,1435,0,Media,"25,300",DKK,2014,0.1364503319,3491.4,225.3,1,15.5,15.5,0,1.14460834,"3,996.30",257.8,Media,https://www.thelocal.dk/20190930/in-pictures-copenhagens-new-city-ring-metro-line,,
7345,PA,Panama City,,Line 1,2010,2014,0,13.7,53.00%,7.3,4.69,1.749,12,,70,1435,1,Wiki,"2,009",USD,2012,1.742124457,3495.66,255.2,0,0,0,0,1.180213769,"4,125.60",301.1,Media,http://elsiglo.com.pa/panama/justifican-costo-linea-1-metro/23828270,,
7761,CN,Wuhan,Line 11,Line 11 Phase 3,2023,2027,0,9.9,100.00%,9.9,0,0,6,,80,1435,1,Plan,"13,515.00",CNY,2019,0.2376233859,3216.57,324.9,0,0,0,0,1.059896658,"3,409.20",344.4,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,,
8203,EG,Cairo,,Line 1,1982,1987,1,44,14.32%,6.3,0,0,35,,80,1435,1,Trade,973,EGP,1987,2.17,3502.8,79.6,0,0,0,0,2.385299296,"8,355.20",189.9,Media,,,
7914,CN,Hangzhou,,Line 8 Phase 1,2018,2022,0,17.1,100%,17.1,,,9,138,80,1435,1,,"13,526.00",CNY,2020,0.239311224,3232.71,189,0,0,0,0,1.046980229,"3,384.60",197.9,Trade,http://www.rail-transit.com/project/show.php?itemid=134,,
,CN,Xuzhou,Line 3,Line 3,2021,2026,0,18.3,100%,18.3,,,16,117,80,1435,1,Trade,"13,526.00",CNY,2021,0.238814981,3232.714,176.7,0,0,0,0,1,"3,232.70",176.7,Trade,http://www.rail-transit.com/project/show.php?itemid=243,,
,CN,Putian,,F2 Line,2020,2025,1,23.8,63%,14.9,,,,,80,1435,1,,"13,530.00",CNY,2020,0.239311224,3233.67,135.9,0,0,0,0,1.046980229,"3,385.60",142.3,Trade,http://www.rail-transit.com/project/show.php?itemid=532,,
,CN,Hangzhou,,Hangzhou-Haining Line,2012,2021,0,48.18,31%,14.81,,,12,78,120,1435,1,,"13,611.00",CNY,2021,0.238814981,3253.029,67.5,0,0,0,0,1,"3,253.00",67.5,,http://www.rail-transit.com/project/show.php?itemid=249,,
7960,CN,Beijing,Line 10,Line 10 North and East,2003,2008,0,24.64,100.00%,24.64,0,0,22,,100,1435,0,Media,"13,700.00",CNY,2005,0.3519204829,4821.03,195.7,0,0,0,0,1.387455197,"6,689.00",271.5,Media,http://news.sciencenet.cn/sbhtmlnews/2008/8/209799.html,,
7202,HU,Budapest,,Line 4,2006,2014,0,7.4,100.00%,7.4,0,0,10,,80,1435,0,Trade,"452,000",HUF,2010,0.007910322822,3579.84,483.8,0,0,0,0,1.242662435,"4,448.50",601.2,Plan,https://www.europarl.europa.eu/doceo/document//P-8-2017-000299_EN.html,,
,CN,Chongqing,,Line 3,2007,2011,0,39.1,0,0,39.1,0,29,120,80,1435,1,map,"13,800.00",CNY,2007,0.33272168,4595.4,117.5,0,0,0,0,1.306874632,"6,005.60",153.6,,http://www.gov.cn/jrzg/2011-09/29/content_1959823.htm,,
,IN,Pune,,Line 3,2018,2021,,23.3,0.00%,0,23.3,,23,,80,1435,1,,"83,140",INR,2021,0.04307505402,3591.648,154.1,0,0,0,0,1,"3,591.60",154.1,Media,https://timesofindia.indiatimes.com/city/pune/98-of-land-acquired-for-pmrda-metro-line-project-start-date-soon/articleshow/85723503.cms,,
7152,US,Los Angeles,Purple Line,Purple Phase 3,2020,2027,0,4.2,100.00%,4.2,0,0,2,,90,1435,0,Media,"3,600",USD,2023,1,3600,857.1,0,0,0,1,1,"3,600.00",857.1,Media,https://la.streetsblog.org/2020/03/24/metro-signs-1-3-billion-full-funding-grant-agreement-for-westside-subway-phase-3/,,
8017,CN,Zhengzhou,,Line 10 Phase 1,2019,2024,0,21.3,100%,21.3,,,12,138,80,1435,1,,"13,823.00",CNY,2021,0.238814981,3303.7,155.1,0,0,0,0,1,"3,303.70",155.1,Trade,http://www.rail-transit.com/project/show.php?itemid=142,,
,CN,Xi'an,Line 9,,2016,2020,0,25.296,100%,25.296,0,0,15,117,80,1435,1,Trade,"13,888.00",CNY,2018,0.2364514501,3291.456,130.1,0,0,0,0,1.079101738,"3,551.80",140.4,Trade,http://www.rail-transit.com/project/show.php?itemid=244,,
8128,CN,Kunming,,Line 6,2020,2025,0,25.61,59%,15.01,,,8,117,80,1435,1,,"14,171.00",CNY,2020,0.239311224,3386.87,132.2,0,0,0,0,1.046980229,"3,546.00",138.5,,https://www.kankanyn.com/jianwen/34919.html,https://yn.leju.com/news/2020-07-03/17306684750030261506576.shtml,
7824,CN,Beijing,,Line 27 Phase 2 (Changping Southern Extension),2019,2021,0,16.6,100,16.6,0,0,8,,100,1435,0,Plan,"14,230.00",CNY,2015,0.2583514029,3671.34,221.2,0,0,0,0,1.143251328,"4,197.30",252.8,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,,
,CN,Zhengzhou,,Line 1 Phase 1,2009,2013,0,25.2,100%,25.2,,,20,117,80,1435,1,Media,"14,335.50",CNY,2011,0.2837307645,4071.282,161.6,0,0,0,0,1.204637702,"4,904.40",194.6,Media,http://news.cctv.com/society/20090323/106184.shtml,,
,CN,Hangzhou,Line 4,Line 4 Phase 1,2013,2020,0,20.8,100%,20.8,,,18,117,80,1435,1,,"14,350.00",CNY,2013,0.2729522102,3917.55,188.3,0,0,0,0,1.163176037,"4,556.80",219.1,,https://www.cssglw.com/news/635201059257656250.html,,
,CN,Nanjing,Line S8,Line S8 Phase 2,2012,2014,0,45.2,27%,12.2,,,17,78,80,1435,1,,"14,379.00",CNY,2021,0.238814981,3436.581,76,0,0,0,0,1,"3,436.60",76,,https://news.sina.com.tw/article/20140812/13098521.html,https://kmcha.com/similar/%E5%AF%A7%E5%A4%A9%E5%9F%8E%E9%9A%9B%E8%BB%8C%E9%81%93,
,CN,Wuxi,,Line S1,2019,2023,0,30.4,35%,10.5,,,9,117,80,1435,0,,"14,403.00",CNY,2021,0.238814981,3442.317,113.2,0,0,0,0,1,"3,442.30",113.2,,http://www.rail-transit.com/project/show.php?itemid=234,,
