ID,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Max Speed (km/hr),Track Gauge (mm),Overhead?,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2021 dollars),Cost/km (2021 dollars),Source2,Reference,,
,CN,Hangzhou,Hanglin LIne,Hanglin Line (Hangzhou Section),2016,2020,0,14.26,30%,4.32,,,6,78,120,1435,1,,"4,590.00",CNY,2018,0.2364514501,1087.83,76.3,0,0,0,0,1.079101738,"1,173.90",82.3,,http://www.rail-transit.com/project/show.php?itemid=89,,
7736,CN,Wuhan,Line 1,Line 1 Phase 2,2005,2010,0,18.25,0.00%,0,18.25,0,16,,80,1435,0,Media,"4,649.80",CNY,2005,0.3519204829,1636.26,89.7,0,0,0,0,1.387455197,"2,270.20",124.4,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B; https://baike.baidu.com/item/%E6%AD%A6%E6%B1%89%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/,,
7795,CN,Beijing,,Line 25 Phase 2 (Fangshan Northern Extension),2017,2020,0,5,0,0,5,#N/A,4,,100,1435,0,Plan,"4,860.00",CNY,2015,0.2583514029,1253.88,250.8,0,0,0,0,1.143251328,"1,433.50",286.7,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,,
7896,CN,Nanning,Line 2,Line 2 Eastern Extension,2017,2021,0,6.5,100.00%,6.5,0,0,4,117,80,1435,1,Media,"4,898.00",CNY,2017,0.239016533,1170.62,180.1,0,0,0,0,1.105458551,"1,294.10",199.1,Media,http://www.nngdjt.com/html/4061/8670.html,,
7251,DE,Leipzig,City Tunnel,,2003,2013,1,3.6,100.00%,3.6,,,4,,80,1435,1,Wiki,960,EUR,2008,1.218916115,1248,346.7,0,0,0,0,1.258551901,"1,570.70",436.3,Plan,http://dip21.bundestag.de/dip21/btd/17/029/1702939.pdf,,
7715,CN,Shenzhen,Line 13,Line 13 Southern Extension,2020,2025,0,4.47,100.00%,4.47,0,0,3,,80,1435,1,Plan,"4,962.00",CNY,2020,0.239311224,1185.92,265.3,0,0,0,0,1.046980229,"1,241.60",277.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,,
7539,IN,Gurgaon,Gurgaon,Phase 2,2013,2017,0,6.3,0.00%,0,6.3,0,5,,80,1435,0,Wiki,"24,230",INR,2015,0.05198855441,1259.96,200,0,0,0,0,1.143251328,"1,440.50",228.6,Media,http://www.ptinews.com/news/8562521_Second-phase-of-Gurgaon-s-Rapid-Metro-launched.html,,
,CN,Chongqing,Line 1,Line 1 Phase 2,2014,2020,0,15.5,100,15.5,,,9,117,80,1435,1,map,"5,014.00",CNY,2007,0.33272168,1669.66,107.7,0,0,0,0,1.306874632,"2,182.00",140.8,,http://news.sohu.com/20070609/n250475902.shtml,,
9835,TR,Istanbul,,M9,2016,2023,0,13.4,100.00%,13.4,0,0,12,90,120,1435,1,Plan,387,USD,2020,0.4620645042,1276.11,95.2,1,13.4,13.4,0,1.046980229,"1,336.10",99.7,Plan,https://www.ibb.istanbul/Uploads/2019/10/1.-DOc.DR.PELiN-ALPKoKiN--RAYLI-SiSTEMLERiN-MEVCUT-DURUMU.pdf,,
7587,AU,Perth,,Forrestfield-Airport Link,2016,2021,1,8.5,100.00%,8.5,0,0,3,,100,1067,1,Plan,"1,860",AUD,2018,0.6800856636,1283.4,151,0,0,0,1,1.079101738,"1,384.90",162.9,Plan,https://www.forrestfieldairportlink.wa.gov.au/Portals/14/Project%20Overview%20Fact%20Sheet%20-%20Dec18%20WEB.pdf,,
9778,HK,Hong Kong,,Kwun Tong Line extension,2011,2016,0,2.6,100.00%,2.6,0,0,2,,80,1435,0,Plan,"7,200",HKD,2013,0.180258812,1298.16,499.3,0,0,0,0,1.163176037,"1,510.00",580.8,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf,,
7577,TW,Taipei,,Taoyuan MRT Brown Line,2019,2025,0,11.5,0.00%,0,11.5,0,8,,90,1435,0,Plan,"19,558",TWD,2020,0.1936704388,1298.6512,112.9,0,0,0,0,1.046980229,"1,359.70",118.2,Plan,https://dorts.tycg.gov.tw/en/business/mrt-brown-line,,
7698,CN,Xuzhou,Line 3,Line 3 Phase 2,2019,2023,0,6.5,100.00%,6.5,0,0,5,,80,1435,1,Plan,"5,015.40",CNY,2020,0.239311224,1198.68,184.4,0,0,0,0,1.046980229,"1,255.00",193.1,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,,
8056,CN,Changchun,Line 2,Line 2 Eastern Extension,2019,2025,0,9.1,100.00%,9.1,0,0,5,,80,1435,1,Plan,"5,131.00",CNY,2018,0.2364514501,1216.05,133.6,0,0,0,0,1.079101738,"1,312.20",144.2,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,
7249,KR,Seoul,Sinbundang,Sinbundang Phase 2,2011,2018,0,12.8,100.00%,12.8,0,0,7,200,90,1435,1,Media,"1,025,500",KRW,2006,0.001294974193,1333.15,104.2,1,12.8,12.8,0,1.344097222,"1,791.90",140,Plan,https://shinbundang.co.kr/eng/index.jsp?pageID=/eng/intro/intro2_6.jsp&open_main=4&open_sub1=1&open_sub2=6,,
11270,DE,Munich,,U5 to Pasing,2022,2029,0,3.8,100.00%,3.8,0,0,3,120,80,1435,0,Plan,988,EUR,2025,1.373037929,1333.8,351,0,0,0,0,1,"1,333.80",351,Media,https://www.sueddeutsche.de/muenchen/muenchen-u-bahn-u5-pasing-kosten-1.5475070,,
7595,DE,Cologne,North-South Stadtbahn,,2003,2015,0,4,100.00%,4,,,6,,80,1435,1,Wiki,"1,040",EUR,2009,1.232896641,1352,338,0,0,0,0,1.263045535,"1,707.60",426.9,Plan,https://www.nord-sued-stadtbahn.de/projekt/gruende/hintergruende/index.html,,
,CN,Ningbo,Line 3,Line 3 Southern Extension,2020,2025,0,12.7,17%,2.2,,,6,117,80,1435,1,,"5,200.00",CNY,2020,0.239311224,1242.8,97.9,0,0,0,0,1.046980229,"1,301.20",102.5,,http://www.rail-transit.com/project/show.php?itemid=554,,
8122,CN,Kunming,,Line 2 Phase 2,2017,2019,0,9.2,100.00%,9.2,0,0,8,,80,1435,1,Plan,"5,326.00",CNY,2013,0.2729522102,1454,158,0,0,0,0,1.163176037,"1,691.30",183.8,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,
7681,CN,Shanghai,Line 8,Line 8 Phase 2,2005,2009,0,14.44,57.06%,8.24,6.2092,0,8,,80,1435,1,Wiki,"5,332.00",CNY,2009,0.3172615003,1690.24,117.1,0,0,0,0,1.263045535,"2,134.90",147.8,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A8%E5%8F%B7%E7%BA%BF,,
7656,CN,Shanghai,Line 1,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0,16.1,100,16.1,#N/A,#N/A,13,,80,1435,1,Wiki,"5,390.00",CNY,1995,0.3654493913,1967.35,122.2,0,0,0,0,1.778018373,"3,498.00",217.3,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF,,
7530,CH,Zurich,,Durchmesserlinie,2007,2014,1,9.6,50.00%,4.8,0.2,4.6,1,,160,1435,1,Trade,"2,030",CHF,2010,0.6820645001,1380.4,143.8,1,9.6,4.8,0,1.242662435,"1,715.40",178.7,Trade,https://www.railwaygazette.com/infrastructure/cross-city-tunnel-opening-increases-capacity-in-zurich/39619.article,,
,CN,Shijiazhuang,,Line 3 Phase 2,2012,2021,0,8.1,100%,8.1,,,5,138,80,1435,1,,"5,465.00",CNY,2016,0.25069964,1371.715,169.3,0,0,0,0,1.129008737,"1,548.70",191.2,,http://www.rail-transit.com/project/show.php?itemid=226,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/W020190910670584360634.pdf,
,KR,Seoul,,Jinjeop Line,2014,2022,0,14.9,100.00%,14.9,,,4,200,100,1435,2,,"1,400,000",KRW,2018,0.001169766591,1400,94,1,14.9,14.9,0,1.079101738,"1,510.70",101.4,,https://www.yna.co.kr/view/AKR20220112075600060,,
7432,FR,Paris,,Line 11,2016,2024,0,6.3,90.00%,5.7,0.6,0,6,,70,1435,0,Measured,"1,084",EUR,2014,1.238290416,1409.2,223.7,0,0,0,0,1.14460834,"1,613.00",256,Plan,https://www.ratp.fr/en/groupe-ratp/metrotrains/m11-extension-rosny-bois-perrier-and-then-noisy-champs,,
7208,IT,Turin,Line 1,Line 1 phases 1-3,2000,2011,0,13.2,100.00%,13.2,0,0,21,55,80,1435,1,agency,"1,138",EUR,2005,1.16940053,1422.5,107.8,1,13.2,13.2,0,1.387455197,"1,973.70",149.5,Plan,http://www.otipiemonte.it/Pagine/Completo.asp?ID=86,,
,CN,Chengdu,Line 10,Line 10 Phase 1,2013,2020,0,10.9,100%,10.9,,,5,138,80,1435,1,,"5,520.00",CNY,2017,0.239016533,1319.28,121,0,0,0,0,1.105458551,"1,458.40",133.8,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
,CN,Changchun,,Line 1 South Extension,2010,2019,0,8,100%,8,,,6,117,80,1435,1,,"5,520.00",CNY,2015,0.2583514029,1424.16,178,0,0,0,0,1.143251328,"1,628.20",203.5,,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=320,,
,CA,Edmonton,,Valley Line Southeast,2016,2023,0,13.1,3.00%,0.4,,,12,125,80,1435,1,Wiki,"1,800",CAD,2019,0.8099021881,1443.6,110.2,0,0,0,1,1.059896658,"1,530.10",116.8,Media,https://edmontonjournal.com/news/local-news/long-delayed-1-8-billion-valley-line-lrt-stymied-yet-again,,
7315,GR,Thessaloniki,,Main line,2006,2020,0,9.5,100.00%,9.5,0,0,13,,80,1435,0,Plan,"1,112",EUR,2014,1.636299672,1445.6,152.2,1,9.5,9.5,0,1.14460834,"1,654.60",174.2,Plan,https://omekgroup.com.gr/projects/thessaloniki-metro/,,
7514,JP,Tokyo,,Tama Monorail first phase,1991,2000,0,16,0.00%,0,16,0,19,,75,0,0,Trade,"242,200",JPY,1995,0.005739201029,1453.2,90.8,0,0,0,0,1.778018373,"2,583.80",161.5,Trade,https://www.ejrcf.or.jp/jrtr/jrtr26/pdf/t58_neh.pdf,,
,CN,Wuhu,,Line 2,2017,2021,0,14.94,9%,1.3,,,11,90,80,1435,1,,"5,533.00",CNY,2021,0.238814981,1322.387,88.5,0,0,0,0,1,"1,322.40",88.5,,http://www.rail-transit.com/project/show.php?itemid=109,,
8121,CN,Chongqing,Line 6,Line 6 Branch (EXPO),2013,2020,0,12.1,98%,11.9,,,5,117,80,1435,1,,"5,563.00",CNY,2013,0.2729522102,1518.7,125.5,0,0,0,0,1.163176037,"1,766.50",146,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,,
8081,CN,Chongqing,Line 9,Line 9 Phase 2,2016,2020,0,10.77,36,3.8772,6.8928,#N/A,5,,80,1435,1,Media,"5,613.00",CNY,2013,0.2729522102,1532.35,142.3,0,0,0,0,1.163176037,"1,782.40",165.5,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,,
8040,CN,Guangzhou,Line 3,Line 3 Eastern Extension,2019,2022,0,9.6,100.00%,9.6,0,0,4,,80,1435,1,Plan,"5,698.00",CNY,2017,0.239016533,1361.82,141.9,0,0,0,0,1.105458551,"1,505.40",156.8,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf,,
7563,UA,Kharkiv,,M3 extension,2018,2024,0,3.5,100.00%,3.5,0,0,2,,70,1435,0,Plan,382,EUR,2021,0.1084692823,1489.8,425.7,0,0,0,0,1,"1,489.80",425.7,Trade,https://www.railwaygazette.com/vehicles/crrc-wins-kharkiv-metro-train-contract/56702.article,,
7769,CN,Beijing,,Line 11 West,2019,2021,0,4.2,100%,4.2,,,4,138,100,1435,1,,"5,715.00",CNY,2020,0.239311224,1365.89,325.2,0,0,0,0,1.046980229,"1,430.10",340.5,Trade,http://www.rail-transit.com/project/show.php?itemid=360,,
7395,FR,Paris,,Line 14,1993,2007,0,9.2,100.00%,9.2,0,0,9,,70,1435,0,Wiki,"1,211",EUR,2004,1.069380326,1514,164.6,0,0,0,0,1.434462679,"2,171.80",236.1,Trade,http://www.omegacentre.bartlett.ucl.ac.uk/wp-content/uploads/2014/12/FRANCE_METEOR_PROFILE.pdf,,
9475,CN,Shenzhen,Line 4 Phase 2,,2007,2011,0,15.94,31.93%,5.09,10.9986,0,10,,80,1435,1,Plan,"5,799",CNY,2019,0.2376233859,1380.16,86.6,0,0,0,0,1.059896658,"1,462.80",91.8,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,,
7194,RU,Saint Petersburg,,Line 3 extension,2014,2018,0,5,100.00%,5,0,0,2,,40,1524,0,Trade,"37,000",RUB,2016,0.04133540302,1517,303.4,0,0,0,0,1.129008737,"1,712.70",342.5,Trade,https://www.metro-report.com/analysis/single-news/view/the-winners-and-losers-of-russian-metros.html,,
,CN,Chengdu,Line 1,Line 1 Phase 3,2013,2020,0,13,43%,5.6,,,10,117,80,1435,1,,"5,820.00",CNY,2017,0.239016533,1390.98,107,0,0,0,0,1.105458551,"1,537.70",118.3,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
7201,CZ,Prague,,Line A extension,2010,2015,0,6.1,97.00%,5.9,0,0.2,4,,80,1435,0,Wiki,"20,200",CZK,2012,0.07520098026,1519.04,249,0,0,0,0,1.180213769,"1,792.80",293.9,Trade,https://www.railjournal.com/passenger/metros/prague-opens-metro-line-a-western-extension/,,
7248,KR,Seoul,Sinbundang,Sinbundang,2005,2011,0,17.3,100.00%,17.3,0,0,6,200,90,1435,1,Wiki,"1,169,000",KRW,2002,0.001299086318,1519.7,87.8,1,17.3,17.3,0,1.506225681,"2,289.00",132.3,Trade,https://books.google.de/books?id=B3-SBgAAQBAJ&pg=PA44&lpg=PA44&dq=shinbundang+line+construction+cost+11690&source=bl&ots=_CTZGAt6MP&sig=ACfU3U0qGvuRqbqwA60o8fLQNSdXTt8BlQ&hl=en&sa=X&ved=2ahUKEwi847D6oPPqAhXLqqQKHf_ZB1MQ6AEwEHoECAsQAQ#v=onepage&q=shinbundang%20line%20construction%20cost%2011690&f=false,,
7211,FI,Helsinki,West Metro,West Metro phase 1,2009,2017,0,13.5,100.00%,13.5,0,0,8,135,80,1524,1,Measured,"1,171",EUR,2013,1.104536663,1522.3,112.8,1,13.5,13.5,0,1.163176037,"1,770.70",131.2,Plan,https://www.lansimetro.fi/en/contact-information/faq/,,
,CN,Harbin,Line 1,Line 1 Phase 1,2005,2013,0,14.4,100%,14.4,,,16,117,80,1435,1,,"5,890.00",CNY,2005,0.3519204829,2073.28,144,0,0,0,0,1.387455197,"2,876.60",199.8,Plan,http://www.gov.cn/jrzg/2005-12/05/content_118066.htm,,
,DR,Santo Domingo,,Line 1,2005,2008,0,14.5,66%,9.5,,,16,120,80,1435,1,Measured,"25,165",DOP,2006,0.0666354143,1547.630772,106.7,0,0,0,0,1.344097222,"2,080.20",143.5,Trade,https://sustainabledevelopment.un.org/content/documents/Dominican.pdf,,
7212,FI,Helsinki,West Metro,West Metro phase 2,2014,2023,0,7,100.00%,7,0,0,5,90,80,1524,1,Plan,"1,159",EUR,2018,1.171308562,1564.65,223.5,1,7,7,0,1.079101738,"1,688.40",241.2,Plan,https://www.lansimetro.fi/en/contact-information/faq/,,
7258,IT,Rome,Line C,Line C - section T4-5,2007,2013,0,7.6,100.00%,7.6,0,0,9,110,80,1435,1,agency,"1,206",EUR,2010,1.293379964,1567.8,206.3,1,7.6,7.6,0,1.242662435,"1,948.20",256.3,Plan,https://metrocspa.it/cms/wp-content/uploads/2016/12/2-Q.E.G.-12-set-2013.pdf,,
,CN,Beijing,Line 6,Line 6 Phase 2,2011,2014,0,12.4,100%,12.4,,,8,156,100,1435,1,,"6,000.00",CNY,2013,0.2729522102,1638,132.1,0,0,0,0,1.163176037,"1,905.30",153.7,,http://politics.people.com.cn/n/2014/1105/c70731-25980932.html,,
9755,BR,Salvador,,SkyRail Bahia,2020,2022,0,23.3,0.00%,0,23.3,0,26,,80,1000,0,Trade,689,USD,2021,0.395862289,1584.7,68,0,0,0,0,1,"1,584.70",68,Trade,https://www.yicaiglobal.com/news/byd-design-for-usd689-million-brazil-monorail-gets-green-light,,
8161,CN,Dongguan,Line 1,Line 1 Phase 2,2023,2028,0,10.9,34.86%,3.8,0,0,4,,80,1435,1,Plan,"6,055",CNY,2019,0.2376233859,1441.09,132.2,0,0,0,0,1.059896658,"1,527.40",140.1,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,,
8067,CN,Changsha,Line 1 North Extension,Line 1 North Extension Phase 1,2017,2021,0,9.93,54.38%,5.4,0,0,5,117,80,1435,1,Plan,"6,111.00",CNY,2017,0.239016533,1460.53,147.1,0,0,0,0,1.105458551,"1,614.60",162.6,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/t20170323_962232.html,,
8096,CN,Changsha,Line 6,Line 6 East,2018,2022,0,12.15,100.00%,12.15,0,0,5,,80,1435,1,Plan,"6,140.00",CNY,2017,0.239016533,1467.46,120.8,0,0,0,0,1.105458551,"1,622.20",133.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,
7866,CN,Hangzhou,Line 6,Line 6 Phase 2,2017,2022,0,8.366,100%,8.366,,,5,117,80,1435,1,,"6,226.00",CNY,2020,0.239311224,1488.01,177.9,0,0,0,0,1.046980229,"1,557.90",186.2,Trade,http://www.rail-transit.com/project/show.php?itemid=138,,
,CN,Chengdu,Line 3,Line 3 Phase 3 (redesign),2015,2022,0,12.6,57%,7.2,,,9,117,80,1435,1,,"6,240.00",CNY,2015,0.2583514029,1609.92,127.8,0,0,0,0,1.143251328,"1,840.50",146.1,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
9485,CN,Shenzhen,Line 8,Line 8 Phase 2,2019,2024,0,8.023,100%,8.023,,,4,138,80,1435,1,,"6,316.00",CNY,2021,0.238814981,1509.52,188.1,0,0,0,0,1,"1,509.50",188.1,Trade,http://www.rail-transit.com/project/show.php?itemid=354,,
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Anhui section),2021,2026,1,27.49,0%,0,,,8,117,120,1435,1,,"6,337.00",CNY,2021,0.238814981,1514.543,55.1,0,0,0,0,1,"1,514.50",55.1,,http://www.rail-transit.com/project/show.php?itemid=605,,
7507,JP,Tokyo,,Minatomirai Line,1993,2004,1,4.1,100.00%,4.1,0,0,6,,120,1067,1,Trade,"257,000",JPY,1998,0.006010190001,1619.1,394.9,0,0,0,0,1.662392638,"2,691.60",656.5,Media,https://www.japantimes.co.jp/life/2004/02/13/travel/new-subway-signals-start-of-a-new-era/,,
7288,IN,Mumbai,,Monorail,2009,2019,0,20.2,0.00%,0,20.2,0,17,,80,0,0,Plan,"30,000",INR,2014,0.05438758519,1620,80.2,0,0,0,0,1.14460834,"1,854.30",91.8,Media,https://indianexpress.com/article/cities/mumbai/indias-first-monorail-rolls-out-in-city/,,
9753,AT,Vienna,,Lainz Tunnel,1999,2012,1,12.8,100.00%,12.8,0,0,0,,80,1435,0,Media,"1,300",EUR,2005,1.133865267,1625,127,0,0,0,0,1.387455197,"2,254.60",176.1,Media,https://wien.orf.at/v2/news/stories/2537074/,,
,IT,Milan,,M5 (Bignami Moza),2022,2029,0,12.6,100.00%,12.6,0,0,12,50,90,1435,0,plan,"1,250",EUR,2025,1.598933192,1625,129,1,12.6,12.6,0,1,"1,625.00",129,plan,http://allegati.comune.milano.it/trasportiambiente/SportelloUnicoMobilita/LINEAM5.pdf and https://www.camera.it/temiap/temi16/2011scheda[089].pdf,,
7649,CN,Beijing,Line 13,Line 13,1999,2003,0,40.85,0.00%,0,13.855,26.995,17,117,100,1435,0,Wikiland,"6,570.00",CNY,1999,0.3665869218,2411.19,59,0,0,0,0,1.626470588,"3,921.70",96,Media,http://www.wikiwand.com/zh-sg/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8113%E5%8F%B7%E7%BA%BF,,
7723,CN,Shenzhen,Line 11,Line 11 Phase 2,2020,2016,0,5.58,100.00%,5.58,0,0,3,,80,1435,1,Plan,"6,634.00",CNY,2020,0.239311224,1585.53,284.1,0,0,0,0,1.046980229,"1,660.00",297.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,,
7872,CN,Zhengzhou,,Line 14 Phase 1,2016,2020,0,8.3,100.00%,8.3,0,0,6,,80,1435,1,Plan,"6,684.00",CNY,2019,0.2376233859,1590.79,191.7,0,0,0,0,1.059896658,"1,686.10",203.1,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf,,
7880,CN,Changsha,Line 5,Line 5 South Extension,2018,2022,0,8.43,100.00%,8.43,0,0,7,,80,1435,1,Plan,"6,727.00",CNY,2017,0.239016533,1607.75,190.7,0,0,0,0,1.105458551,"1,777.30",210.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,
7200,RU,Moscow,,Line 1 extension,2016,2019,0,11.6,14.00%,1.6,0.14,9.836,4,,40,1520,0,Wiki,"41,033",RUB,2018,0.0407449746,1641.31476,141.5,0,0,0,0,1.079101738,"1,771.10",152.7,Plan,https://zakupki.gov.ru/epz/order/notice/oku44/view/supplier-results.html?regNumber=0173200001418000217,,
,CN,Hangzhou,Hanglin LIne,Hanglin Line (Lin'an Section),2016,2020,0,20.72,42%,8.64,,,6,78,120,1435,1,,"6,740.00",CNY,2018,0.2364514501,1597.38,77.1,0,0,0,0,1.079101738,"1,723.70",83.2,,http://www.rail-transit.com/project/show.php?itemid=89,,
,CN,Qingdao,Line 2,Line 2 Phase 2 East Section,2021,2026,0,8.89,100%,8.89,,,8,117,80,1435,0,,"6,770.00",CNY,2021,0.238814981,1618.03,182,0,0,0,0,1,"1,618.00",182,,http://www.rail-transit.com/project/show.php?itemid=668,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
7176,BG,Sofia,Line 3,Line 3,2016,2021,0,12,100.00%,12,0,0,12,,80,1435,1,Plan,500,EUR,2018,1.470365518,1660,138.3,1,12,12,0,1.079101738,"1,791.30",149.3,Plan,https://europa.eu/investeu/projects/sofia-metro-line-3_en,,
,CN,Shenzhen,Line 3,Line 3 Phase 3 North Ext,2011,2020,0,9.4,0%,0,9.4,,7,117,80,1435,0,,"6,800.00",CNY,2016,0.25069964,1706.8,181.6,0,0,0,0,1.129008737,"1,927.00",205,,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201509/W020190910670552487617.pdf,,
7160,US,San Francisco,,Central Subway,2010,2021,0,2.7,100.00%,2.7,0,0,4,,70,1435,1,Media,"1,670",USD,2014,1,1670,618.5,0,0,0,1,1.14460834,"1,911.50",708,Media,https://www.sfchronicle.com/bayarea/article/Central-Subway-tab-likely-to-grow-by-55M-as-14447857.php,,
,CN,Nanjing,Line S8,Line S8 Phase 2,2022,2027,0,25,100,25,0,0,8,78,80,1435,1,,"6,830.00",CNY,2021,0.238814981,1632.37,65.3,0,0,0,0,1,"1,632.40",65.3,,https://m.jiemian.com/article/2611638.html,,
9763,CA,Vancouver,,Canada Line,2005,2009,0,18.4,49.00%,9.1,0,0,16,,80,1435,0,Wiki,"2,050",CAD,2007,0.8250151184,1681,91.4,0,0,0,1,1.306874632,"2,196.90",119.4,Media,https://vancouversun.com/news/local-news/by-the-numbers-canada-line-turns-10,,
8104,CN,Changsha,Line 4,Line 4 North Extension,2018,2022,0,14.26,14.45%,2.06,0,0,8,,80,1435,1,Plan,"6,831.00",CNY,2017,0.239016533,1632.61,114.5,0,0,0,0,1.105458551,"1,804.80",126.6,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,
,CN,Hefei,Line 6,Line 6 East Extension,2021,2026,0,10,100%,10,,,4,117,80,1435,1,,"6,887.00",CNY,2020,0.239311224,1645.993,164.6,0,0,0,0,1.046980229,"1,723.30",172.3,Media,http://www.rail-transit.com/project/show.php?itemid=713,,
7313,GR,Athens,,Line 4,2019,2027,0,12.8,100.00%,12.8,0,0,15,,80,1435,0,Plan,"1,328",EUR,2023,1.870963396,1726.4,134.9,1,12.8,12.8,0,1,"1,726.40",134.9,Plan,https://www.ametro.gr/?p=14801&lang=en,,
7162,CA,Ottawa,,Confederation,2013,2019,0,12.5,20.00%,2.5,0.84,9.16,13,,80,1435,1,Trade,"2,100",CAD,2016,0.8284695268,1743,139.4,0,0,0,1,1.129008737,"1,967.90",157.4,Trade,https://www.aecom.com/projects/ottawa-light-rail/,,
9770,FR,Rennes,,Line B,2014,2021,0,14,79.00%,11,0,0,15,,60,0,0,Trade,"1,342",EUR,2020,1.407736922,1744.6,124.6,0,0,0,0,1.046980229,"1,826.60",130.5,Plan,http://www.presse.metropole.rennes.fr/accueil/documents-presse/tous-les-documents/27-10165/mise-en-service-de-la-ligne-b-du-metro-de-rennes-metropole-le-21-decembre-2020,,
7155,US,Los Angeles,,Regional Connector,2014,2022,0,3.1,100.00%,3.1,0,0,3,,90,1435,1,Plan,"1,756",USD,2018,1,1756,566.5,0,0,0,1,1.079101738,"1,894.90",611.3,Plan,https://www.metro.net/projects/connector/,,
7147,US,Seattle,,U-Link,2009,2016,0,5.1,100.00%,5.1,0,0,2,,90,1435,0,Media,"1,756",USD,2012,1,1756,344.3,0,0,0,1,1.180213769,"2,072.50",406.4,Plan,https://www.soundtransit.org/sites/default/files/documents/2018-q3-link-light-rail_0.pdf,,
,CN,Chongqing,Jiangjin Line,Jiangjin Line,2020,2025,0,28.22,21%,5.8,,,7,117,80,1435,1,,"6,892.00",CNY,2020,0.239311224,1647.188,58.4,0,0,0,0,1.046980229,"1,724.60",61.1,,http://www.rail-transit.com/project/show.php?itemid=399,http://m.xinhuanet.com/cq/2019-01/27/c_1124047880.htm,
7226,UK,London,,Northern Line Extension,2015,2021,0,3.2,100.00%,3.2,0,0,2,,100,1435,0,Media,"1,200",GBP,2017,1.459854015,1764,551.3,0,0,0,1,1.105458551,"1,950.00",609.4,Media,http://www.cityam.com/257486/full-steam-ahead-tunnelling-12bn-northern-line-extension,,
